     #Energy           s           p           d       tot  
    -7.38918     1.85606     0.39218    32.01452    34.26276
    -7.35118     1.86315     0.39586    32.01489    34.27390
    -7.31218     1.87008     0.39949    32.01526    34.28482
    -7.27318     1.87686     0.40305    32.01562    34.29553
    -7.23518     1.88349     0.40656    32.01598    34.30603
    -7.19618     1.88996     0.41000    32.01634    34.31629
    -7.15718     1.89626     0.41338    32.01669    34.32633
    -7.11918     1.90241     0.41670    32.01703    34.33614
    -7.08018     1.90839     0.41995    32.01737    34.34571
    -7.04118     1.91421     0.42313    32.01771    34.35505
    -7.00318     1.91988     0.42626    32.01803    34.36418
    -6.96418     1.92541     0.42932    32.01836    34.37309
    -6.92518     1.93079     0.43233    32.01868    34.38180
    -6.88718     1.93601     0.43527    32.01899    34.39027
    -6.84818     1.94104     0.43813    32.01930    34.39847
    -6.80918     1.94591     0.44092    32.01961    34.40643
    -6.77118     1.95067     0.44367    32.01990    34.41424
    -6.73218     1.95536     0.44639    32.02020    34.42195
    -6.69318     1.95998     0.44907    32.02050    34.42955
    -6.65518     1.96453     0.45173    32.02079    34.43705
    -6.61618     1.96901     0.45436    32.02108    34.44446
    -6.57718     1.97343     0.45696    32.02137    34.45176
    -6.53918     1.97777     0.45953    32.02166    34.45896
    -6.50018     1.98203     0.46207    32.02195    34.46605
    -6.46118     1.98623     0.46458    32.02223    34.47304
    -6.42318     1.99035     0.46706    32.02251    34.47992
    -6.38418     1.99439     0.46951    32.02279    34.48668
    -6.34518     1.99836     0.47192    32.02306    34.49334
    -6.30718     2.00225     0.47431    32.02334    34.49990
    -6.26818     2.00608     0.47666    32.02361    34.50634
    -6.22918     2.00983     0.47898    32.02388    34.51268
    -6.19118     2.01350     0.48127    32.02414    34.51891
    -6.15218     2.01710     0.48353    32.02440    34.52504
    -6.11318     2.02063     0.48576    32.02466    34.53105
    -6.07518     2.02408     0.48795    32.02492    34.53695
    -6.03618     2.02745     0.49011    32.02518    34.54274
    -5.99718     2.03075     0.49223    32.02543    34.54841
    -5.95918     2.03397     0.49432    32.02567    34.55396
    -5.92018     2.03706     0.49635    32.02592    34.55932
    -5.88118     2.04001     0.49830    32.02615    34.56446
    -5.84318     2.04286     0.50021    32.02638    34.56946
    -5.80418     2.04564     0.50208    32.02660    34.57433
    -5.76518     2.04834     0.50392    32.02683    34.57909
    -5.72718     2.05099     0.50572    32.02705    34.58375
    -5.68818     2.05358     0.50750    32.02726    34.58833
    -5.64918     2.05612     0.50925    32.02748    34.59285
    -5.61118     2.05863     0.51098    32.02769    34.59730
    -5.57218     2.06110     0.51270    32.02790    34.60170
    -5.53318     2.06353     0.51440    32.02811    34.60605
    -5.49518     2.06594     0.51609    32.02832    34.61035
    -5.45618     2.06830     0.51775    32.02853    34.61459
    -5.41718     2.07064     0.51941    32.02874    34.61878
    -5.37918     2.07297     0.52211    32.02897    34.62404
    -5.34018     2.07536     0.52792    32.02930    34.63258
    -5.30118     2.07784     0.53721    32.02973    34.64478
    -5.26318     2.08040     0.54866    32.03024    34.65930
    -5.22418     2.08304     0.56214    32.03082    34.67600
    -5.18518     2.08578     0.57891    32.03151    34.69620
    -5.14718     2.08870     0.60252    32.03241    34.72364
    -5.10818     2.09165     0.62719    32.03336    34.75220
    -5.06918     2.09453     0.64792    32.03420    34.77665
    -5.03118     2.09742     0.66834    32.03504    34.80080
    -4.99218     2.10032     0.68854    32.03588    34.82474
    -4.95318     2.10323     0.70858    32.03673    34.84854
    -4.91518     2.10616     0.72938    32.03761    34.87314
    -4.87618     2.10909     0.74963    32.03848    34.89720
    -4.83718     2.11202     0.76852    32.03933    34.91987
    -4.79918     2.11492     0.78714    32.04018    34.94224
    -4.76018     2.11777     0.80510    32.04101    34.96388
    -4.72118     2.12056     0.82208    32.04181    34.98445
    -4.68318     2.12329     0.83825    32.04260    35.00414
    -4.64418     2.12597     0.85403    32.04337    35.02337
    -4.60518     2.12859     0.86954    32.04414    35.04227
    -4.56718     2.13116     0.88488    32.04491    35.06095
    -4.52818     2.13369     0.90009    32.04568    35.07946
    -4.48918     2.13620     0.91518    32.04644    35.09782
    -4.45118     2.13870     0.93164    32.04726    35.11761
    -4.41218     2.14121     0.94961    32.04815    35.13897
    -4.37318     2.14371     0.96739    32.04903    35.16013
    -4.33518     2.14621     0.98506    32.04992    35.18118
    -4.29618     2.14871     1.00424    32.05085    35.20381
    -4.25718     2.15122     1.02411    32.05181    35.22713
    -4.21918     2.15371     1.04371    32.05277    35.25019
    -4.18018     2.15619     1.06418    32.05378    35.27414
    -4.14118     2.15866     1.08564    32.05482    35.29911
    -4.10318     2.16111     1.10846    32.05591    35.32548
    -4.06418     2.16354     1.13194    32.05702    35.35250
    -4.02518     2.16592     1.15499    32.05813    35.37904
    -3.98618     2.16828     1.17822    32.05925    35.40575
    -3.94818     2.17060     1.20244    32.06039    35.43343
    -3.90918     2.17290     1.22784    32.06158    35.46232
    -3.87018     2.17517     1.25467    32.06280    35.49264
    -3.83218     2.17741     1.28288    32.06407    35.52436
    -3.79318     2.17961     1.31102    32.06535    35.55597
    -3.75418     2.18177     1.33861    32.06664    35.58702
    -3.71618     2.18391     1.36647    32.06795    35.61833
    -3.67718     2.18601     1.39459    32.06930    35.64990
    -3.63818     2.18808     1.42308    32.07067    35.68183
    -3.60018     2.19011     1.45135    32.07206    35.71351
    -3.56118     2.19210     1.47882    32.07344    35.74436
    -3.52218     2.19404     1.50579    32.07482    35.77465
    -3.48418     2.19593     1.53252    32.07621    35.80466
    -3.44518     2.19778     1.55912    32.07761    35.83451
    -3.40618     2.19959     1.58560    32.07902    35.86421
    -3.36818     2.20136     1.61196    32.08045    35.89376
    -3.32918     2.20309     1.63812    32.08188    35.92310
    -3.29018     2.20479     1.66401    32.08333    35.95213
    -3.25218     2.20644     1.68974    32.08478    35.98096
    -3.21318     2.20806     1.71549    32.08624    36.00979
    -3.17418     2.20964     1.74135    32.08773    36.03871
    -3.13618     2.21118     1.76732    32.08924    36.06774
    -3.09718     2.21270     1.79333    32.09076    36.09679
    -3.05818     2.21418     1.81927    32.09230    36.12575
    -3.02018     2.21563     1.84511    32.09385    36.15459
    -2.98118     2.21706     1.87081    32.09540    36.18328
    -2.94218     2.21846     1.89638    32.09696    36.21180
    -2.90418     2.21982     1.92183    32.09853    36.24018
    -2.86518     2.22114     1.94714    32.10011    36.26839
    -2.82618     2.22241     1.97227    32.10169    36.29637
    -2.78818     2.22364     1.99718    32.10327    36.32409
    -2.74918     2.22484     2.02191    32.10486    36.35160
    -2.71018     2.22599     2.04655    32.10646    36.37900
    -2.67218     2.22711     2.07118    32.10806    36.40635
    -2.63318     2.22820     2.09595    32.10970    36.43384
    -2.59418     2.22925     2.12092    32.11136    36.46153
    -2.55618     2.23027     2.14595    32.11304    36.48926
    -2.51718     2.23126     2.17094    32.11474    36.51693
    -2.47818     2.23221     2.19581    32.11644    36.54446
    -2.44018     2.23313     2.22059    32.11815    36.57187
    -2.40118     2.23402     2.24527    32.11987    36.59916
    -2.36218     2.23488     2.26979    32.12160    36.62626
    -2.32418     2.23571     2.29408    32.12332    36.65311
    -2.28518     2.23651     2.31816    32.12504    36.67972
    -2.24618     2.23728     2.34213    32.12677    36.70619
    -2.20818     2.23803     2.36613    32.12852    36.73267
    -2.16918     2.23874     2.39024    32.13029    36.75927
    -2.13018     2.23943     2.41411    32.13205    36.78558
    -2.09218     2.24009     2.43716    32.13377    36.81101
    -2.05318     2.24072     2.45901    32.13543    36.83516
    -2.01418     2.24133     2.47925    32.13700    36.85758
    -1.97618     2.24191     2.49798    32.13849    36.87838
    -1.93718     2.24242     2.51547    32.13990    36.89779
    -1.89818     2.24287     2.53159    32.14124    36.91571
    -1.86018     2.24331     2.54643    32.14250    36.93224
    -1.82118     2.24373     2.56040    32.14371    36.94784
    -1.78218     2.24414     2.57374    32.14488    36.96277
    -1.74418     2.24454     2.58648    32.14602    36.97704
    -1.70518     2.24493     2.59861    32.14712    36.99066
    -1.66618     2.24530     2.61016    32.14818    37.00364
    -1.62818     2.24567     2.62120    32.14921    37.01608
    -1.58918     2.24603     2.63181    32.15023    37.02807
    -1.55018     2.24638     2.64200    32.15123    37.03961
    -1.51218     2.24672     2.65165    32.15220    37.05057
    -1.47318     2.24704     2.66078    32.15313    37.06095
    -1.43418     2.24735     2.66943    32.15402    37.07079
    -1.39618     2.24763     2.67762    32.15487    37.08013
    -1.35718     2.24789     2.68538    32.15569    37.08896
    -1.31818     2.24814     2.69271    32.15647    37.09732
    -1.28018     2.24836     2.69962    32.15722    37.10520
    -1.24118     2.24857     2.70613    32.15793    37.11263
    -1.20218     2.24876     2.71226    32.15861    37.11962
    -1.16418     2.24892     2.71801    32.15925    37.12619
    -1.12518     2.24907     2.72341    32.15987    37.13234
    -1.08618     2.24920     2.72844    32.16045    37.13809
    -1.04818     2.24931     2.73310    32.16099    37.14341
    -1.00918     2.24941     2.73738    32.16149    37.14829
    -0.97018     2.24950     2.74131    32.16196    37.15278
    -0.93218     2.24958     2.74492    32.16239    37.15690
    -0.89318     2.24965     2.74827    32.16280    37.16072
    -0.85418     2.24971     2.75138    32.16318    37.16426
    -0.81618     2.24975     2.75430    32.16355    37.16759
    -0.77718     2.24979     2.75707    32.16389    37.17075
    -0.73818     2.24981     2.75973    32.16423    37.17378
    -0.70018     2.24982     2.76233    32.16457    37.17672
    -0.66118     2.24983     2.76421    32.16482    37.17886
    -0.62218     2.24983     2.76520    32.16495    37.17998
    -0.58418     2.24983     2.76583    32.16503    37.18070
    -0.54518     2.24983     2.76618    32.16508    37.18109
    -0.50618     2.24983     2.76633    32.16510    37.18126
    -0.46818     2.24983     2.76637    32.16511    37.18131
    -0.42918     2.24983     2.76637    32.16511    37.18131
    -0.39018     2.24983     2.76637    32.16511    37.18131
    -0.35218     2.24983     2.76637    32.16511    37.18131
    -0.31318     2.24983     2.76637    32.16511    37.18131
    -0.27418     2.24983     2.76637    32.16511    37.18131
    -0.23618     2.24983     2.76637    32.16511    37.18131
    -0.19718     2.24983     2.76637    32.16511    37.18131
    -0.15818     2.24983     2.76637    32.16511    37.18131
    -0.12018     2.24983     2.76637    32.16511    37.18131
    -0.08118     2.24983     2.76637    32.16511    37.18131
    -0.04218     2.24983     2.76637    32.16511    37.18131
    -0.00418     2.24983     2.76637    32.16511    37.18131
     0.03482     2.24990     2.76645    32.16517    37.18151
     0.07382     2.25010     2.76669    32.16538    37.18217
     0.11182     2.25046     2.76712    32.16575    37.18333
     0.15082     2.25099     2.76773    32.16624    37.18496
     0.18982     2.25167     2.76850    32.16686    37.18704
     0.22782     2.25251     2.76945    32.16758    37.18954
     0.26682     2.25353     2.77057    32.16841    37.19251
     0.30582     2.25476     2.77191    32.16938    37.19604
     0.34382     2.25622     2.77348    32.17050    37.20019
     0.38282     2.25791     2.77528    32.17176    37.20496
     0.42182     2.25984     2.77733    32.17318    37.21035
     0.45982     2.26201     2.77963    32.17475    37.21639
     0.49882     2.26442     2.78219    32.17646    37.22308
     0.53782     2.26709     2.78501    32.17833    37.23042
     0.57582     2.27001     2.78811    32.18035    37.23847
     0.61482     2.27320     2.79150    32.18253    37.24723
     0.65382     2.27668     2.79518    32.18487    37.25673
     0.69182     2.28043     2.79917    32.18738    37.26699
     0.73082     2.28449     2.80348    32.19005    37.27802
     0.76982     2.28885     2.80812    32.19290    37.28987
     0.80782     2.29353     2.81310    32.19593    37.30256
     0.84682     2.29854     2.81845    32.19915    37.31615
     0.88582     2.30391     2.82420    32.20257    37.33068
     0.92382     2.30961     2.83039    32.20618    37.34617
     0.96282     2.31565     2.83708    32.20998    37.36272
     1.00182     2.32207     2.84428    32.21398    37.38033
     1.03982     2.32889     2.85198    32.21815    37.39902
     1.07882     2.33614     2.86018    32.22250    37.41882
     1.11782     2.34387     2.86894    32.22703    37.43984
     1.15582     2.35213     2.87836    32.23179    37.46228
     1.19482     2.36102     2.88857    32.23685    37.48645
     1.23382     2.37062     2.89966    32.24225    37.51253
     1.27182     2.38098     2.91174    32.24803    37.54075
     1.31082     2.39206     2.92476    32.25415    37.57097
     1.34982     2.40360     2.93847    32.26050    37.60257
     1.38782     2.41545     2.95269    32.26701    37.63515
     1.42682     2.42750     2.96733    32.27364    37.66846
     1.46582     2.43969     2.98230    32.28035    37.70234
     1.50382     2.45217     2.99785    32.28720    37.73721
     1.54282     2.46501     3.01408    32.29421    37.77330
     1.58182     2.47794     3.03072    32.30131    37.80997
     1.61982     2.49075     3.04761    32.30845    37.84681
     1.65882     2.50339     3.06473    32.31562    37.88374
     1.69782     2.51540     3.08128    32.32259    37.91928
     1.73582     2.52643     3.09640    32.32915    37.95198
     1.77482     2.53676     3.11042    32.33541    37.98259
     1.81382     2.54651     3.12371    32.34141    38.01163
     1.85182     2.55549     3.13610    32.34702    38.03861
     1.89082     2.56342     3.14729    32.35211    38.06282
     1.92982     2.57048     3.15756    32.35677    38.08481
     1.96782     2.57692     3.16713    32.36116    38.10522
     2.00682     2.58267     3.17578    32.36519    38.12364
     2.04582     2.58791     3.18377    32.36894    38.14062
     2.08382     2.59288     3.19151    32.37254    38.15693
     2.12282     2.59767     3.19914    32.37604    38.17285
     2.16182     2.60237     3.20681    32.37947    38.18865
     2.19982     2.60706     3.21461    32.38287    38.20454
     2.23882     2.61172     3.22259    32.38626    38.22057
     2.27782     2.61633     3.23074    32.38965    38.23672
     2.31582     2.62088     3.23904    32.39305    38.25297
     2.35482     2.62535     3.24750    32.39645    38.26930
     2.39382     2.62972     3.25609    32.39986    38.28568
     2.43182     2.63399     3.26481    32.40328    38.30208
     2.47082     2.63809     3.27345    32.40665    38.31819
     2.50982     2.64215     3.28215    32.41002    38.33432
     2.54782     2.64640     3.29131    32.41348    38.35120
     2.58682     2.65094     3.30109    32.41708    38.36911
     2.62582     2.65586     3.31164    32.42087    38.38836
     2.66382     2.66125     3.32311    32.42490    38.40926
     2.70282     2.66705     3.33548    32.42921    38.43174
     2.74182     2.67299     3.34855    32.43378    38.45531
     2.77982     2.67878     3.36197    32.43852    38.47928
     2.81882     2.68427     3.37556    32.44341    38.50324
     2.85782     2.68942     3.38925    32.44842    38.52709
     2.89582     2.69427     3.40309    32.45360    38.55096
     2.93482     2.69897     3.41732    32.45902    38.57531
     2.97382     2.70373     3.43247    32.46490    38.60110
     3.01182     2.70863     3.44911    32.47156    38.62930
     3.05082     2.71322     3.46684    32.47893    38.65899
     3.08982     2.71750     3.48541    32.48695    38.68985
     3.12782     2.72180     3.50502    32.49565    38.72247
     3.16682     2.72611     3.52532    32.50481    38.75623
     3.20582     2.73020     3.54559    32.51404    38.78982
     3.24382     2.73398     3.56542    32.52313    38.82253
     3.28282     2.73761     3.58488    32.53206    38.85454
     3.32182     2.74112     3.60375    32.54067    38.88555
     3.35982     2.74452     3.62181    32.54883    38.91517
     3.39882     2.74779     3.63820    32.55613    38.94212
     3.43782     2.75095     3.65331    32.56281    38.96707
     3.47582     2.75413     3.66889    32.56975    38.99277
     3.51482     2.75736     3.68546    32.57723    39.02005
     3.55382     2.76062     3.70283    32.58514    39.04858
     3.59182     2.76385     3.72061    32.59330    39.07775
     3.63082     2.76700     3.73833    32.60144    39.10677
     3.66982     2.76999     3.75551    32.60931    39.13481
     3.70782     2.77273     3.77173    32.61671    39.16117
     3.74682     2.77522     3.78690    32.62358    39.18570
     3.78582     2.77752     3.80116    32.62997    39.20865
     3.82382     2.77970     3.81477    32.63600    39.23048
     3.86282     2.78181     3.82798    32.64181    39.25160
     3.90182     2.78387     3.84091    32.64748    39.27226
     3.93982     2.78588     3.85365    32.65308    39.29260
     3.97882     2.78784     3.86624    32.65863    39.31271
     4.01782     2.78978     3.87876    32.66417    39.33270
     4.05582     2.79170     3.89127    32.66973    39.35269
     4.09482     2.79360     3.90378    32.67530    39.37268
     4.13382     2.79550     3.91638    32.68091    39.39279
     4.17182     2.79739     3.92917    32.68662    39.41318
     4.21082     2.79929     3.94215    32.69243    39.43387
     4.24982     2.80118     3.95533    32.69836    39.45488
     4.28782     2.80308     3.96874    32.70443    39.47625
     4.32682     2.80499     3.98242    32.71065    39.49806
     4.36582     2.80693     3.99652    32.71711    39.52056
     4.40382     2.80896     4.01138    32.72398    39.54432
     4.44282     2.81113     4.02734    32.73143    39.56990
     4.48182     2.81344     4.04442    32.73949    39.59735
     4.51982     2.81583     4.06236    32.74804    39.62624
     4.55882     2.81825     4.08059    32.75678    39.65561
     4.59782     2.82064     4.09840    32.76530    39.68434
     4.63582     2.82293     4.11511    32.77321    39.71126
     4.67482     2.82513     4.13117    32.78074    39.73705
     4.71382     2.82738     4.14753    32.78837    39.76328
     4.75182     2.82967     4.16418    32.79610    39.78995
     4.79082     2.83216     4.18160    32.80416    39.81792
     4.82982     2.83487     4.19951    32.81238    39.84676
     4.86782     2.83769     4.21743    32.82054    39.87565
     4.90682     2.84051     4.23508    32.82849    39.90407
     4.94582     2.84323     4.25193    32.83599    39.93115
     4.98382     2.84586     4.26810    32.84313    39.95709
     5.02282     2.84843     4.28381    32.85004    39.98228
     5.06182     2.85087     4.29883    32.85663    40.00634
     5.09982     2.85316     4.31325    32.86294    40.02935
     5.13882     2.85543     4.32764    32.86921    40.05228
     5.17782     2.85769     4.34197    32.87543    40.07509
     5.21582     2.85993     4.35613    32.88153    40.09759
     5.25482     2.86214     4.37010    32.88755    40.11979
     5.29382     2.86433     4.38396    32.89350    40.14180
     5.33182     2.86650     4.39780    32.89945    40.16375
     5.37082     2.86865     4.41166    32.90543    40.18575
     5.40982     2.87074     4.42544    32.91139    40.20757
     5.44782     2.87277     4.43915    32.91732    40.22924
     5.48682     2.87478     4.45295    32.92330    40.25104
     5.52582     2.87679     4.46684    32.92932    40.27295
     5.56382     2.87879     4.48080    32.93537    40.29496
     5.60282     2.88080     4.49491    32.94147    40.31718
     5.64182     2.88285     4.50928    32.94767    40.33979
     5.67982     2.88496     4.52400    32.95400    40.36297
     5.71882     2.88701     4.53843    32.96022    40.38566
     5.75782     2.88887     4.55195    32.96607    40.40689
     5.79582     2.89060     4.56463    32.97157    40.42680
     5.83482     2.89221     4.57653    32.97673    40.44547
     5.87382     2.89371     4.58777    32.98159    40.46308
     5.91182     2.89514     4.59849    32.98623    40.47986
     5.95082     2.89650     4.60885    32.99070    40.49605
     5.98982     2.89783     4.61898    32.99507    40.51188
     6.02782     2.89913     4.62903    32.99940    40.52755
     6.06682     2.90042     4.63910    33.00372    40.54324
     6.10582     2.90171     4.64923    33.00807    40.55901
     6.14382     2.90299     4.65945    33.01243    40.57486
     6.18282     2.90427     4.66974    33.01682    40.59083
     6.22182     2.90554     4.68013    33.02125    40.60692
     6.25982     2.90682     4.69059    33.02570    40.62311
     6.29882     2.90808     4.70114    33.03019    40.63942
     6.33782     2.90935     4.71181    33.03473    40.65589
     6.37582     2.91064     4.72274    33.03937    40.67274
     6.41482     2.91197     4.73423    33.04423    40.69044
     6.45382     2.91343     4.74685    33.04953    40.70981
     6.49282     2.91507     4.76120    33.05550    40.73177
     6.53082     2.91696     4.77756    33.06222    40.75674
     6.56982     2.91906     4.79560    33.06952    40.78418
     6.60882     2.92129     4.81475    33.07719    40.81322
     6.64682     2.92361     4.83462    33.08504    40.84327
     6.68582     2.92599     4.85481    33.09292    40.87372
     6.72482     2.92846     4.87529    33.10073    40.90449
     6.76282     2.93074     4.89423    33.10786    40.93282
     6.80182     2.93265     4.91085    33.11411    40.95761
     6.84082     2.93440     4.92654    33.11997    40.98091
     6.87882     2.93602     4.94154    33.12553    41.00308
     6.91782     2.93751     4.95608    33.13086    41.02445
     6.95682     2.93891     4.97032    33.13601    41.04523
     6.99482     2.94021     4.98412    33.14096    41.06529
     7.03382     2.94143     4.99746    33.14572    41.08461
     7.07282     2.94257     5.01057    33.15033    41.10347
     7.11082     2.94366     5.02347    33.15482    41.12196
     7.14982     2.94470     5.03586    33.15909    41.13964
     7.18882     2.94566     5.04714    33.16295    41.15575
     7.22682     2.94650     5.05668    33.16623    41.16942
     7.26582     2.94722     5.06441    33.16895    41.18058
     7.30482     2.94786     5.07127    33.17138    41.19051
     7.34282     2.94848     5.07797    33.17375    41.20019
     7.38182     2.94908     5.08455    33.17607    41.20969
     7.42082     2.94966     5.09104    33.17835    41.21904
     7.45882     2.95023     5.09742    33.18058    41.22823
     7.49782     2.95078     5.10370    33.18277    41.23724
     7.53682     2.95131     5.10986    33.18490    41.24607
     7.57482     2.95182     5.11589    33.18698    41.25469
     7.61382     2.95231     5.12175    33.18900    41.26307
     7.65282     2.95278     5.12745    33.19095    41.27118
     7.69082     2.95322     5.13295    33.19282    41.27900
     7.72982     2.95364     5.13830    33.19462    41.28656
     7.76882     2.95405     5.14351    33.19638    41.29394
     7.80682     2.95443     5.14861    33.19807    41.30111
     7.84582     2.95480     5.15359    33.19972    41.30811
     7.88482     2.95514     5.15849    33.20132    41.31495
     7.92282     2.95548     5.16331    33.20288    41.32167
     7.96182     2.95580     5.16808    33.20442    41.32830
     8.00082     2.95610     5.17281    33.20592    41.33484
     8.03882     2.95639     5.17750    33.20739    41.34128
     8.07782     2.95666     5.18211    33.20883    41.34760
     8.11682     2.95691     5.18657    33.21020    41.35369
     8.15482     2.95715     5.19086    33.21152    41.35953
     8.19382     2.95737     5.19508    33.21279    41.36525
     8.23282     2.95759     5.19926    33.21405    41.37090
     8.27082     2.95780     5.20336    33.21527    41.37644
     8.30982     2.95801     5.20735    33.21645    41.38181
     8.34882     2.95820     5.21119    33.21758    41.38697
     8.38682     2.95839     5.21485    33.21865    41.39188
     8.42582     2.95856     5.21831    33.21965    41.39653
     8.46482     2.95873     5.22161    33.22060    41.40094
     8.50282     2.95888     5.22475    33.22151    41.40514
     8.54182     2.95903     5.22774    33.22236    41.40913
     8.58082     2.95916     5.23058    33.22317    41.41291
     8.61882     2.95929     5.23327    33.22394    41.41650
     8.65782     2.95941     5.23583    33.22466    41.41991
     8.69682     2.95953     5.23827    33.22535    41.42314
     8.73482     2.95963     5.24058    33.22599    41.42620
     8.77382     2.95973     5.24277    33.22661    41.42911
     8.81282     2.95982     5.24485    33.22718    41.43186
     8.85082     2.95991     5.24683    33.22773    41.43447
     8.88982     2.95999     5.24872    33.22824    41.43694
     8.92882     2.96006     5.25051    33.22873    41.43929
     8.96682     2.96013     5.25221    33.22918    41.44152
     9.00582     2.96019     5.25384    33.22962    41.44364
     9.04482     2.96025     5.25539    33.23003    41.44567
     9.08282     2.96031     5.25688    33.23041    41.44760
     9.12182     2.96036     5.25832    33.23078    41.44946
     9.16082     2.96041     5.25977    33.23115    41.45133
     9.19882     2.96045     5.26126    33.23152    41.45323
     9.23782     2.96050     5.26276    33.23189    41.45514
     9.27682     2.96054     5.26426    33.23225    41.45704
     9.31482     2.96057     5.26574    33.23260    41.45891
     9.35382     2.96061     5.26722    33.23294    41.46077
     9.39282     2.96064     5.26872    33.23328    41.46264
     9.43082     2.96067     5.27021    33.23361    41.46449
     9.46982     2.96069     5.27163    33.23392    41.46624
     9.50882     2.96071     5.27286    33.23419    41.46776
     9.54682     2.96072     5.27381    33.23440    41.46893
     9.58582     2.96073     5.27436    33.23451    41.46961
     9.62482     2.96073     5.27453    33.23455    41.46981
     9.66282     2.96073     5.27453    33.23455    41.46981
     9.70182     2.96073     5.27453    33.23455    41.46981
     9.74082     2.96073     5.27453    33.23455    41.46981
     9.77882     2.96073     5.27453    33.23455    41.46981
     9.81782     2.96073     5.27453    33.23455    41.46981
     9.85682     2.96073     5.27453    33.23455    41.46981
     9.89482     2.96073     5.27453    33.23455    41.46981
     9.93382     2.96073     5.27453    33.23455    41.46981
     9.97282     2.96073     5.27453    33.23455    41.46981
    10.01082     2.96073     5.27453    33.23455    41.46981
    10.04982     2.96073     5.27453    33.23455    41.46981
    10.08882     2.96073     5.27453    33.23455    41.46981
    10.12682     2.96073     5.27453    33.23455    41.46981
    10.16582     2.96073     5.27453    33.23455    41.46981
    10.20482     2.96073     5.27453    33.23455    41.46981
    10.24282     2.96073     5.27453    33.23455    41.46981
    10.28182     2.96073     5.27453    33.23455    41.46981
    10.32082     2.96073     5.27453    33.23455    41.46981
    10.35882     2.96073     5.27453    33.23455    41.46981
    10.39782     2.96073     5.27453    33.23455    41.46981
    10.43682     2.96073     5.27453    33.23455    41.46981
    10.47482     2.96073     5.27453    33.23455    41.46981
    10.51382     2.96073     5.27453    33.23455    41.46981
    10.55282     2.96073     5.27453    33.23455    41.46981
    10.59082     2.96073     5.27453    33.23455    41.46981
    10.62982     2.96073     5.27453    33.23455    41.46981
    10.66882     2.96073     5.27453    33.23455    41.46981
    10.70682     2.96073     5.27453    33.23455    41.46981
    10.74582     2.96073     5.27453    33.23455    41.46981
    10.78482     2.96073     5.27453    33.23455    41.46981
    10.82282     2.96073     5.27453    33.23455    41.46981
    10.86182     2.96073     5.27453    33.23455    41.46981
    10.90082     2.96073     5.27453    33.23455    41.46981
    10.93882     2.96073     5.27453    33.23455    41.46981
    10.97782     2.96073     5.27453    33.23455    41.46981
    11.01682     2.96073     5.27453    33.23455    41.46981
    11.05482     2.96073     5.27453    33.23455    41.46981
    11.09382     2.96073     5.27453    33.23455    41.46981
    11.13282     2.96073     5.27453    33.23455    41.46981
    11.17082     2.96073     5.27453    33.23455    41.46981
    11.20982     2.96073     5.27453    33.23455    41.46981
    11.24882     2.96073     5.27453    33.23455    41.46981
    11.28682     2.96073     5.27453    33.23455    41.46981
    11.32582     2.96073     5.27453    33.23455    41.46981
    11.36482     2.96073     5.27453    33.23455    41.46981
