     #Energy           s           p           d       tot  
    -8.51118     0.51020     0.20600     0.01888     0.73508
    -8.47218     0.63020     0.30100     0.02188     0.95308
    -8.43318     0.64820     0.33000     0.02210     1.00030
    -8.39518     0.62900     0.31880     0.02176     0.96956
    -8.35618     0.54260     0.26900     0.01935     0.83095
    -8.31718     0.46060     0.22220     0.01703     0.69983
    -8.27918     0.42460     0.20360     0.01602     0.64422
    -8.24018     0.39460     0.18832     0.01518     0.59810
    -8.20118     0.37020     0.17608     0.01451     0.56079
    -8.16318     0.35180     0.16690     0.01402     0.53272
    -8.12418     0.33640     0.15962     0.01362     0.50964
    -8.08518     0.32280     0.15350     0.01325     0.48955
    -8.04718     0.31020     0.14798     0.01292     0.47110
    -8.00818     0.29820     0.14278     0.01260     0.45358
    -7.96918     0.28680     0.13784     0.01229     0.43693
    -7.93118     0.27560     0.13316     0.01199     0.42075
    -7.89218     0.26480     0.12868     0.01169     0.40517
    -7.85318     0.25360     0.12412     0.01137     0.38909
    -7.81518     0.24220     0.11956     0.01104     0.37280
    -7.77618     0.23340     0.11590     0.01079     0.36009
    -7.73718     0.22560     0.11280     0.01058     0.34898
    -7.69918     0.21940     0.11020     0.01042     0.34002
    -7.66018     0.21420     0.10802     0.01030     0.33252
    -7.62118     0.20980     0.10616     0.01020     0.32616
    -7.58318     0.20560     0.10436     0.01011     0.32007
    -7.54418     0.20140     0.10260     0.01002     0.31402
    -7.50518     0.19722     0.10090     0.00992     0.30804
    -7.46718     0.19314     0.09922     0.00983     0.30219
    -7.42818     0.18910     0.09760     0.00973     0.29643
    -7.38918     0.18514     0.09602     0.00964     0.29080
