# E_raw(eV)  PDOS(states/eV)  E_minus_Ef(eV)  E_minus_Evac_left(eV)  E_minus_Evac_right(eV)  E_minus_Vmid(eV)
-2.337600000000000122e+01 0.000000000000000000e+00 -2.249788159000000221e+01 -2.685044230423112666e+01 -2.710147869820406186e+01 -1.796822594221459468e+01
-2.336400000000000077e+01 0.000000000000000000e+00 -2.248588159000000175e+01 -2.683844230423112620e+01 -2.708947869820406140e+01 -1.795622594221459423e+01
-2.335099999999999909e+01 0.000000000000000000e+00 -2.247288159000000007e+01 -2.682544230423112452e+01 -2.707647869820405973e+01 -1.794322594221459610e+01
-2.333899999999999864e+01 0.000000000000000000e+00 -2.246088158999999962e+01 -2.681344230423112407e+01 -2.706447869820405927e+01 -1.793122594221459565e+01
-2.332600000000000051e+01 0.000000000000000000e+00 -2.244788159000000149e+01 -2.680044230423112595e+01 -2.705147869820406115e+01 -1.791822594221459752e+01
-2.331400000000000006e+01 0.000000000000000000e+00 -2.243588159000000104e+01 -2.678844230423112549e+01 -2.703947869820406069e+01 -1.790622594221459707e+01
-2.330099999999999838e+01 0.000000000000000000e+00 -2.242288158999999936e+01 -2.677544230423112381e+01 -2.702647869820405901e+01 -1.789322594221459184e+01
-2.328800000000000026e+01 0.000000000000000000e+00 -2.240988159000000124e+01 -2.676244230423112569e+01 -2.701347869820406089e+01 -1.788022594221459372e+01
-2.327599999999999980e+01 0.000000000000000000e+00 -2.239788159000000078e+01 -2.675044230423112523e+01 -2.700147869820406044e+01 -1.786822594221459326e+01
-2.326300000000000168e+01 0.000000000000000000e+00 -2.238488159000000266e+01 -2.673744230423112711e+01 -2.698847869820406231e+01 -1.785522594221459514e+01
-2.325100000000000122e+01 0.000000000000000000e+00 -2.237288159000000221e+01 -2.672544230423112666e+01 -2.697647869820406186e+01 -1.784322594221459468e+01
-2.323799999999999955e+01 0.000000000000000000e+00 -2.235988159000000053e+01 -2.671244230423112498e+01 -2.696347869820406018e+01 -1.783022594221459656e+01
-2.322599999999999909e+01 0.000000000000000000e+00 -2.234788159000000007e+01 -2.670044230423112452e+01 -2.695147869820405973e+01 -1.781822594221459610e+01
-2.321300000000000097e+01 0.000000000000000000e+00 -2.233488159000000195e+01 -2.668744230423112640e+01 -2.693847869820406160e+01 -1.780522594221459798e+01
-2.319999999999999929e+01 0.000000000000000000e+00 -2.232188159000000027e+01 -2.667444230423112472e+01 -2.692547869820405992e+01 -1.779222594221459275e+01
-2.318799999999999883e+01 0.000000000000000000e+00 -2.230988158999999982e+01 -2.666244230423112427e+01 -2.691347869820405947e+01 -1.778022594221459229e+01
-2.317500000000000071e+01 0.000000000000000000e+00 -2.229688159000000169e+01 -2.664944230423112614e+01 -2.690047869820406135e+01 -1.776722594221459417e+01
-2.316300000000000026e+01 0.000000000000000000e+00 -2.228488159000000124e+01 -2.663744230423112569e+01 -2.688847869820406089e+01 -1.775522594221459372e+01
-2.314999999999999858e+01 0.000000000000000000e+00 -2.227188158999999956e+01 -2.662444230423112401e+01 -2.687547869820405921e+01 -1.774222594221459559e+01
-2.313800000000000168e+01 0.000000000000000000e+00 -2.225988159000000266e+01 -2.661244230423112711e+01 -2.686347869820406231e+01 -1.773022594221459514e+01
-2.312500000000000000e+01 0.000000000000000000e+00 -2.224688159000000098e+01 -2.659944230423112543e+01 -2.685047869820406063e+01 -1.771722594221459701e+01
-2.311199999999999832e+01 0.000000000000000000e+00 -2.223388158999999931e+01 -2.658644230423112376e+01 -2.683747869820405896e+01 -1.770422594221459178e+01
-2.310000000000000142e+01 0.000000000000000000e+00 -2.222188159000000240e+01 -2.657444230423112685e+01 -2.682547869820406206e+01 -1.769222594221459843e+01
-2.308699999999999974e+01 0.000000000000000000e+00 -2.220888159000000073e+01 -2.656144230423112518e+01 -2.681247869820406038e+01 -1.767922594221459320e+01
-2.307499999999999929e+01 0.000000000000000000e+00 -2.219688159000000027e+01 -2.654944230423112472e+01 -2.680047869820405992e+01 -1.766722594221459275e+01
-2.306200000000000117e+01 0.000000000000000000e+00 -2.218388159000000215e+01 -2.653644230423112660e+01 -2.678747869820406180e+01 -1.765422594221459462e+01
-2.305000000000000071e+01 0.000000000000000000e+00 -2.217188159000000169e+01 -2.652444230423112614e+01 -2.677547869820406135e+01 -1.764222594221459417e+01
-2.303699999999999903e+01 0.000000000000000000e+00 -2.215888159000000002e+01 -2.651144230423112447e+01 -2.676247869820405967e+01 -1.762922594221459605e+01
-2.302400000000000091e+01 0.000000000000000000e+00 -2.214588159000000189e+01 -2.649844230423112634e+01 -2.674947869820406154e+01 -1.761622594221459792e+01
-2.301200000000000045e+01 0.000000000000000000e+00 -2.213388159000000144e+01 -2.648644230423112589e+01 -2.673747869820406109e+01 -1.760422594221459747e+01
-2.299899999999999878e+01 0.000000000000000000e+00 -2.212088158999999976e+01 -2.647344230423112421e+01 -2.672447869820405941e+01 -1.759122594221459224e+01
-2.298699999999999832e+01 0.000000000000000000e+00 -2.210888158999999931e+01 -2.646144230423112376e+01 -2.671247869820405896e+01 -1.757922594221459178e+01
-2.297400000000000020e+01 0.000000000000000000e+00 -2.209588159000000118e+01 -2.644844230423112563e+01 -2.669947869820406083e+01 -1.756622594221459366e+01
-2.296199999999999974e+01 0.000000000000000000e+00 -2.208388159000000073e+01 -2.643644230423112518e+01 -2.668747869820406038e+01 -1.755422594221459320e+01
-2.294900000000000162e+01 0.000000000000000000e+00 -2.207088159000000260e+01 -2.642344230423112705e+01 -2.667447869820406225e+01 -1.754122594221459508e+01
-2.293599999999999994e+01 0.000000000000000000e+00 -2.205788159000000093e+01 -2.641044230423112538e+01 -2.666147869820406058e+01 -1.752822594221459696e+01
-2.292399999999999949e+01 0.000000000000000000e+00 -2.204588159000000047e+01 -2.639844230423112492e+01 -2.664947869820406012e+01 -1.751622594221459650e+01
-2.291100000000000136e+01 0.000000000000000000e+00 -2.203288159000000235e+01 -2.638544230423112680e+01 -2.663647869820406200e+01 -1.750322594221459838e+01
-2.289900000000000091e+01 0.000000000000000000e+00 -2.202088159000000189e+01 -2.637344230423112634e+01 -2.662447869820406154e+01 -1.749122594221459792e+01
-2.288599999999999923e+01 0.000000000000000000e+00 -2.200788159000000022e+01 -2.636044230423112467e+01 -2.661147869820405987e+01 -1.747822594221459269e+01
-2.287399999999999878e+01 0.000000000000000000e+00 -2.199588158999999976e+01 -2.634844230423112421e+01 -2.659947869820405941e+01 -1.746622594221459224e+01
-2.286100000000000065e+01 0.000000000000000000e+00 -2.198288159000000164e+01 -2.633544230423112609e+01 -2.658647869820406129e+01 -1.745322594221459411e+01
-2.284799999999999898e+01 0.000000000000000000e+00 -2.196988158999999996e+01 -2.632244230423112441e+01 -2.657347869820405961e+01 -1.744022594221459599e+01
-2.283599999999999852e+01 0.000000000000000000e+00 -2.195788158999999951e+01 -2.631044230423112396e+01 -2.656147869820405916e+01 -1.742822594221459553e+01
-2.282300000000000040e+01 0.000000000000000000e+00 -2.194488159000000138e+01 -2.629744230423112583e+01 -2.654847869820406103e+01 -1.741522594221459741e+01
-2.281099999999999994e+01 0.000000000000000000e+00 -2.193288159000000093e+01 -2.628544230423112538e+01 -2.653647869820406058e+01 -1.740322594221459696e+01
-2.279799999999999827e+01 0.000000000000000000e+00 -2.191988158999999925e+01 -2.627244230423112370e+01 -2.652347869820405890e+01 -1.739022594221459173e+01
-2.278600000000000136e+01 0.000000000000000000e+00 -2.190788159000000235e+01 -2.626044230423112680e+01 -2.651147869820406200e+01 -1.737822594221459838e+01
-2.277299999999999969e+01 0.000000000000000000e+00 -2.189488159000000067e+01 -2.624744230423112512e+01 -2.649847869820406032e+01 -1.736522594221459315e+01
-2.276099999999999923e+01 0.000000000000000000e+00 -2.188288159000000022e+01 -2.623544230423112467e+01 -2.648647869820405987e+01 -1.735322594221459269e+01
-2.274800000000000111e+01 0.000000000000000000e+00 -2.186988159000000209e+01 -2.622244230423112654e+01 -2.647347869820406174e+01 -1.734022594221459457e+01
-2.273499999999999943e+01 0.000000000000000000e+00 -2.185688159000000041e+01 -2.620944230423112487e+01 -2.646047869820406007e+01 -1.732722594221459644e+01
-2.272299999999999898e+01 0.000000000000000000e+00 -2.184488158999999996e+01 -2.619744230423112441e+01 -2.644847869820405961e+01 -1.731522594221459599e+01
-2.271000000000000085e+01 0.000000000000000000e+00 -2.183188159000000184e+01 -2.618444230423112629e+01 -2.643547869820406149e+01 -1.730222594221459786e+01
-2.269800000000000040e+01 0.000000000000000000e+00 -2.181988159000000138e+01 -2.617244230423112583e+01 -2.642347869820406103e+01 -1.729022594221459741e+01
-2.268499999999999872e+01 0.000000000000000000e+00 -2.180688158999999970e+01 -2.615944230423112415e+01 -2.641047869820405936e+01 -1.727722594221459218e+01
-2.267299999999999827e+01 0.000000000000000000e+00 -2.179488158999999925e+01 -2.614744230423112370e+01 -2.639847869820405890e+01 -1.726522594221459173e+01
-2.266000000000000014e+01 0.000000000000000000e+00 -2.178188159000000113e+01 -2.613444230423112558e+01 -2.638547869820406078e+01 -1.725222594221459360e+01
-2.264699999999999847e+01 0.000000000000000000e+00 -2.176888158999999945e+01 -2.612144230423112390e+01 -2.637247869820405910e+01 -1.723922594221459548e+01
-2.263500000000000156e+01 0.000000000000000000e+00 -2.175688159000000255e+01 -2.610944230423112700e+01 -2.636047869820406220e+01 -1.722722594221459502e+01
-2.262199999999999989e+01 0.000000000000000000e+00 -2.174388159000000087e+01 -2.609644230423112532e+01 -2.634747869820406052e+01 -1.721422594221459690e+01
-2.260999999999999943e+01 0.000000000000000000e+00 -2.173188159000000041e+01 -2.608444230423112487e+01 -2.633547869820406007e+01 -1.720222594221459644e+01
-2.259700000000000131e+01 0.000000000000000000e+00 -2.171888159000000229e+01 -2.607144230423112674e+01 -2.632247869820406194e+01 -1.718922594221459832e+01
-2.258500000000000085e+01 0.000000000000000000e+00 -2.170688159000000184e+01 -2.605944230423112629e+01 -2.631047869820406149e+01 -1.717722594221459786e+01
-2.257199999999999918e+01 0.000000000000000000e+00 -2.169388159000000016e+01 -2.604644230423112461e+01 -2.629747869820405981e+01 -1.716422594221459264e+01
-2.255900000000000105e+01 0.000000000000000000e+00 -2.168088159000000203e+01 -2.603344230423112649e+01 -2.628447869820406169e+01 -1.715122594221459451e+01
-2.254700000000000060e+01 0.000000000000000000e+00 -2.166888159000000158e+01 -2.602144230423112603e+01 -2.627247869820406123e+01 -1.713922594221459406e+01
-2.253399999999999892e+01 0.000000000000000000e+00 -2.165588158999999990e+01 -2.600844230423112435e+01 -2.625947869820405955e+01 -1.712622594221459593e+01
-2.252199999999999847e+01 0.000000000000000000e+00 -2.164388158999999945e+01 -2.599644230423112390e+01 -2.624747869820405910e+01 -1.711422594221459548e+01
-2.250900000000000034e+01 0.000000000000000000e+00 -2.163088159000000132e+01 -2.598344230423112577e+01 -2.623447869820406098e+01 -1.710122594221459735e+01
-2.249699999999999989e+01 0.000000000000000000e+00 -2.161888159000000087e+01 -2.597144230423112532e+01 -2.622247869820406052e+01 -1.708922594221459690e+01
-2.248400000000000176e+01 0.000000000000000000e+00 -2.160588159000000275e+01 -2.595844230423112720e+01 -2.620947869820406240e+01 -1.707622594221459877e+01
-2.247100000000000009e+01 0.000000000000000000e+00 -2.159288159000000107e+01 -2.594544230423112552e+01 -2.619647869820406072e+01 -1.706322594221459354e+01
-2.245899999999999963e+01 0.000000000000000000e+00 -2.158088159000000061e+01 -2.593344230423112506e+01 -2.618447869820406027e+01 -1.705122594221459309e+01
-2.244600000000000151e+01 0.000000000000000000e+00 -2.156788159000000249e+01 -2.592044230423112694e+01 -2.617147869820406214e+01 -1.703822594221459497e+01
-2.243400000000000105e+01 0.000000000000000000e+00 -2.155588159000000203e+01 -2.590844230423112649e+01 -2.615947869820406169e+01 -1.702622594221459451e+01
-2.242099999999999937e+01 0.000000000000000000e+00 -2.154288159000000036e+01 -2.589544230423112481e+01 -2.614647869820406001e+01 -1.701322594221459639e+01
-2.240899999999999892e+01 0.000000000000000000e+00 -2.153088158999999990e+01 -2.588344230423112435e+01 -2.613447869820405955e+01 -1.700122594221459593e+01
-2.239600000000000080e+01 0.000000000000000000e+00 -2.151788159000000178e+01 -2.587044230423112623e+01 -2.612147869820406143e+01 -1.698822594221459781e+01
-2.238299999999999912e+01 0.000000000000000000e+00 -2.150488159000000010e+01 -2.585744230423112455e+01 -2.610847869820405975e+01 -1.697522594221459258e+01
-2.237099999999999866e+01 0.000000000000000000e+00 -2.149288158999999965e+01 -2.584544230423112410e+01 -2.609647869820405930e+01 -1.696322594221459212e+01
-2.235800000000000054e+01 0.000000000000000000e+00 -2.147988159000000152e+01 -2.583244230423112597e+01 -2.608347869820406117e+01 -1.695022594221459400e+01
-2.234600000000000009e+01 0.000000000000000000e+00 -2.146788159000000107e+01 -2.582044230423112552e+01 -2.607147869820406072e+01 -1.693822594221459354e+01
-2.233299999999999841e+01 0.000000000000000000e+00 -2.145488158999999939e+01 -2.580744230423112384e+01 -2.605847869820405904e+01 -1.692522594221459542e+01
-2.232100000000000151e+01 0.000000000000000000e+00 -2.144288159000000249e+01 -2.579544230423112694e+01 -2.604647869820406214e+01 -1.691322594221459497e+01
-2.230799999999999983e+01 0.000000000000000000e+00 -2.142988159000000081e+01 -2.578244230423112526e+01 -2.603347869820406046e+01 -1.690022594221459684e+01
-2.229500000000000171e+01 0.000000000000000000e+00 -2.141688159000000269e+01 -2.576944230423112714e+01 -2.602047869820406234e+01 -1.688722594221459872e+01
-2.228300000000000125e+01 0.000000000000000000e+00 -2.140488159000000223e+01 -2.575744230423112668e+01 -2.600847869820406189e+01 -1.687522594221459826e+01
-2.226999999999999957e+01 0.000000000000000000e+00 -2.139188159000000056e+01 -2.574444230423112501e+01 -2.599547869820406021e+01 -1.686222594221459303e+01
-2.225799999999999912e+01 0.000000000000000000e+00 -2.137988159000000010e+01 -2.573244230423112455e+01 -2.598347869820405975e+01 -1.685022594221459258e+01
-2.224500000000000099e+01 0.000000000000000000e+00 -2.136688159000000198e+01 -2.571944230423112643e+01 -2.597047869820406163e+01 -1.683722594221459445e+01
-2.223300000000000054e+01 0.000000000000000000e+00 -2.135488159000000152e+01 -2.570744230423112597e+01 -2.595847869820406117e+01 -1.682522594221459400e+01
-2.221999999999999886e+01 0.000000000000000000e+00 -2.134188158999999985e+01 -2.569444230423112430e+01 -2.594547869820405950e+01 -1.681222594221459588e+01
-2.220700000000000074e+01 0.000000000000000000e+00 -2.132888159000000172e+01 -2.568144230423112617e+01 -2.593247869820406137e+01 -1.679922594221459775e+01
-2.219500000000000028e+01 0.000000000000000000e+00 -2.131688159000000127e+01 -2.566944230423112572e+01 -2.592047869820406092e+01 -1.678722594221459730e+01
-2.218199999999999861e+01 0.000000000000000000e+00 -2.130388158999999959e+01 -2.565644230423112404e+01 -2.590747869820405924e+01 -1.677422594221459207e+01
-2.217000000000000171e+01 0.000000000000000000e+00 -2.129188159000000269e+01 -2.564444230423112714e+01 -2.589547869820406234e+01 -1.676222594221459872e+01
-2.215700000000000003e+01 0.000000000000000000e+00 -2.127888159000000101e+01 -2.563144230423112546e+01 -2.588247869820406066e+01 -1.674922594221459349e+01
-2.214499999999999957e+01 0.000000000000000000e+00 -2.126688159000000056e+01 -2.561944230423112501e+01 -2.587047869820406021e+01 -1.673722594221459303e+01
-2.213200000000000145e+01 0.000000000000000000e+00 -2.125388159000000243e+01 -2.560644230423112688e+01 -2.585747869820406208e+01 -1.672422594221459491e+01
-2.212000000000000099e+01 0.000000000000000000e+00 -2.124188159000000198e+01 -2.559444230423112643e+01 -2.584547869820406163e+01 -1.671222594221459445e+01
-2.210699999999999932e+01 0.000000000000000000e+00 -2.122888159000000030e+01 -2.558144230423112475e+01 -2.583247869820405995e+01 -1.669922594221459633e+01
-2.209400000000000119e+01 0.000000000000000000e+00 -2.121588159000000218e+01 -2.556844230423112663e+01 -2.581947869820406183e+01 -1.668622594221459821e+01
-2.208200000000000074e+01 0.000000000000000000e+00 -2.120388159000000172e+01 -2.555644230423112617e+01 -2.580747869820406137e+01 -1.667422594221459775e+01
-2.206899999999999906e+01 0.000000000000000000e+00 -2.119088159000000005e+01 -2.554344230423112450e+01 -2.579447869820405970e+01 -1.666122594221459252e+01
-2.205699999999999861e+01 0.000000000000000000e+00 -2.117888158999999959e+01 -2.553144230423112404e+01 -2.578247869820405924e+01 -1.664922594221459207e+01
-2.204400000000000048e+01 0.000000000000000000e+00 -2.116588159000000147e+01 -2.551844230423112592e+01 -2.576947869820406112e+01 -1.663622594221459394e+01
-2.203200000000000003e+01 0.000000000000000000e+00 -2.115388159000000101e+01 -2.550644230423112546e+01 -2.575747869820406066e+01 -1.662422594221459349e+01
-2.201899999999999835e+01 0.000000000000000000e+00 -2.114088158999999933e+01 -2.549344230423112379e+01 -2.574447869820405899e+01 -1.661122594221459536e+01
-2.200600000000000023e+01 0.000000000000000000e+00 -2.112788159000000121e+01 -2.548044230423112566e+01 -2.573147869820406086e+01 -1.659822594221459724e+01
-2.199399999999999977e+01 0.000000000000000000e+00 -2.111588159000000076e+01 -2.546844230423112521e+01 -2.571947869820406041e+01 -1.658622594221459678e+01
-2.198100000000000165e+01 0.000000000000000000e+00 -2.110288159000000263e+01 -2.545544230423112708e+01 -2.570647869820406228e+01 -1.657322594221459866e+01
-2.196900000000000119e+01 0.000000000000000000e+00 -2.109088159000000218e+01 -2.544344230423112663e+01 -2.569447869820406183e+01 -1.656122594221459821e+01
-2.195599999999999952e+01 0.000000000000000000e+00 -2.107788159000000050e+01 -2.543044230423112495e+01 -2.568147869820406015e+01 -1.654822594221459298e+01
-2.194399999999999906e+01 0.000000000000000000e+00 -2.106588159000000005e+01 -2.541844230423112450e+01 -2.566947869820405970e+01 -1.653622594221459252e+01
-2.193100000000000094e+01 0.000000000000000000e+00 -2.105288159000000192e+01 -2.540544230423112637e+01 -2.565647869820406157e+01 -1.652322594221459440e+01
-2.191799999999999926e+01 0.000000000000000000e+00 -2.103988159000000024e+01 -2.539244230423112469e+01 -2.564347869820405990e+01 -1.651022594221459627e+01
-2.190599999999999881e+01 0.000000000000000000e+00 -2.102788158999999979e+01 -2.538044230423112424e+01 -2.563147869820405944e+01 -1.649822594221459582e+01
-2.189300000000000068e+01 0.000000000000000000e+00 -2.101488159000000167e+01 -2.536744230423112612e+01 -2.561847869820406132e+01 -1.648522594221459769e+01
-2.188100000000000023e+01 0.000000000000000000e+00 -2.100288159000000121e+01 -2.535544230423112566e+01 -2.560647869820406086e+01 -1.647322594221459724e+01
-2.186799999999999855e+01 0.000000000000000000e+00 -2.098988158999999953e+01 -2.534244230423112398e+01 -2.559347869820405919e+01 -1.646022594221459201e+01
-2.185600000000000165e+01 0.000000000000000000e+00 -2.097788159000000263e+01 -2.533044230423112708e+01 -2.558147869820406228e+01 -1.644822594221459866e+01
-2.184299999999999997e+01 0.000000000000000000e+00 -2.096488159000000095e+01 -2.531744230423112541e+01 -2.556847869820406061e+01 -1.643522594221459343e+01
-2.182999999999999829e+01 0.000000000000000000e+00 -2.095188158999999928e+01 -2.530444230423112373e+01 -2.555547869820405893e+01 -1.642222594221459531e+01
-2.181800000000000139e+01 0.000000000000000000e+00 -2.093988159000000238e+01 -2.529244230423112683e+01 -2.554347869820406203e+01 -1.641022594221459485e+01
-2.180499999999999972e+01 0.000000000000000000e+00 -2.092688159000000070e+01 -2.527944230423112515e+01 -2.553047869820406035e+01 -1.639722594221459673e+01
-2.179299999999999926e+01 0.000000000000000000e+00 -2.091488159000000024e+01 -2.526744230423112469e+01 -2.551847869820405990e+01 -1.638522594221459627e+01
-2.178000000000000114e+01 0.000000000000000000e+00 -2.090188159000000212e+01 -2.525444230423112657e+01 -2.550547869820406177e+01 -1.637222594221459815e+01
-2.176800000000000068e+01 0.000000000000000000e+00 -2.088988159000000167e+01 -2.524244230423112612e+01 -2.549347869820406132e+01 -1.636022594221459769e+01
-2.175499999999999901e+01 0.000000000000000000e+00 -2.087688158999999999e+01 -2.522944230423112444e+01 -2.548047869820405964e+01 -1.634722594221459246e+01
-2.174200000000000088e+01 0.000000000000000000e+00 -2.086388159000000186e+01 -2.521644230423112631e+01 -2.546747869820406152e+01 -1.633422594221459434e+01
-2.173000000000000043e+01 0.000000000000000000e+00 -2.085188159000000141e+01 -2.520444230423112586e+01 -2.545547869820406106e+01 -1.632222594221459389e+01
-2.171699999999999875e+01 0.000000000000000000e+00 -2.083888158999999973e+01 -2.519144230423112418e+01 -2.544247869820405938e+01 -1.630922594221459576e+01
-2.170499999999999829e+01 0.000000000000000000e+00 -2.082688158999999928e+01 -2.517944230423112373e+01 -2.543047869820405893e+01 -1.629722594221459531e+01
-2.169200000000000017e+01 0.000000000000000000e+00 -2.081388159000000115e+01 -2.516644230423112560e+01 -2.541747869820406081e+01 -1.628422594221459718e+01
-2.167999999999999972e+01 0.000000000000000000e+00 -2.080188159000000070e+01 -2.515444230423112515e+01 -2.540547869820406035e+01 -1.627222594221459673e+01
-2.166700000000000159e+01 0.000000000000000000e+00 -2.078888159000000257e+01 -2.514144230423112703e+01 -2.539247869820406223e+01 -1.625922594221459860e+01
-2.165399999999999991e+01 0.000000000000000000e+00 -2.077588159000000090e+01 -2.512844230423112535e+01 -2.537947869820406055e+01 -1.624622594221459337e+01
-2.164199999999999946e+01 0.000000000000000000e+00 -2.076388159000000044e+01 -2.511644230423112489e+01 -2.536747869820406009e+01 -1.623422594221459292e+01
-2.162900000000000134e+01 0.000000000000000000e+00 -2.075088159000000232e+01 -2.510344230423112677e+01 -2.535447869820406197e+01 -1.622122594221459480e+01
-2.161700000000000088e+01 0.000000000000000000e+00 -2.073888159000000186e+01 -2.509144230423112631e+01 -2.534247869820406152e+01 -1.620922594221459434e+01
-2.160399999999999920e+01 0.000000000000000000e+00 -2.072588159000000019e+01 -2.507844230423112464e+01 -2.532947869820405984e+01 -1.619622594221459622e+01
-2.159199999999999875e+01 0.000000000000000000e+00 -2.071388158999999973e+01 -2.506644230423112418e+01 -2.531747869820405938e+01 -1.618422594221459576e+01
-2.157900000000000063e+01 0.000000000000000000e+00 -2.070088159000000161e+01 -2.505344230423112606e+01 -2.530447869820406126e+01 -1.617122594221459764e+01
-2.156599999999999895e+01 0.000000000000000000e+00 -2.068788158999999993e+01 -2.504044230423112438e+01 -2.529147869820405958e+01 -1.615822594221459241e+01
-2.155399999999999849e+01 0.000000000000000000e+00 -2.067588158999999948e+01 -2.502844230423112393e+01 -2.527947869820405913e+01 -1.614622594221459195e+01
-2.154100000000000037e+01 0.000000000000000000e+00 -2.066288159000000135e+01 -2.501544230423112580e+01 -2.526647869820406100e+01 -1.613322594221459383e+01
-2.152899999999999991e+01 0.000000000000000000e+00 -2.065088159000000090e+01 -2.500344230423112535e+01 -2.525447869820406055e+01 -1.612122594221459337e+01
-2.151599999999999824e+01 0.000000000000000000e+00 -2.063788158999999922e+01 -2.499044230423112367e+01 -2.524147869820405887e+01 -1.610822594221459525e+01
-2.150400000000000134e+01 0.000000000000000000e+00 -2.062588159000000232e+01 -2.497844230423112677e+01 -2.522947869820406197e+01 -1.609622594221459480e+01
-2.149099999999999966e+01 0.000000000000000000e+00 -2.061288159000000064e+01 -2.496544230423112509e+01 -2.521647869820406029e+01 -1.608322594221459667e+01
-2.147800000000000153e+01 0.000000000000000000e+00 -2.059988159000000252e+01 -2.495244230423112697e+01 -2.520347869820406217e+01 -1.607022594221459855e+01
-2.146600000000000108e+01 0.000000000000000000e+00 -2.058788159000000206e+01 -2.494044230423112651e+01 -2.519147869820406171e+01 -1.605822594221459809e+01
-2.145299999999999940e+01 0.000000000000000000e+00 -2.057488159000000039e+01 -2.492744230423112484e+01 -2.517847869820406004e+01 -1.604522594221459286e+01
-2.144099999999999895e+01 0.000000000000000000e+00 -2.056288158999999993e+01 -2.491544230423112438e+01 -2.516647869820405958e+01 -1.603322594221459241e+01
-2.142800000000000082e+01 0.000000000000000000e+00 -2.054988159000000181e+01 -2.490244230423112626e+01 -2.515347869820406146e+01 -1.602022594221459428e+01
-2.141600000000000037e+01 0.000000000000000000e+00 -2.053788159000000135e+01 -2.489044230423112580e+01 -2.514147869820406100e+01 -1.600822594221459383e+01
-2.140299999999999869e+01 0.000000000000000000e+00 -2.052488158999999968e+01 -2.487744230423112413e+01 -2.512847869820405933e+01 -1.599522594221459393e+01
-2.139099999999999824e+01 0.000000000000000000e+00 -2.051288158999999922e+01 -2.486544230423112367e+01 -2.511647869820405887e+01 -1.598322594221459347e+01
-2.137800000000000011e+01 0.000000000000000000e+00 -2.049988159000000110e+01 -2.485244230423112555e+01 -2.510347869820406075e+01 -1.597022594221459535e+01
-2.136499999999999844e+01 0.000000000000000000e+00 -2.048688158999999942e+01 -2.483944230423112387e+01 -2.509047869820405907e+01 -1.595722594221459367e+01
-2.135300000000000153e+01 0.000000000000000000e+00 -2.047488159000000252e+01 -2.482744230423112697e+01 -2.507847869820406217e+01 -1.594522594221459677e+01
-2.133999999999999986e+01 0.000000000000000000e+00 -2.046188159000000084e+01 -2.481444230423112529e+01 -2.506547869820406049e+01 -1.593222594221459509e+01
-2.132799999999999940e+01 0.000000000000000000e+00 -2.044988159000000039e+01 -2.480244230423112484e+01 -2.505347869820406004e+01 -1.592022594221459464e+01
-2.131500000000000128e+01 0.000000000000000000e+00 -2.043688159000000226e+01 -2.478944230423112671e+01 -2.504047869820406191e+01 -1.590722594221459651e+01
-2.130300000000000082e+01 0.000000000000000000e+00 -2.042488159000000181e+01 -2.477744230423112626e+01 -2.502847869820406146e+01 -1.589522594221459606e+01
-2.128999999999999915e+01 0.000000000000000000e+00 -2.041188159000000013e+01 -2.476444230423112458e+01 -2.501547869820405978e+01 -1.588222594221459438e+01
-2.127700000000000102e+01 0.000000000000000000e+00 -2.039888159000000201e+01 -2.475144230423112646e+01 -2.500247869820406166e+01 -1.586922594221459626e+01
-2.126500000000000057e+01 0.000000000000000000e+00 -2.038688159000000155e+01 -2.473944230423112600e+01 -2.499047869820406120e+01 -1.585722594221459580e+01
-2.125199999999999889e+01 0.000000000000000000e+00 -2.037388158999999987e+01 -2.472644230423112433e+01 -2.497747869820405953e+01 -1.584422594221459413e+01
-2.123999999999999844e+01 0.000000000000000000e+00 -2.036188158999999942e+01 -2.471444230423112387e+01 -2.496547869820405907e+01 -1.583222594221459367e+01
-2.122700000000000031e+01 0.000000000000000000e+00 -2.034888159000000130e+01 -2.470144230423112575e+01 -2.495247869820406095e+01 -1.581922594221459555e+01
-2.121499999999999986e+01 0.000000000000000000e+00 -2.033688159000000084e+01 -2.468944230423112529e+01 -2.494047869820406049e+01 -1.580722594221459509e+01
-2.120200000000000173e+01 0.000000000000000000e+00 -2.032388159000000272e+01 -2.467644230423112717e+01 -2.492747869820406237e+01 -1.579422594221459697e+01
-2.118900000000000006e+01 0.000000000000000000e+00 -2.031088159000000104e+01 -2.466344230423112549e+01 -2.491447869820406069e+01 -1.578122594221459529e+01
-2.117699999999999960e+01 0.000000000000000000e+00 -2.029888159000000059e+01 -2.465144230423112504e+01 -2.490247869820406024e+01 -1.576922594221459484e+01
-2.116400000000000148e+01 0.000000000000000000e+00 -2.028588159000000246e+01 -2.463844230423112691e+01 -2.488947869820406211e+01 -1.575622594221459671e+01
-2.115200000000000102e+01 0.000000000000000000e+00 -2.027388159000000201e+01 -2.462644230423112646e+01 -2.487747869820406166e+01 -1.574422594221459626e+01
-2.113899999999999935e+01 0.000000000000000000e+00 -2.026088159000000033e+01 -2.461344230423112478e+01 -2.486447869820405998e+01 -1.573122594221459458e+01
-2.112699999999999889e+01 0.000000000000000000e+00 -2.024888158999999987e+01 -2.460144230423112433e+01 -2.485247869820405953e+01 -1.571922594221459413e+01
