# E_raw(eV)  PDOS(states/eV)  E_minus_Ef(eV)  E_minus_Evac_left(eV)  E_minus_Evac_right(eV)  E_minus_Vmid(eV)
-1.195100000000000051e+01 5.032284600000000996e-01 -1.107288158999999972e+01 -1.542544230423112595e+01 -1.567647869820406115e+01 -6.543225942214595747e+00
-1.193900000000000006e+01 4.763534999999999853e-01 -1.106088158999999926e+01 -1.541344230423112549e+01 -1.566447869820406069e+01 -6.531225942214595293e+00
-1.192600000000000016e+01 4.665856000000000448e-01 -1.104788158999999936e+01 -1.540044230423112381e+01 -1.565147869820406079e+01 -6.518225942214595392e+00
-1.191399999999999970e+01 4.576289799999999630e-01 -1.103588158999999891e+01 -1.538844230423112336e+01 -1.563947869820406034e+01 -6.506225942214594937e+00
-1.190099999999999980e+01 4.337090599999999796e-01 -1.102288158999999901e+01 -1.537544230423112523e+01 -1.562647869820406044e+01 -6.493225942214595037e+00
-1.188799999999999990e+01 3.872567599999999777e-01 -1.100988158999999911e+01 -1.536244230423112356e+01 -1.561347869820406054e+01 -6.480225942214595136e+00
-1.187599999999999945e+01 3.219828600000000374e-01 -1.099788158999999865e+01 -1.535044230423112310e+01 -1.560147869820406008e+01 -6.468225942214594681e+00
-1.186299999999999955e+01 2.521122800000000219e-01 -1.098488158999999875e+01 -1.533744230423112498e+01 -1.558847869820406018e+01 -6.455225942214594781e+00
-1.185100000000000087e+01 1.966665400000000008e-01 -1.097288159000000007e+01 -1.532544230423112452e+01 -1.557647869820406150e+01 -6.443225942214596103e+00
-1.183799999999999919e+01 1.719251400000000318e-01 -1.095988158999999840e+01 -1.531244230423112285e+01 -1.556347869820405982e+01 -6.430225942214594426e+00
-1.182600000000000051e+01 1.872451400000000321e-01 -1.094788158999999972e+01 -1.530044230423112595e+01 -1.555147869820406115e+01 -6.418225942214595747e+00
-1.181300000000000061e+01 2.436384799999999906e-01 -1.093488158999999982e+01 -1.528744230423112427e+01 -1.553847869820406125e+01 -6.405225942214595847e+00
-1.180000000000000071e+01 3.337120000000000086e-01 -1.092188158999999992e+01 -1.527444230423112614e+01 -1.552547869820406135e+01 -6.392225942214595946e+00
-1.178800000000000026e+01 4.417288999999999244e-01 -1.090988158999999946e+01 -1.526244230423112569e+01 -1.551347869820406089e+01 -6.380225942214595491e+00
-1.177500000000000036e+01 5.452658400000000016e-01 -1.089688158999999956e+01 -1.524944230423112401e+01 -1.550047869820406099e+01 -6.367225942214595591e+00
-1.176299999999999990e+01 6.215537799999999446e-01 -1.088488158999999911e+01 -1.523744230423112356e+01 -1.548847869820406054e+01 -6.355225942214595136e+00
-1.175000000000000000e+01 6.562600000000001765e-01 -1.087188158999999921e+01 -1.522444230423112543e+01 -1.547547869820406063e+01 -6.342225942214595236e+00
-1.173799999999999955e+01 6.499572599999999811e-01 -1.085988158999999875e+01 -1.521244230423112498e+01 -1.546347869820406018e+01 -6.330225942214594781e+00
-1.172499999999999964e+01 6.161232399999999609e-01 -1.084688158999999885e+01 -1.519944230423112330e+01 -1.545047869820406028e+01 -6.317225942214594880e+00
-1.171199999999999974e+01 5.727022399999999180e-01 -1.083388158999999895e+01 -1.518644230423112518e+01 -1.543747869820406038e+01 -6.304225942214594980e+00
-1.169999999999999929e+01 5.310123760000000637e-01 -1.082188158999999850e+01 -1.517444230423112472e+01 -1.542547869820405992e+01 -6.292225942214594525e+00
-1.168699999999999939e+01 4.955219599999999835e-01 -1.080888158999999860e+01 -1.516144230423112305e+01 -1.541247869820406002e+01 -6.279225942214594625e+00
-1.167500000000000071e+01 4.701952799999999932e-01 -1.079688158999999992e+01 -1.514944230423112614e+01 -1.540047869820406135e+01 -6.267225942214595946e+00
-1.166200000000000081e+01 4.664659000000000999e-01 -1.078388159000000002e+01 -1.513644230423112447e+01 -1.538747869820406144e+01 -6.254225942214596046e+00
-1.165000000000000036e+01 5.011091600000000534e-01 -1.077188158999999956e+01 -1.512444230423112401e+01 -1.537547869820406099e+01 -6.242225942214595591e+00
-1.163700000000000045e+01 5.861822199999999761e-01 -1.075888158999999966e+01 -1.511144230423112589e+01 -1.536247869820406109e+01 -6.229225942214595690e+00
-1.162500000000000000e+01 7.163728999999999791e-01 -1.074688158999999921e+01 -1.509944230423112543e+01 -1.535047869820406063e+01 -6.217225942214595236e+00
-1.161200000000000010e+01 8.661220000000001695e-01 -1.073388158999999931e+01 -1.508644230423112376e+01 -1.533747869820406073e+01 -6.204225942214595335e+00
-1.159900000000000020e+01 9.990132000000000456e-01 -1.072088158999999941e+01 -1.507344230423112563e+01 -1.532447869820406083e+01 -6.191225942214595435e+00
-1.158699999999999974e+01 1.085678800000000166e+00 -1.070888158999999895e+01 -1.506144230423112518e+01 -1.531247869820406038e+01 -6.179225942214594980e+00
-1.157399999999999984e+01 1.112962720000000072e+00 -1.069588158999999905e+01 -1.504844230423112350e+01 -1.529947869820406048e+01 -6.166225942214595079e+00
-1.156199999999999939e+01 1.082910379999999950e+00 -1.068388158999999860e+01 -1.503644230423112305e+01 -1.528747869820406002e+01 -6.154225942214594625e+00
-1.154899999999999949e+01 1.004387260000000115e+00 -1.067088158999999870e+01 -1.502344230423112492e+01 -1.527447869820406012e+01 -6.141225942214594724e+00
-1.153700000000000081e+01 8.866526599999999814e-01 -1.065888159000000002e+01 -1.501144230423112447e+01 -1.526247869820406144e+01 -6.129225942214596046e+00
-1.152399999999999913e+01 7.404837599999999354e-01 -1.064588158999999834e+01 -1.499844230423112279e+01 -1.524947869820405977e+01 -6.116225942214594369e+00
-1.151099999999999923e+01 5.845093400000000994e-01 -1.063288158999999844e+01 -1.498544230423112467e+01 -1.523647869820405987e+01 -6.103225942214594468e+00
-1.149900000000000055e+01 4.444402000000000630e-01 -1.062088158999999976e+01 -1.497344230423112421e+01 -1.522447869820406119e+01 -6.091225942214595790e+00
-1.148600000000000065e+01 3.463914200000000054e-01 -1.060788158999999986e+01 -1.496044230423112609e+01 -1.521147869820406129e+01 -6.078225942214595889e+00
-1.147400000000000020e+01 3.053171400000000424e-01 -1.059588158999999941e+01 -1.494844230423112563e+01 -1.519947869820406083e+01 -6.066225942214595435e+00
-1.146100000000000030e+01 3.182389200000000362e-01 -1.058288158999999951e+01 -1.493544230423112396e+01 -1.518647869820406093e+01 -6.053225942214595534e+00
-1.144899999999999984e+01 3.653730199999999373e-01 -1.057088158999999905e+01 -1.492344230423112350e+01 -1.517447869820406048e+01 -6.041225942214595079e+00
-1.143599999999999994e+01 4.225944999999999840e-01 -1.055788158999999915e+01 -1.491044230423112538e+01 -1.516147869820406058e+01 -6.028225942214595179e+00
-1.142300000000000004e+01 4.737752000000000629e-01 -1.054488158999999925e+01 -1.489744230423112370e+01 -1.514847869820406068e+01 -6.015225942214595278e+00
-1.141099999999999959e+01 5.175878400000000212e-01 -1.053288158999999879e+01 -1.488544230423112325e+01 -1.513647869820406022e+01 -6.003225942214594824e+00
-1.139799999999999969e+01 5.640592399999999618e-01 -1.051988158999999889e+01 -1.487244230423112512e+01 -1.512347869820406032e+01 -5.990225942214594923e+00
-1.138599999999999923e+01 6.203064400000000145e-01 -1.050788158999999844e+01 -1.486044230423112467e+01 -1.511147869820405987e+01 -5.978225942214594468e+00
-1.137299999999999933e+01 6.786784000000000150e-01 -1.049488158999999854e+01 -1.484744230423112299e+01 -1.509847869820405997e+01 -5.965225942214594568e+00
-1.136100000000000065e+01 7.195764000000000049e-01 -1.048288158999999986e+01 -1.483544230423112609e+01 -1.508647869820406129e+01 -5.953225942214595889e+00
-1.134800000000000075e+01 7.234533999999999132e-01 -1.046988158999999996e+01 -1.482244230423112441e+01 -1.507347869820406139e+01 -5.940225942214595989e+00
-1.133500000000000085e+01 6.873954000000001008e-01 -1.045688159000000006e+01 -1.480944230423112629e+01 -1.506047869820406149e+01 -5.927225942214596088e+00
-1.132300000000000040e+01 6.265683999999999143e-01 -1.044488158999999960e+01 -1.479744230423112583e+01 -1.504847869820406103e+01 -5.915225942214595634e+00
-1.131000000000000050e+01 5.671759999999999025e-01 -1.043188158999999970e+01 -1.478444230423112415e+01 -1.503547869820406113e+01 -5.902225942214595733e+00
-1.129800000000000004e+01 5.305780799999999520e-01 -1.041988158999999925e+01 -1.477244230423112370e+01 -1.502347869820406068e+01 -5.890225942214595278e+00
-1.128500000000000014e+01 5.243424399999999652e-01 -1.040688158999999935e+01 -1.475944230423112558e+01 -1.501047869820406078e+01 -5.877225942214595378e+00
-1.127299999999999969e+01 5.408607000000000831e-01 -1.039488158999999889e+01 -1.474744230423112512e+01 -1.499847869820406032e+01 -5.865225942214594923e+00
-1.125999999999999979e+01 5.632231000000000876e-01 -1.038188158999999899e+01 -1.473444230423112344e+01 -1.498547869820406042e+01 -5.852225942214595023e+00
-1.124699999999999989e+01 5.779810800000000359e-01 -1.036888158999999909e+01 -1.472144230423112532e+01 -1.497247869820406052e+01 -5.839225942214595122e+00
-1.123499999999999943e+01 5.826173599999999730e-01 -1.035688158999999864e+01 -1.470944230423112487e+01 -1.496047869820406007e+01 -5.827225942214594667e+00
-1.122199999999999953e+01 5.917412400000001682e-01 -1.034388158999999874e+01 -1.469644230423112319e+01 -1.494747869820406017e+01 -5.814225942214594767e+00
-1.121000000000000085e+01 6.294668000000001040e-01 -1.033188159000000006e+01 -1.468444230423112629e+01 -1.493547869820406149e+01 -5.802225942214596088e+00
-1.119699999999999918e+01 7.195810399999998941e-01 -1.031888158999999838e+01 -1.467144230423112461e+01 -1.492247869820405981e+01 -5.789225942214594411e+00
-1.118500000000000050e+01 8.749775999999999110e-01 -1.030688158999999970e+01 -1.465944230423112415e+01 -1.491047869820406113e+01 -5.777225942214595733e+00
-1.117200000000000060e+01 1.096218399999999704e+00 -1.029388158999999980e+01 -1.464644230423112603e+01 -1.489747869820406123e+01 -5.764225942214595833e+00
-1.115900000000000070e+01 1.372450999999999866e+00 -1.028088158999999990e+01 -1.463344230423112435e+01 -1.488447869820406133e+01 -5.751225942214595932e+00
-1.114700000000000024e+01 1.682685399999999998e+00 -1.026888158999999945e+01 -1.462144230423112390e+01 -1.487247869820406088e+01 -5.739225942214595477e+00
-1.113400000000000034e+01 1.994544399999999662e+00 -1.025588158999999955e+01 -1.460844230423112577e+01 -1.485947869820406098e+01 -5.726225942214595577e+00
-1.112199999999999989e+01 2.264493859999999970e+00 -1.024388158999999909e+01 -1.459644230423112532e+01 -1.484747869820406052e+01 -5.714225942214595122e+00
-1.110899999999999999e+01 2.445865020000000278e+00 -1.023088158999999919e+01 -1.458344230423112364e+01 -1.483447869820406062e+01 -5.701225942214595221e+00
-1.109699999999999953e+01 2.499650340000000526e+00 -1.021888158999999874e+01 -1.457144230423112319e+01 -1.482247869820406017e+01 -5.689225942214594767e+00
-1.108399999999999963e+01 2.408581840000000085e+00 -1.020588158999999884e+01 -1.455844230423112506e+01 -1.480947869820406027e+01 -5.676225942214594866e+00
-1.107099999999999973e+01 2.184420819999999708e+00 -1.019288158999999894e+01 -1.454544230423112339e+01 -1.479647869820406036e+01 -5.663225942214594966e+00
-1.105899999999999928e+01 1.869736919999999802e+00 -1.018088158999999848e+01 -1.453344230423112293e+01 -1.478447869820405991e+01 -5.651225942214594511e+00
-1.104599999999999937e+01 1.533326520000000359e+00 -1.016788158999999858e+01 -1.452044230423112481e+01 -1.477147869820406001e+01 -5.638225942214594610e+00
-1.103400000000000070e+01 1.254027180000000019e+00 -1.015588158999999990e+01 -1.450844230423112435e+01 -1.475947869820406133e+01 -5.626225942214595932e+00
-1.102100000000000080e+01 1.096439579999999969e+00 -1.014288159000000000e+01 -1.449544230423112623e+01 -1.474647869820406143e+01 -5.613225942214596031e+00
-1.100900000000000034e+01 1.086886199999999914e+00 -1.013088158999999955e+01 -1.448344230423112577e+01 -1.473447869820406098e+01 -5.601225942214595577e+00
-1.099600000000000044e+01 1.203920600000000007e+00 -1.011788158999999965e+01 -1.447044230423112410e+01 -1.472147869820406108e+01 -5.588225942214595676e+00
-1.098300000000000054e+01 1.391154000000000224e+00 -1.010488158999999975e+01 -1.445744230423112597e+01 -1.470847869820406117e+01 -5.575225942214595776e+00
-1.097100000000000009e+01 1.582743600000000139e+00 -1.009288158999999929e+01 -1.444544230423112552e+01 -1.469647869820406072e+01 -5.563225942214595321e+00
-1.095800000000000018e+01 1.727543200000000390e+00 -1.007988158999999939e+01 -1.443244230423112384e+01 -1.468347869820406082e+01 -5.550225942214595420e+00
-1.094599999999999973e+01 1.796743599999999663e+00 -1.006788158999999894e+01 -1.442044230423112339e+01 -1.467147869820406036e+01 -5.538225942214594966e+00
-1.093299999999999983e+01 1.779868800000000029e+00 -1.005488158999999904e+01 -1.440744230423112526e+01 -1.465847869820406046e+01 -5.525225942214595065e+00
-1.092099999999999937e+01 1.680280359999999806e+00 -1.004288158999999858e+01 -1.439544230423112481e+01 -1.464647869820406001e+01 -5.513225942214594610e+00
-1.090799999999999947e+01 1.517559960000000041e+00 -1.002988158999999868e+01 -1.438244230423112313e+01 -1.463347869820406011e+01 -5.500225942214594710e+00
-1.089600000000000080e+01 1.331534439999999986e+00 -1.001788159000000000e+01 -1.437044230423112623e+01 -1.462147869820406143e+01 -5.488225942214596031e+00
-1.088299999999999912e+01 1.175811759999999762e+00 -1.000488158999999833e+01 -1.435744230423112455e+01 -1.460847869820405975e+01 -5.475225942214594355e+00
-1.086999999999999922e+01 1.101671900000000370e+00 -9.991881589999998425e+00 -1.434444230423112288e+01 -1.459547869820405985e+01 -5.462225942214594454e+00
-1.085800000000000054e+01 1.141607159999999954e+00 -9.979881589999999747e+00 -1.433244230423112597e+01 -1.458347869820406117e+01 -5.450225942214595776e+00
-1.084500000000000064e+01 1.297180640000000107e+00 -9.966881589999999846e+00 -1.431944230423112430e+01 -1.457047869820406127e+01 -5.437225942214595875e+00
-1.083300000000000018e+01 1.534531579999999895e+00 -9.954881589999999392e+00 -1.430744230423112384e+01 -1.455847869820406082e+01 -5.425225942214595420e+00
-1.082000000000000028e+01 1.786719580000000196e+00 -9.941881589999999491e+00 -1.429444230423112572e+01 -1.454547869820406092e+01 -5.412225942214595520e+00
-1.080799999999999983e+01 1.964681060000000201e+00 -9.929881589999999036e+00 -1.428244230423112526e+01 -1.453347869820406046e+01 -5.400225942214595065e+00
-1.079499999999999993e+01 1.990049980000000218e+00 -9.916881589999999136e+00 -1.426944230423112359e+01 -1.452047869820406056e+01 -5.387225942214595165e+00
-1.078200000000000003e+01 1.830056380000000038e+00 -9.903881589999999235e+00 -1.425644230423112546e+01 -1.450747869820406066e+01 -5.374225942214595264e+00
-1.076999999999999957e+01 1.519225886000000081e+00 -9.891881589999998781e+00 -1.424444230423112501e+01 -1.449547869820406021e+01 -5.362225942214594809e+00
-1.075699999999999967e+01 1.148886731999999800e+00 -9.878881589999998880e+00 -1.423144230423112333e+01 -1.448247869820406031e+01 -5.349225942214594909e+00
-1.074499999999999922e+01 8.326451020000000813e-01 -9.866881589999998425e+00 -1.421944230423112288e+01 -1.447047869820405985e+01 -5.337225942214594454e+00
-1.073199999999999932e+01 6.704163579999999900e-01 -9.853881589999998525e+00 -1.420644230423112475e+01 -1.445747869820405995e+01 -5.324225942214594554e+00
-1.072000000000000064e+01 7.304808520000000138e-01 -9.841881589999999846e+00 -1.419444230423112430e+01 -1.444547869820406127e+01 -5.312225942214595875e+00
-1.070700000000000074e+01 1.039029959999999919e+00 -9.828881589999999946e+00 -1.418144230423112617e+01 -1.443247869820406137e+01 -5.299225942214595975e+00
-1.069400000000000084e+01 1.567394120000000113e+00 -9.815881590000000045e+00 -1.416844230423112450e+01 -1.441947869820406147e+01 -5.286225942214596074e+00
-1.068200000000000038e+01 2.218561999999999479e+00 -9.803881589999999591e+00 -1.415644230423112404e+01 -1.440747869820406102e+01 -5.274225942214595619e+00
-1.066900000000000048e+01 2.833381700000000336e+00 -9.790881589999999690e+00 -1.414344230423112592e+01 -1.439447869820406112e+01 -5.261225942214595719e+00
-1.065700000000000003e+01 3.234655420000000170e+00 -9.778881589999999235e+00 -1.413144230423112546e+01 -1.438247869820406066e+01 -5.249225942214595264e+00
-1.064400000000000013e+01 3.298882100000000150e+00 -9.765881589999999335e+00 -1.411844230423112379e+01 -1.436947869820406076e+01 -5.236225942214595364e+00
-1.063199999999999967e+01 3.011568019999999901e+00 -9.753881589999998880e+00 -1.410644230423112333e+01 -1.435747869820406031e+01 -5.224225942214594909e+00
-1.061899999999999977e+01 2.470526419999999668e+00 -9.740881589999998980e+00 -1.409344230423112521e+01 -1.434447869820406041e+01 -5.211225942214595008e+00
-1.060599999999999987e+01 1.834832580000000268e+00 -9.727881589999999079e+00 -1.408044230423112353e+01 -1.433147869820406051e+01 -5.198225942214595108e+00
-1.059399999999999942e+01 1.256570420000000077e+00 -9.715881589999998624e+00 -1.406844230423112307e+01 -1.431947869820406005e+01 -5.186225942214594653e+00
-1.058099999999999952e+01 8.348034600000000527e-01 -9.702881589999998724e+00 -1.405544230423112495e+01 -1.430647869820406015e+01 -5.173225942214594752e+00
-1.056900000000000084e+01 6.052196400000000587e-01 -9.690881590000000045e+00 -1.404344230423112450e+01 -1.429447869820406147e+01 -5.161225942214596074e+00
-1.055599999999999916e+01 5.577217999999999343e-01 -9.677881589999998369e+00 -1.403044230423112282e+01 -1.428147869820405980e+01 -5.148225942214594397e+00
-1.054400000000000048e+01 6.550829999999999709e-01 -9.665881589999999690e+00 -1.401844230423112592e+01 -1.426947869820406112e+01 -5.136225942214595719e+00
-1.053100000000000058e+01 8.484785999999999717e-01 -9.652881589999999790e+00 -1.400544230423112424e+01 -1.425647869820406122e+01 -5.123225942214595818e+00
-1.051800000000000068e+01 1.079896999999999885e+00 -9.639881589999999889e+00 -1.399244230423112612e+01 -1.424347869820406132e+01 -5.110225942214595918e+00
-1.050600000000000023e+01 1.286034999999999817e+00 -9.627881589999999434e+00 -1.398044230423112566e+01 -1.423147869820406086e+01 -5.098225942214595463e+00
-1.049300000000000033e+01 1.406798600000000121e+00 -9.614881589999999534e+00 -1.396744230423112398e+01 -1.421847869820406096e+01 -5.085225942214595563e+00
-1.048099999999999987e+01 1.399982200000000176e+00 -9.602881589999999079e+00 -1.395544230423112353e+01 -1.420647869820406051e+01 -5.073225942214595108e+00
-1.046799999999999997e+01 1.260072000000000081e+00 -9.589881589999999179e+00 -1.394244230423112541e+01 -1.419347869820406061e+01 -5.060225942214595207e+00
-1.045599999999999952e+01 1.023133119999999785e+00 -9.577881589999998724e+00 -1.393044230423112495e+01 -1.418147869820406015e+01 -5.048225942214594752e+00
-1.044299999999999962e+01 7.522342600000000434e-01 -9.564881589999998823e+00 -1.391744230423112327e+01 -1.416847869820406025e+01 -5.035225942214594852e+00
-1.042999999999999972e+01 5.128293200000000329e-01 -9.551881589999998923e+00 -1.390444230423112515e+01 -1.415547869820406035e+01 -5.022225942214594951e+00
-1.041799999999999926e+01 3.457510599999999990e-01 -9.539881589999998468e+00 -1.389244230423112469e+01 -1.414347869820405990e+01 -5.010225942214594497e+00
-1.040499999999999936e+01 2.602706799999999765e-01 -9.526881589999998567e+00 -1.387944230423112302e+01 -1.413047869820406000e+01 -4.997225942214594596e+00
-1.039300000000000068e+01 2.380594200000000216e-01 -9.514881589999999889e+00 -1.386744230423112612e+01 -1.411847869820406132e+01 -4.985225942214595918e+00
-1.038000000000000078e+01 2.479267600000000238e-01 -9.501881589999999989e+00 -1.385444230423112444e+01 -1.410547869820406142e+01 -4.972225942214596017e+00
-1.036800000000000033e+01 2.607961000000000307e-01 -9.489881589999999534e+00 -1.384244230423112398e+01 -1.409347869820406096e+01 -4.960225942214595563e+00
-1.035500000000000043e+01 2.607344399999999562e-01 -9.476881589999999633e+00 -1.382944230423112586e+01 -1.408047869820406106e+01 -4.947225942214595662e+00
-1.034200000000000053e+01 2.487746999999999598e-01 -9.463881589999999733e+00 -1.381644230423112418e+01 -1.406747869820406116e+01 -4.934225942214595761e+00
-1.033000000000000007e+01 2.384999999999999620e-01 -9.451881589999999278e+00 -1.380444230423112373e+01 -1.405547869820406071e+01 -4.922225942214595307e+00
-1.031700000000000017e+01 2.451453999999999855e-01 -9.438881589999999377e+00 -1.379144230423112560e+01 -1.404247869820406081e+01 -4.909225942214595406e+00
-1.030499999999999972e+01 2.741560199999999448e-01 -9.426881589999998923e+00 -1.377944230423112515e+01 -1.403047869820406035e+01 -4.897225942214594951e+00
-1.029199999999999982e+01 3.158421200000000040e-01 -9.413881589999999022e+00 -1.376644230423112347e+01 -1.401747869820406045e+01 -4.884225942214595051e+00
-1.027999999999999936e+01 3.496458799999999645e-01 -9.401881589999998567e+00 -1.375444230423112302e+01 -1.400547869820406000e+01 -4.872225942214594596e+00
-1.026699999999999946e+01 3.551961799999999725e-01 -9.388881589999998667e+00 -1.374144230423112489e+01 -1.399247869820406009e+01 -4.859225942214594696e+00
-1.025399999999999956e+01 3.239529599999999565e-01 -9.375881589999998766e+00 -1.372844230423112322e+01 -1.397947869820406019e+01 -4.846225942214594795e+00
-1.024200000000000088e+01 2.626968600000000320e-01 -9.363881590000000088e+00 -1.371644230423112631e+01 -1.396747869820406152e+01 -4.834225942214596117e+00
-1.022899999999999920e+01 1.887228800000000095e-01 -9.350881589999998411e+00 -1.370344230423112464e+01 -1.395447869820405984e+01 -4.821225942214594440e+00
-1.021700000000000053e+01 1.199791000000000052e-01 -9.338881589999999733e+00 -1.369144230423112418e+01 -1.394247869820406116e+01 -4.809225942214595761e+00
-1.020400000000000063e+01 6.743559999999999832e-02 -9.325881589999999832e+00 -1.367844230423112606e+01 -1.392947869820406126e+01 -4.796225942214595861e+00
-1.019200000000000017e+01 3.352062799999999676e-02 -9.313881589999999377e+00 -1.366644230423112560e+01 -1.391747869820406081e+01 -4.784225942214595406e+00
-1.017900000000000027e+01 1.473849200000000061e-02 -9.300881589999999477e+00 -1.365344230423112393e+01 -1.390447869820406090e+01 -4.771225942214595506e+00
-1.016699999999999982e+01 5.741481399999999805e-03 -9.288881589999999022e+00 -1.364144230423112347e+01 -1.389247869820406045e+01 -4.759225942214595051e+00
-1.015399999999999991e+01 2.006173199999999619e-03 -9.275881589999999122e+00 -1.362844230423112535e+01 -1.387947869820406055e+01 -4.746225942214595150e+00
-1.014100000000000001e+01 7.235049999999999381e-04 -9.262881589999999221e+00 -1.361544230423112367e+01 -1.386647869820406065e+01 -4.733225942214595250e+00
-1.012899999999999956e+01 5.656756600000000402e-04 -9.250881589999998766e+00 -1.360344230423112322e+01 -1.385447869820406019e+01 -4.721225942214594795e+00
-1.011599999999999966e+01 1.215759659999999815e-03 -9.237881589999998866e+00 -1.359044230423112509e+01 -1.384147869820406029e+01 -4.708225942214594895e+00
-1.010399999999999920e+01 3.037733885999999855e-03 -9.225881589999998411e+00 -1.357844230423112464e+01 -1.382947869820405984e+01 -4.696225942214594440e+00
-1.009099999999999930e+01 6.883007221400000777e-03 -9.212881589999998511e+00 -1.356544230423112296e+01 -1.381647869820405994e+01 -4.683225942214594539e+00
-1.007900000000000063e+01 1.379127310058000065e-02 -9.200881589999999832e+00 -1.355344230423112606e+01 -1.380447869820406126e+01 -4.671225942214595861e+00
-1.006600000000000072e+01 2.439020699492600378e-02 -9.187881589999999932e+00 -1.354044230423112438e+01 -1.379147869820406136e+01 -4.658225942214595960e+00
-1.005300000000000082e+01 3.806512275583999461e-02 -9.174881590000000031e+00 -1.352744230423112626e+01 -1.377847869820406146e+01 -4.645225942214596060e+00
-1.004100000000000037e+01 5.241696396108000422e-02 -9.162881589999999576e+00 -1.351544230423112580e+01 -1.376647869820406100e+01 -4.633225942214595605e+00
-1.002800000000000047e+01 6.371059873580001143e-02 -9.149881589999999676e+00 -1.350244230423112413e+01 -1.375347869820406110e+01 -4.620225942214595705e+00
-1.001600000000000001e+01 6.834021307180000726e-02 -9.137881589999999221e+00 -1.349044230423112367e+01 -1.374147869820406065e+01 -4.608225942214595250e+00
-1.000300000000000011e+01 6.465860166862000269e-02 -9.124881589999999321e+00 -1.347744230423112555e+01 -1.372847869820406075e+01 -4.595225942214595349e+00
-9.990999999999999659e+00 5.399896841031398553e-02 -9.112881589999998866e+00 -1.346544230423112509e+01 -1.371647869820406029e+01 -4.583225942214594895e+00
-9.977999999999999758e+00 3.979332412602400171e-02 -9.099881589999998965e+00 -1.345244230423112342e+01 -1.370347869820406039e+01 -4.570225942214594994e+00
-9.964999999999999858e+00 2.588118079462199683e-02 -9.086881589999999065e+00 -1.343944230423112529e+01 -1.369047869820406049e+01 -4.557225942214595094e+00
-9.952999999999999403e+00 1.485330693771799715e-02 -9.074881589999998610e+00 -1.342744230423112484e+01 -1.367847869820406004e+01 -4.545225942214594639e+00
-9.939999999999999503e+00 7.521268172345999675e-03 -9.061881589999998710e+00 -1.341444230423112316e+01 -1.366547869820406014e+01 -4.532225942214594738e+00
-9.928000000000000824e+00 3.360843248565999024e-03 -9.049881590000000031e+00 -1.340244230423112626e+01 -1.365347869820406146e+01 -4.520225942214596060e+00
-9.914999999999999147e+00 1.325167058459999787e-03 -9.036881589999998354e+00 -1.338944230423112458e+01 -1.364047869820405978e+01 -4.507225942214594383e+00
-9.903000000000000469e+00 4.623651145999999089e-04 -9.024881589999999676e+00 -1.337744230423112413e+01 -1.362847869820406110e+01 -4.495225942214595705e+00
-9.890000000000000568e+00 1.483227900000000084e-04 -9.011881589999999775e+00 -1.336444230423112600e+01 -1.361547869820406120e+01 -4.482225942214595804e+00
-9.877000000000000668e+00 7.073172000000000725e-05 -8.998881589999999875e+00 -1.335144230423112433e+01 -1.360247869820406130e+01 -4.469225942214595904e+00
-9.865000000000000213e+00 1.470716799999999681e-04 -8.986881589999999420e+00 -1.333944230423112387e+01 -1.359047869820406085e+01 -4.457225942214595449e+00
-9.852000000000000313e+00 5.251821800000000540e-04 -8.973881589999999520e+00 -1.332644230423112575e+01 -1.357747869820406095e+01 -4.444225942214595548e+00
-9.839999999999999858e+00 1.763681200000000084e-03 -8.961881589999999065e+00 -1.331444230423112529e+01 -1.356547869820406049e+01 -4.432225942214595094e+00
-9.826999999999999957e+00 5.267599400000000549e-03 -8.948881589999999164e+00 -1.330144230423112361e+01 -1.355247869820406059e+01 -4.419225942214595193e+00
-9.814999999999999503e+00 1.392646500000000245e-02 -8.936881589999998710e+00 -1.328944230423112316e+01 -1.354047869820406014e+01 -4.407225942214594738e+00
-9.801999999999999602e+00 3.255386799999999969e-02 -8.923881589999998809e+00 -1.327644230423112504e+01 -1.352747869820406024e+01 -4.394225942214594838e+00
-9.788999999999999702e+00 6.724259000000000486e-02 -8.910881589999998909e+00 -1.326344230423112336e+01 -1.351447869820406034e+01 -4.381225942214594937e+00
-9.776999999999999247e+00 1.227705620000000275e-01 -8.898881589999998454e+00 -1.325144230423112290e+01 -1.350247869820405988e+01 -4.369225942214594482e+00
-9.763999999999999346e+00 1.980367419999999878e-01 -8.885881589999998553e+00 -1.323844230423112478e+01 -1.348947869820405998e+01 -4.356225942214594582e+00
-9.752000000000000668e+00 2.827104559999999989e-01 -8.873881589999999875e+00 -1.322644230423112433e+01 -1.347747869820406130e+01 -4.344225942214595904e+00
-9.739000000000000767e+00 3.581778599999999591e-01 -8.860881589999999974e+00 -1.321344230423112620e+01 -1.346447869820406140e+01 -4.331225942214596003e+00
-9.727000000000000313e+00 4.051156999999999675e-01 -8.848881589999999520e+00 -1.320144230423112575e+01 -1.345247869820406095e+01 -4.319225942214595548e+00
-9.714000000000000412e+00 4.159066999999999625e-01 -8.835881589999999619e+00 -1.318844230423112407e+01 -1.343947869820406105e+01 -4.306225942214595648e+00
-9.701000000000000512e+00 4.005266000000000104e-01 -8.822881589999999719e+00 -1.317544230423112595e+01 -1.342647869820406115e+01 -4.293225942214595747e+00
