    # Energy          Ge           H
   -20.44988     0.00000     0.00000
   -20.43688     0.00000     0.00000
   -20.42488     0.00000     0.00000
   -20.41188     0.00000     0.00000
   -20.39888     0.00000     0.00000
   -20.38688     0.00000     0.00000
   -20.37388     0.00000     0.00000
   -20.36188     0.00000     0.00000
   -20.34888     0.00000     0.00000
   -20.33688     0.00000     0.00000
   -20.32388     0.00000     0.00000
   -20.31088     0.00000     0.00000
   -20.29888     0.00000     0.00000
   -20.28588     0.00000     0.00000
   -20.27388     0.00000     0.00000
   -20.26088     0.00000     0.00000
   -20.24888     0.00000     0.00000
   -20.23588     0.00000     0.00000
   -20.22288     0.00000     0.00000
   -20.21088     0.00000     0.00000
   -20.19788     0.00000     0.00000
   -20.18588     0.00000     0.00000
   -20.17288     0.00000     0.00000
   -20.16088     0.00000     0.00000
   -20.14788     0.00000     0.00000
   -20.13488     0.00000     0.00000
   -20.12288     0.00000     0.00000
   -20.10988     0.00000     0.00000
   -20.09788     0.00000     0.00000
   -20.08488     0.00000     0.00000
   -20.07288     0.00000     0.00000
   -20.05988     0.00000     0.00000
   -20.04688     0.00000     0.00000
   -20.03488     0.00000     0.00000
   -20.02188     0.00000     0.00000
   -20.00988     0.00000     0.00000
   -19.99688     0.00000     0.00000
   -19.98488     0.00000     0.00000
   -19.97188     0.00000     0.00000
   -19.95888     0.00000     0.00000
   -19.94688     0.00000     0.00000
   -19.93388     0.00000     0.00000
   -19.92188     0.00000     0.00000
   -19.90888     0.00000     0.00000
   -19.89688     0.00000     0.00000
   -19.88388     0.00000     0.00000
   -19.87088     0.00000     0.00000
   -19.85888     0.00000     0.00000
   -19.84588     0.00000     0.00000
   -19.83388     0.00000     0.00000
   -19.82088     0.00000     0.00000
   -19.80888     0.00000     0.00000
   -19.79588     0.00000     0.00000
   -19.78388     0.00000     0.00000
   -19.77088     0.00000     0.00000
   -19.75788     0.00000     0.00000
   -19.74588     0.00000     0.00000
   -19.73288     0.00000     0.00000
   -19.72088     0.00000     0.00000
   -19.70788     0.00000     0.00000
