     #Energy      1&3_px
   -13.15693     0.00000
   -13.14593     0.00000
   -13.13493     0.00000
   -13.12393     0.00000
   -13.11293     0.00000
   -13.10093     0.00000
   -13.08993     0.00000
   -13.07893     0.00000
   -13.06793     0.00000
   -13.05693     0.00000
   -13.04593     0.00000
   -13.03493     0.00000
   -13.02293     0.00000
   -13.01193     0.00000
   -13.00093     0.00000
   -12.98993     0.00000
   -12.97893     0.00000
   -12.96793     0.00000
   -12.95593     0.00000
   -12.94493     0.00000
   -12.93393     0.00000
   -12.92293     0.00000
   -12.91193     0.00000
   -12.90093     0.00000
   -12.88993     0.00000
   -12.87793     0.00000
   -12.86693     0.00000
   -12.85593     0.00000
   -12.84493     0.00000
   -12.83393     0.00000
   -12.82293     0.00000
   -12.81093     0.00000
   -12.79993     0.00000
   -12.78893     0.00000
   -12.77793     0.00000
   -12.76693     0.00000
   -12.75593     0.00000
   -12.74393     0.00000
   -12.73293     0.00000
   -12.72193     0.00000
   -12.71093     0.00000
   -12.69993     0.00000
   -12.68893     0.00000
   -12.67793     0.00000
   -12.66593     0.00000
   -12.65493     0.00000
   -12.64393     0.00000
   -12.63293     0.00000
   -12.62193     0.00000
   -12.61093     0.00000
   -12.59893     0.00000
   -12.58793     0.00000
   -12.57693     0.00000
   -12.56593     0.00000
   -12.55493     0.00000
   -12.54393     0.00000
   -12.53293     0.00000
   -12.52093     0.00000
   -12.50993     0.00000
   -12.49893     0.00000
   -12.48793     0.00000
   -12.47693     0.00000
   -12.46593     0.00000
   -12.45393     0.00000
   -12.44293     0.00000
   -12.43193     0.00000
   -12.42093     0.00000
   -12.40993     0.00000
   -12.39893     0.00000
   -12.38793     0.00000
   -12.37593     0.00000
   -12.36493     0.00000
   -12.35393     0.00000
   -12.34293     0.00000
   -12.33193     0.00000
   -12.32093     0.00000
   -12.30893     0.00000
   -12.29793     0.00000
   -12.28693     0.00000
   -12.27593     0.00000
   -12.26493     0.00000
   -12.25393     0.00000
   -12.24193     0.00000
   -12.23093     0.00000
   -12.21993     0.00000
   -12.20893     0.00000
   -12.19793     0.00000
   -12.18693     0.00000
   -12.17593     0.00000
   -12.16393     0.00000
   -12.15293     0.00000
   -12.14193     0.00000
   -12.13093     0.00001
   -12.11993     0.00002
   -12.10893     0.00005
   -12.09693     0.00009
   -12.08593     0.00016
   -12.07493     0.00024
   -12.06393     0.00034
   -12.05293     0.00044
   -12.04193     0.00050
   -12.03093     0.00053
   -12.01893     0.00050
   -12.00793     0.00043
   -11.99693     0.00034
   -11.98593     0.00024
   -11.97493     0.00015
   -11.96393     0.00009
   -11.95193     0.00005
   -11.94093     0.00002
   -11.92993     0.00001
   -11.91893     0.00001
   -11.90793     0.00001
   -11.89693     0.00001
   -11.88493     0.00003
   -11.87393     0.00006
   -11.86293     0.00012
   -11.85193     0.00021
   -11.84093     0.00035
   -11.82993     0.00051
   -11.81893     0.00069
   -11.80693     0.00084
   -11.79593     0.00093
   -11.78493     0.00093
   -11.77393     0.00085
   -11.76293     0.00070
   -11.75193     0.00052
   -11.73993     0.00035
   -11.72893     0.00022
   -11.71793     0.00012
   -11.70693     0.00006
   -11.69593     0.00003
   -11.68493     0.00001
   -11.67393     0.00000
   -11.66193     0.00000
   -11.65093     0.00000
   -11.63993     0.00000
   -11.62893     0.00000
   -11.61793     0.00000
   -11.60693     0.00000
   -11.59493     0.00000
   -11.58393     0.00000
   -11.57293     0.00000
   -11.56193     0.00000
   -11.55093     0.00000
   -11.53993     0.00000
   -11.52793     0.00000
   -11.51693     0.00000
   -11.50593     0.00001
   -11.49493     0.00003
   -11.48393     0.00008
   -11.47293     0.00019
   -11.46193     0.00038
   -11.44993     0.00069
   -11.43893     0.00114
   -11.42793     0.00171
   -11.41693     0.00233
   -11.40593     0.00286
   -11.39493     0.00320
   -11.38293     0.00326
   -11.37193     0.00306
   -11.36093     0.00267
   -11.34993     0.00226
   -11.33893     0.00196
   -11.32793     0.00182
   -11.31693     0.00183
   -11.30493     0.00192
   -11.29393     0.00197
   -11.28293     0.00192
   -11.27193     0.00178
   -11.26093     0.00161
   -11.24993     0.00153
   -11.23793     0.00167
   -11.22693     0.00210
   -11.21593     0.00281
   -11.20493     0.00371
   -11.19393     0.00462
   -11.18293     0.00533
   -11.17193     0.00569
   -11.15993     0.00567
   -11.14893     0.00537
   -11.13793     0.00496
   -11.12693     0.00459
   -11.11593     0.00433
   -11.10493     0.00415
   -11.09293     0.00396
   -11.08193     0.00364
   -11.07093     0.00315
   -11.05993     0.00255
   -11.04893     0.00190
   -11.03793     0.00130
   -11.02593     0.00082
   -11.01493     0.00047
   -11.00393     0.00025
   -10.99293     0.00012
   -10.98193     0.00005
   -10.97093     0.00002
   -10.95993     0.00001
   -10.94793     0.00000
   -10.93693     0.00000
   -10.92593     0.00000
   -10.91493     0.00000
   -10.90393     0.00000
   -10.89293     0.00000
   -10.88093     0.00000
   -10.86993     0.00000
   -10.85893     0.00000
   -10.84793     0.00001
   -10.83693     0.00003
   -10.82593     0.00008
   -10.81493     0.00021
   -10.80293     0.00047
   -10.79193     0.00100
   -10.78093     0.00192
   -10.76993     0.00336
   -10.75893     0.00536
   -10.74793     0.00779
   -10.73593     0.01031
   -10.72493     0.01243
   -10.71393     0.01366
   -10.70293     0.01369
   -10.69193     0.01258
   -10.68093     0.01073
   -10.66893     0.00878
   -10.65793     0.00738
   -10.64693     0.00701
   -10.63593     0.00781
   -10.62493     0.00963
   -10.61393     0.01203
   -10.60293     0.01447
   -10.59093     0.01649
   -10.57993     0.01779
   -10.56893     0.01830
   -10.55793     0.01805
   -10.54693     0.01713
   -10.53593     0.01556
   -10.52393     0.01342
   -10.51293     0.01087
   -10.50193     0.00819
   -10.49093     0.00570
   -10.47993     0.00364
   -10.46893     0.00212
   -10.45793     0.00113
   -10.44593     0.00055
   -10.43493     0.00024
   -10.42393     0.00010
   -10.41293     0.00004
   -10.40193     0.00002
   -10.39093     0.00004
   -10.37893     0.00009
   -10.36793     0.00022
   -10.35693     0.00049
   -10.34593     0.00098
   -10.33493     0.00177
   -10.32393     0.00291
   -10.31293     0.00434
   -10.30093     0.00586
   -10.28993     0.00716
   -10.27893     0.00794
   -10.26793     0.00799
   -10.25693     0.00732
   -10.24593     0.00618
   -10.23393     0.00495
   -10.22293     0.00407
   -10.21193     0.00391
   -10.20093     0.00470
   -10.18993     0.00650
   -10.17893     0.00919
   -10.16693     0.01241
   -10.15593     0.01563
   -10.14493     0.01826
   -10.13393     0.01984
   -10.12293     0.02024
   -10.11193     0.01963
   -10.10093     0.01849
   -10.08893     0.01727
   -10.07793     0.01623
   -10.06693     0.01529
   -10.05593     0.01420
   -10.04493     0.01271
   -10.03393     0.01077
   -10.02193     0.00853
   -10.01093     0.00630
    -9.99993     0.00436
    -9.98893     0.00284
    -9.97793     0.00178
    -9.96693     0.00109
    -9.95593     0.00065
    -9.94393     0.00038
    -9.93293     0.00022
    -9.92193     0.00012
    -9.91093     0.00007
    -9.89993     0.00004
    -9.88893     0.00003
    -9.87693     0.00006
    -9.86593     0.00015
    -9.85493     0.00038
    -9.84393     0.00088
    -9.83293     0.00184
    -9.82193     0.00348
    -9.80993     0.00596
    -9.79893     0.00926
    -9.78793     0.01307
    -9.77693     0.01678
    -9.76593     0.01971
    -9.75493     0.02136
    -9.74393     0.02174
    -9.73193     0.02138
    -9.72093     0.02118
    -9.70993     0.02189
    -9.69893     0.02384
    -9.68793     0.02674
    -9.67693     0.02984
    -9.66493     0.03231
    -9.65393     0.03352
    -9.64293     0.03325
    -9.63193     0.03164
    -9.62093     0.02912
    -9.60993     0.02621
    -9.59893     0.02343
    -9.58693     0.02122
    -9.57593     0.01986
    -9.56493     0.01935
    -9.55393     0.01941
    -9.54293     0.01960
    -9.53193     0.01952
    -9.51993     0.01901
    -9.50893     0.01818
    -9.49793     0.01727
    -9.48693     0.01640
    -9.47593     0.01548
    -9.46493     0.01427
    -9.45293     0.01258
    -9.44193     0.01040
    -9.43093     0.00797
    -9.41993     0.00567
    -9.40893     0.00384
    -9.39793     0.00272
    -9.38693     0.00245
    -9.37493     0.00309
    -9.36393     0.00468
    -9.35293     0.00728
    -9.34193     0.01091
    -9.33093     0.01556
    -9.31993     0.02120
    -9.30793     0.02769
    -9.29693     0.03472
    -9.28593     0.04168
    -9.27493     0.04765
    -9.26393     0.05151
    -9.25293     0.05231
    -9.24193     0.04960
    -9.22993     0.04371
    -9.21893     0.03562
    -9.20793     0.02676
    -9.19693     0.01848
    -9.18593     0.01169
    -9.17493     0.00676
    -9.16293     0.00357
    -9.15193     0.00173
    -9.14093     0.00080
    -9.12993     0.00045
    -9.11893     0.00052
    -9.10793     0.00104
    -9.09693     0.00222
    -9.08493     0.00441
    -9.07393     0.00795
    -9.06293     0.01301
    -9.05193     0.01930
    -9.04093     0.02596
    -9.02993     0.03168
    -9.01793     0.03506
    -9.00693     0.03521
    -8.99593     0.03209
    -8.98493     0.02655
    -8.97393     0.01995
    -8.96293     0.01363
    -8.95093     0.00846
    -8.93993     0.00479
    -8.92893     0.00248
    -8.91793     0.00122
    -8.90693     0.00067
    -8.89593     0.00063
    -8.88493     0.00105
    -8.87293     0.00201
    -8.86193     0.00366
    -8.85093     0.00608
    -8.83993     0.00918
    -8.82893     0.01256
    -8.81793     0.01557
    -8.80593     0.01748
    -8.79493     0.01778
    -8.78393     0.01639
    -8.77293     0.01368
    -8.76193     0.01036
    -8.75093     0.00711
    -8.73993     0.00445
    -8.72793     0.00258
    -8.71693     0.00147
    -8.70593     0.00097
    -8.69493     0.00088
    -8.68393     0.00105
    -8.67293     0.00133
    -8.66093     0.00161
    -8.64993     0.00179
    -8.63893     0.00182
    -8.62793     0.00168
    -8.61693     0.00142
    -8.60593     0.00110
    -8.59393     0.00078
    -8.58293     0.00053
    -8.57193     0.00037
    -8.56093     0.00029
    -8.54993     0.00030
    -8.53893     0.00043
    -8.52793     0.00071
    -8.51593     0.00125
    -8.50493     0.00214
    -8.49393     0.00345
    -8.48293     0.00518
    -8.47193     0.00712
    -8.46093     0.00895
    -8.44893     0.01023
    -8.43793     0.01067
    -8.42693     0.01021
    -8.41593     0.00915
    -8.40493     0.00814
    -8.39393     0.00796
    -8.38293     0.00941
    -8.37093     0.01301
    -8.35993     0.01881
    -8.34893     0.02620
    -8.33793     0.03390
    -8.32693     0.04038
    -8.31593     0.04439
    -8.30393     0.04554
    -8.29293     0.04446
    -8.28193     0.04238
    -8.27093     0.04042
    -8.25993     0.03892
    -8.24893     0.03744
    -8.23793     0.03512
    -8.22593     0.03135
    -8.21493     0.02616
    -8.20393     0.02022
    -8.19293     0.01440
    -8.18193     0.00944
    -8.17093     0.00570
    -8.15893     0.00318
    -8.14793     0.00165
    -8.13693     0.00079
    -8.12593     0.00036
    -8.11493     0.00015
    -8.10393     0.00006
    -8.09193     0.00002
    -8.08093     0.00001
    -8.06993     0.00000
    -8.05893     0.00000
    -8.04793     0.00000
    -8.03693     0.00000
    -8.02593     0.00000
    -8.01393     0.00001
    -8.00293     0.00002
    -7.99193     0.00006
    -7.98093     0.00018
    -7.96993     0.00048
    -7.95893     0.00117
    -7.94693     0.00256
    -7.93593     0.00510
    -7.92493     0.00920
    -7.91393     0.01507
    -7.90293     0.02246
    -7.89193     0.03046
    -7.88093     0.03770
    -7.86893     0.04267
    -7.85793     0.04435
    -7.84693     0.04251
    -7.83593     0.03778
    -7.82493     0.03129
    -7.81393     0.02426
    -7.80193     0.01768
    -7.79093     0.01212
    -7.77993     0.00781
    -7.76893     0.00476
    -7.75793     0.00278
    -7.74693     0.00166
    -7.73493     0.00119
    -7.72393     0.00119
    -7.71293     0.00158
    -7.70193     0.00226
    -7.69093     0.00315
    -7.67993     0.00409
    -7.66893     0.00489
    -7.65693     0.00535
    -7.64593     0.00532
    -7.63493     0.00483
    -7.62393     0.00403
    -7.61293     0.00316
    -7.60193     0.00247
    -7.58993     0.00217
    -7.57893     0.00236
    -7.56793     0.00309
    -7.55693     0.00434
    -7.54593     0.00607
    -7.53493     0.00819
    -7.52393     0.01061
    -7.51193     0.01318
    -7.50093     0.01573
    -7.48993     0.01803
    -7.47893     0.01980
    -7.46793     0.02076
    -7.45693     0.02066
    -7.44493     0.01942
    -7.43393     0.01713
    -7.42293     0.01417
    -7.41193     0.01109
    -7.40093     0.00850
    -7.38993     0.00696
    -7.37893     0.00685
    -7.36693     0.00836
    -7.35593     0.01137
    -7.34493     0.01546
    -7.33393     0.01985
    -7.32293     0.02352
    -7.31193     0.02548
    -7.29993     0.02518
    -7.28893     0.02265
    -7.27793     0.01856
    -7.26693     0.01392
    -7.25593     0.00973
    -7.24493     0.00664
    -7.23293     0.00493
    -7.22193     0.00448
    -7.21093     0.00499
    -7.19993     0.00602
    -7.18893     0.00713
    -7.17793     0.00796
    -7.16693     0.00828
    -7.15493     0.00810
    -7.14393     0.00760
    -7.13293     0.00723
    -7.12193     0.00761
    -7.11093     0.00956
    -7.09993     0.01394
    -7.08793     0.02140
    -7.07693     0.03192
    -7.06593     0.04446
    -7.05493     0.05683
    -7.04393     0.06619
    -7.03293     0.07005
    -7.02193     0.06730
    -7.00993     0.05870
    -6.99893     0.04657
    -6.98793     0.03382
    -6.97693     0.02302
    -6.96593     0.01585
    -6.95493     0.01303
    -6.94293     0.01466
    -6.93193     0.02034
    -6.92093     0.02924
    -6.90993     0.03999
    -6.89893     0.05078
    -6.88793     0.05984
    -6.87593     0.06600
    -6.86493     0.06897
    -6.85393     0.06925
    -6.84293     0.06756
    -6.83193     0.06440
    -6.82093     0.05983
    -6.80993     0.05381
    -6.79793     0.04647
    -6.78693     0.03831
    -6.77593     0.03013
    -6.76493     0.02278
    -6.75393     0.01689
    -6.74293     0.01275
    -6.73093     0.01024
    -6.71993     0.00893
    -6.70893     0.00824
    -6.69793     0.00762
    -6.68693     0.00678
    -6.67593     0.00568
    -6.66493     0.00455
    -6.65293     0.00377
    -6.64193     0.00385
    -6.63093     0.00541
    -6.61993     0.00912
    -6.60893     0.01565
    -6.59793     0.02536
    -6.58593     0.03791
    -6.57493     0.05201
    -6.56393     0.06540
    -6.55293     0.07539
    -6.54193     0.07970
    -6.53093     0.07732
    -6.51893     0.06894
    -6.50793     0.05672
    -6.49693     0.04354
    -6.48593     0.03206
    -6.47493     0.02396
    -6.46393     0.01969
    -6.45293     0.01859
    -6.44093     0.01935
    -6.42993     0.02058
    -6.41893     0.02128
    -6.40793     0.02120
    -6.39693     0.02074
    -6.38593     0.02066
    -6.37393     0.02165
    -6.36293     0.02410
    -6.35193     0.02810
    -6.34093     0.03378
    -6.32993     0.04146
    -6.31893     0.05148
    -6.30793     0.06358
    -6.29593     0.07630
    -6.28493     0.08697
    -6.27393     0.09250
    -6.26293     0.09081
    -6.25193     0.08190
    -6.24093     0.06790
    -6.22893     0.05218
    -6.21793     0.03792
    -6.20693     0.02696
    -6.19593     0.01964
    -6.18493     0.01512
    -6.17393     0.01219
    -6.16293     0.00989
    -6.15093     0.00772
    -6.13993     0.00563
    -6.12893     0.00378
    -6.11793     0.00231
    -6.10693     0.00129
    -6.09593     0.00066
    -6.08393     0.00032
    -6.07293     0.00020
    -6.06193     0.00027
    -6.05093     0.00064
    -6.03993     0.00158
    -6.02893     0.00364
    -6.01693     0.00767
    -6.00593     0.01474
    -5.99493     0.02586
    -5.98393     0.04148
    -5.97293     0.06100
    -5.96193     0.08265
    -5.95093     0.10375
    -5.93893     0.12147
    -5.92793     0.13355
    -5.91693     0.13865
    -5.90593     0.13631
    -5.89493     0.12677
    -5.88393     0.11108
    -5.87193     0.09109
    -5.86093     0.06944
    -5.84993     0.04888
    -5.83893     0.03160
    -5.82793     0.01868
    -5.81693     0.01007
    -5.80593     0.00494
    -5.79393     0.00220
    -5.78293     0.00089
    -5.77193     0.00033
    -5.76093     0.00011
    -5.74993     0.00003
    -5.73893     0.00001
    -5.72693     0.00001
    -5.71593     0.00002
    -5.70493     0.00007
    -5.69393     0.00022
    -5.68293     0.00063
    -5.67193     0.00165
    -5.65993     0.00389
    -5.64893     0.00835
    -5.63793     0.01630
    -5.62693     0.02893
    -5.61593     0.04668
    -5.60493     0.06848
    -5.59393     0.09134
    -5.58193     0.11079
    -5.57093     0.12220
    -5.55993     0.12254
    -5.54893     0.11173
    -5.53793     0.09261
    -5.52693     0.06979
    -5.51493     0.04781
    -5.50393     0.02978
    -5.49293     0.01686
    -5.48193     0.00868
    -5.47093     0.00407
    -5.45993     0.00174
    -5.44893     0.00068
    -5.43693     0.00026
    -5.42593     0.00013
    -5.41493     0.00014
    -5.40393     0.00024
    -5.39293     0.00044
    -5.38193     0.00073
    -5.36993     0.00112
    -5.35893     0.00155
    -5.34793     0.00195
    -5.33693     0.00224
    -5.32593     0.00238
    -5.31493     0.00246
    -5.30393     0.00277
    -5.29193     0.00389
    -5.28093     0.00687
    -5.26993     0.01319
    -5.25893     0.02460
    -5.24793     0.04253
    -5.23693     0.06707
    -5.22493     0.09607
    -5.21393     0.12489
    -5.20293     0.14740
    -5.19193     0.15837
    -5.18093     0.15577
    -5.16993     0.14197
    -5.15793     0.12275
    -5.14693     0.10478
    -5.13593     0.09270
    -5.12493     0.08747
    -5.11393     0.08657
    -5.10293     0.08585
    -5.09193     0.08163
    -5.07993     0.07243
    -5.06893     0.05909
    -5.05793     0.04401
    -5.04693     0.02985
    -5.03593     0.01840
    -5.02493     0.01030
    -5.01293     0.00524
    -5.00193     0.00242
    -4.99093     0.00101
    -4.97993     0.00039
    -4.96893     0.00013
    -4.95793     0.00004
    -4.94693     0.00001
    -4.93493     0.00000
    -4.92393     0.00000
    -4.91293     0.00000
    -4.90193     0.00000
    -4.89093     0.00000
    -4.87993     0.00000
    -4.86793     0.00000
    -4.85693     0.00000
    -4.84593     0.00001
    -4.83493     0.00004
    -4.82393     0.00013
    -4.81293     0.00038
    -4.80093     0.00100
    -4.78993     0.00239
    -4.77893     0.00518
    -4.76793     0.01019
    -4.75693     0.01817
    -4.74593     0.02932
    -4.73493     0.04290
    -4.72293     0.05684
    -4.71193     0.06824
    -4.70093     0.07422
    -4.68993     0.07314
    -4.67893     0.06530
    -4.66793     0.05281
    -4.65593     0.03870
    -4.64493     0.02570
    -4.63393     0.01546
    -4.62293     0.00844
    -4.61193     0.00423
    -4.60093     0.00205
    -4.58993     0.00124
    -4.57793     0.00139
    -4.56693     0.00240
    -4.55593     0.00435
    -4.54493     0.00735
    -4.53393     0.01130
    -4.52293     0.01574
    -4.51093     0.01987
    -4.49993     0.02272
    -4.48893     0.02354
    -4.47793     0.02212
    -4.46693     0.01884
    -4.45593     0.01461
    -4.44393     0.01044
    -4.43293     0.00716
    -4.42193     0.00527
    -4.41093     0.00499
    -4.39993     0.00631
    -4.38893     0.00910
    -4.37793     0.01309
    -4.36593     0.01787
    -4.35493     0.02286
    -4.34393     0.02746
    -4.33293     0.03100
    -4.32193     0.03294
    -4.31093     0.03285
    -4.29893     0.03065
    -4.28793     0.02660
    -4.27693     0.02136
    -4.26593     0.01581
    -4.25493     0.01077
    -4.24393     0.00683
    -4.23293     0.00428
    -4.22093     0.00325
    -4.20993     0.00386
    -4.19893     0.00637
    -4.18793     0.01118
    -4.17693     0.01849
    -4.16593     0.02798
    -4.15393     0.03850
    -4.14293     0.04802
    -4.13193     0.05430
    -4.12093     0.05566
    -4.10993     0.05169
    -4.09893     0.04350
    -4.08793     0.03316
    -4.07593     0.02292
    -4.06493     0.01434
    -4.05393     0.00813
    -4.04293     0.00418
    -4.03193     0.00194
    -4.02093     0.00082
    -4.00893     0.00031
    -3.99793     0.00011
    -3.98693     0.00003
    -3.97593     0.00001
    -3.96493     0.00001
    -3.95393     0.00003
    -3.94193     0.00008
    -3.93093     0.00023
    -3.91993     0.00057
    -3.90893     0.00130
    -3.89793     0.00268
    -3.88693     0.00500
    -3.87593     0.00847
    -3.86393     0.01299
    -3.85293     0.01806
    -3.84193     0.02278
    -3.83093     0.02612
    -3.81993     0.02735
    -3.80893     0.02654
    -3.79693     0.02470
    -3.78593     0.02357
    -3.77493     0.02524
    -3.76393     0.03136
    -3.75293     0.04260
    -3.74193     0.05810
    -3.73093     0.07544
    -3.71893     0.09114
    -3.70793     0.10156
    -3.69693     0.10416
    -3.68593     0.09832
    -3.67493     0.08547
    -3.66393     0.06865
    -3.65193     0.05149
    -3.64093     0.03740
    -3.62993     0.02907
    -3.61893     0.02842
    -3.60793     0.03653
    -3.59693     0.05343
    -3.58493     0.07742
    -3.57393     0.10475
    -3.56293     0.13002
    -3.55193     0.14781
    -3.54093     0.15487
    -3.52993     0.15165
    -3.51893     0.14207
    -3.50693     0.13143
    -3.49593     0.12363
    -3.48493     0.11941
    -3.47393     0.11667
    -3.46293     0.11229
    -3.45193     0.10428
    -3.43993     0.09286
    -3.42893     0.07997
    -3.41793     0.06803
    -3.40693     0.05869
    -3.39593     0.05253
    -3.38493     0.04938
    -3.37393     0.04903
    -3.36193     0.05158
    -3.35093     0.05735
    -3.33993     0.06635
    -3.32893     0.07763
    -3.31793     0.08912
    -3.30693     0.09805
    -3.29493     0.10187
    -3.28393     0.09914
    -3.27293     0.09009
    -3.26193     0.07638
    -3.25093     0.06046
    -3.23993     0.04481
    -3.22893     0.03140
    -3.21693     0.02168
    -3.20593     0.01677
    -3.19493     0.01796
    -3.18393     0.02698
    -3.17293     0.04584
    -3.16193     0.07586
    -3.14993     0.11617
    -3.13893     0.16239
    -3.12793     0.20660
    -3.11693     0.23940
    -3.10593     0.25280
    -3.09493     0.24400
    -3.08293     0.21600
    -3.07193     0.17624
    -3.06093     0.13358
    -3.04993     0.09516
    -3.03893     0.06532
    -3.02793     0.04607
    -3.01693     0.03843
    -3.00493     0.04375
    -2.99393     0.06410
    -2.98293     0.10139
    -2.97193     0.15564
    -2.96093     0.22280
    -2.94993     0.29400
    -2.93793     0.35660
    -2.92693     0.39800
    -2.91593     0.41100
    -2.90493     0.39670
    -2.89393     0.36470
    -2.88293     0.32840
    -2.87193     0.29940
    -2.85993     0.28340
    -2.84893     0.27970
    -2.83793     0.28380
    -2.82693     0.29140
    -2.81593     0.30020
    -2.80493     0.30900
    -2.79293     0.31670
    -2.78193     0.32000
    -2.77093     0.31400
    -2.75993     0.29450
    -2.74893     0.26020
    -2.73793     0.21460
    -2.72593     0.16473
    -2.71493     0.11865
    -2.70393     0.08264
    -2.69293     0.05962
    -2.68193     0.04912
    -2.67093     0.04858
    -2.65993     0.05486
    -2.64793     0.06580
    -2.63693     0.08105
    -2.62593     0.10201
    -2.61493     0.13056
    -2.60393     0.16706
    -2.59293     0.20860
    -2.58093     0.24820
    -2.56993     0.27740
    -2.55893     0.28860
    -2.54793     0.27840
    -2.53693     0.24960
    -2.52593     0.20900
    -2.51493     0.16565
    -2.50293     0.12698
    -2.49193     0.09746
    -2.48093     0.07853
    -2.46993     0.06977
    -2.45893     0.07021
    -2.44793     0.07901
    -2.43593     0.09519
    -2.42493     0.11710
    -2.41393     0.14232
    -2.40293     0.16818
    -2.39193     0.19272
    -2.38093     0.21530
    -2.36993     0.23620
    -2.35793     0.25540
    -2.34693     0.27220
    -2.33593     0.28540
    -2.32493     0.29480
    -2.31393     0.30180
    -2.30293     0.30940
    -2.29093     0.31950
    -2.27993     0.33060
    -2.26893     0.33870
    -2.25793     0.33930
    -2.24693     0.33030
    -2.23593     0.31350
    -2.22393     0.29320
    -2.21293     0.27380
    -2.20193     0.25760
    -2.19093     0.24400
    -2.17993     0.23150
    -2.16893     0.21820
    -2.15793     0.20390
    -2.14593     0.19072
    -2.13493     0.18246
    -2.12393     0.18362
    -2.11293     0.19824
    -2.10193     0.22870
    -2.09093     0.27440
    -2.07893     0.33110
    -2.06793     0.38980
    -2.05693     0.43800
    -2.04593     0.46320
    -2.03493     0.45710
    -2.02393     0.41970
    -2.01293     0.36030
    -2.00093     0.29380
    -1.98993     0.23520
    -1.97893     0.19370
    -1.96793     0.17131
    -1.95693     0.16357
    -1.94593     0.16319
    -1.93393     0.16343
    -1.92293     0.16032
    -1.91193     0.15298
    -1.90093     0.14308
    -1.88993     0.13372
    -1.87893     0.12860
    -1.86693     0.13122
    -1.85593     0.14435
    -1.84493     0.16908
    -1.83393     0.20380
    -1.82293     0.24400
    -1.81193     0.28180
    -1.80093     0.30920
    -1.78893     0.31980
    -1.77793     0.31180
    -1.76693     0.28760
    -1.75593     0.25280
    -1.74493     0.21240
    -1.73393     0.17105
    -1.72193     0.13172
    -1.71093     0.09687
    -1.69993     0.06868
    -1.68893     0.04891
    -1.67793     0.03863
    -1.66693     0.03801
    -1.65593     0.04646
    -1.64393     0.06278
    -1.63293     0.08500
    -1.62193     0.11007
    -1.61093     0.13382
    -1.59993     0.15150
    -1.58893     0.15936
    -1.57693     0.15652
    -1.56593     0.14656
    -1.55493     0.13746
    -1.54393     0.13970
    -1.53293     0.16296
    -1.52193     0.21200
    -1.50993     0.28400
    -1.49893     0.36710
    -1.48793     0.44380
    -1.47693     0.49680
    -1.46593     0.51520
    -1.45493     0.49880
    -1.44393     0.45680
    -1.43193     0.40240
    -1.42093     0.34720
    -1.40993     0.29780
    -1.39893     0.25580
    -1.38793     0.22060
    -1.37693     0.19223
    -1.36493     0.17175
    -1.35393     0.16088
    -1.34293     0.16124
    -1.33193     0.17372
    -1.32093     0.19805
    -1.30993     0.23220
    -1.29893     0.27200
    -1.28693     0.31080
    -1.27593     0.34100
    -1.26493     0.35660
    -1.25393     0.35620
    -1.24293     0.34330
    -1.23193     0.32380
    -1.21993     0.30280
    -1.20893     0.28130
    -1.19793     0.25700
    -1.18693     0.22660
    -1.17593     0.18898
    -1.16493     0.14675
    -1.15393     0.10501
    -1.14193     0.06884
    -1.13093     0.04132
    -1.11993     0.02298
    -1.10893     0.01256
    -1.09793     0.00829
    -1.08693     0.00879
    -1.07493     0.01337
    -1.06393     0.02178
    -1.05293     0.03366
    -1.04193     0.04814
    -1.03093     0.06381
    -1.01993     0.07934
    -1.00793     0.09414
    -0.99693     0.10866
    -0.98593     0.12377
    -0.97493     0.13951
    -0.96393     0.15397
    -0.95293     0.16355
    -0.94193     0.16447
    -0.92993     0.15496
    -0.91893     0.13671
    -0.90793     0.11475
    -0.89693     0.09595
    -0.88593     0.08666
    -0.87493     0.09066
    -0.86293     0.10772
    -0.85193     0.13344
    -0.84093     0.16019
    -0.82993     0.17954
    -0.81893     0.18512
    -0.80793     0.17486
    -0.79693     0.15163
    -0.78493     0.12171
    -0.77393     0.09244
    -0.76293     0.06997
    -0.75193     0.05842
    -0.74093     0.05985
    -0.72993     0.07475
    -0.71793     0.10196
    -0.70693     0.13824
    -0.69593     0.17844
    -0.68493     0.21680
    -0.67393     0.24950
    -0.66293     0.27630
    -0.65093     0.30070
    -0.63993     0.32660
    -0.62893     0.35510
    -0.61793     0.38160
    -0.60693     0.39720
    -0.59593     0.39320
    -0.58493     0.36500
    -0.57293     0.31520
    -0.56193     0.25260
    -0.55093     0.18828
    -0.53993     0.13243
    -0.52893     0.09133
    -0.51793     0.06679
    -0.50593     0.05684
    -0.49493     0.05705
    -0.48393     0.06212
    -0.47293     0.06741
    -0.46193     0.07025
    -0.45093     0.07076
    -0.43993     0.07164
    -0.42793     0.07696
    -0.41693     0.09024
    -0.40593     0.11259
    -0.39493     0.14186
    -0.38393     0.17342
    -0.37293     0.20220
    -0.36093     0.22530
    -0.34993     0.24390
    -0.33893     0.26260
    -0.32793     0.28730
    -0.31693     0.32100
    -0.30593     0.36080
    -0.29493     0.39800
    -0.28293     0.42070
    -0.27193     0.41920
    -0.26093     0.39070
    -0.24993     0.34010
    -0.23893     0.27820
    -0.22793     0.21700
    -0.21593     0.16508
    -0.20493     0.12580
    -0.19393     0.09776
    -0.18293     0.07727
    -0.17193     0.06089
