     #Energy      Ge_all
   -13.16793     0.00000
   -13.15693     0.00000
   -13.14593     0.00000
   -13.13493     0.00000
   -13.12393     0.00000
   -13.11293     0.00000
   -13.10093     0.00000
   -13.08993     0.00000
   -13.07893     0.00000
   -13.06793     0.00000
   -13.05693     0.00000
   -13.04593     0.00000
   -13.03493     0.00000
   -13.02293     0.00000
   -13.01193     0.00000
   -13.00093     0.00000
   -12.98993     0.00000
   -12.97893     0.00000
   -12.96793     0.00000
   -12.95593     0.00000
   -12.94493     0.00000
   -12.93393     0.00000
   -12.92293     0.00000
   -12.91193     0.00000
   -12.90093     0.00000
   -12.88993     0.00000
   -12.87793     0.00000
   -12.86693     0.00000
   -12.85593     0.00000
   -12.84493     0.00000
   -12.83393     0.00000
   -12.82293     0.00000
   -12.81093     0.00000
   -12.79993     0.00000
   -12.78893     0.00000
   -12.77793     0.00000
   -12.76693     0.00000
   -12.75593     0.00000
   -12.74393     0.00000
   -12.73293     0.00000
   -12.72193     0.00000
   -12.71093     0.00000
   -12.69993     0.00000
   -12.68893     0.00000
   -12.67793     0.00000
   -12.66593     0.00000
   -12.65493     0.00000
   -12.64393     0.00000
   -12.63293     0.00000
   -12.62193     0.00000
   -12.61093     0.00000
   -12.59893     0.00000
   -12.58793     0.00000
   -12.57693     0.00000
   -12.56593     0.00000
   -12.55493     0.00000
   -12.54393     0.00000
   -12.53293     0.00000
   -12.52093     0.00000
   -12.50993     0.00000
   -12.49893     0.00000
   -12.48793     0.00000
   -12.47693     0.00000
   -12.46593     0.00000
   -12.45393     0.00001
   -12.44293     0.00003
   -12.43193     0.00011
   -12.42093     0.00040
   -12.40993     0.00131
   -12.39893     0.00388
   -12.38793     0.01039
   -12.37593     0.02521
   -12.36493     0.05539
   -12.35393     0.11025
   -12.34293     0.19885
   -12.33193     0.32488
   -12.32093     0.48090
   -12.30893     0.64489
   -12.29793     0.78355
   -12.28693     0.86253
   -12.27593     0.86012
   -12.26493     0.77712
   -12.25393     0.63607
   -12.24193     0.47169
   -12.23093     0.31687
   -12.21993     0.19290
   -12.20893     0.10638
   -12.19793     0.05319
   -12.18693     0.02428
   -12.17593     0.01072
   -12.16393     0.00659
   -12.15293     0.01034
   -12.14193     0.02602
   -12.13093     0.06551
   -12.11993     0.15115
   -12.10893     0.31638
   -12.09693     0.60011
   -12.08593     1.03117
   -12.07493     1.60515
   -12.06393     2.26389
   -12.05293     2.89264
   -12.04193     3.34874
   -12.03093     3.51178
   -12.01893     3.33694
   -12.00793     2.87252
   -11.99693     2.24032
   -11.98593     1.58285
   -11.97493     1.01318
   -11.96393     0.58762
   -11.95193     0.30881
   -11.94093     0.14731
   -11.92993     0.06472
   -11.91893     0.02920
   -11.90793     0.02205
   -11.89693     0.03881
   -11.88493     0.08924
   -11.87393     0.19711
   -11.86293     0.39760
   -11.85193     0.72781
   -11.84093     1.20814
   -11.82993     1.81849
   -11.81893     2.48160
   -11.80693     3.07093
   -11.79593     3.44605
   -11.78493     3.50602
   -11.77393     3.23492
   -11.76293     2.70627
   -11.75193     2.05383
   -11.73993     1.41529
   -11.72893     0.89027
   -11.71793     0.52175
   -11.70693     0.30802
   -11.69593     0.22426
   -11.68493     0.24139
   -11.67393     0.33337
   -11.66193     0.47406
   -11.65093     0.63204
   -11.63993     0.76971
   -11.62893     0.85094
   -11.61793     0.85268
   -11.60693     0.77412
   -11.59493     0.63678
   -11.58393     0.47453
   -11.57293     0.32038
   -11.56193     0.19602
   -11.55093     0.10868
   -11.53993     0.05490
   -11.52793     0.02619
   -11.51693     0.01481
   -11.50593     0.01753
   -11.49493     0.03844
   -11.48393     0.09153
   -11.47293     0.20268
   -11.46193     0.40793
   -11.44993     0.74420
   -11.43893     1.23022
   -11.42793     1.84318
   -11.41693     2.50356
   -11.40593     3.08684
   -11.39493     3.46410
   -11.38293     3.55868
   -11.37193     3.39311
   -11.36093     3.08666
   -11.34993     2.81160
   -11.33893     2.71550
   -11.32793     2.85305
   -11.31693     3.16270
   -11.30493     3.49374
   -11.29393     3.67413
   -11.28293     3.59084
   -11.27193     3.23799
   -11.26093     2.71864
   -11.24993     2.19804
   -11.23793     1.83900
   -11.22693     1.74902
   -11.21593     1.95046
   -11.20493     2.38202
   -11.19393     2.92512
   -11.18293     3.44921
   -11.17193     3.86785
   -11.15993     4.17735
   -11.14893     4.45880
   -11.13793     4.83057
   -11.12693     5.37037
   -11.11593     6.04596
   -11.10493     6.70188
   -11.09293     7.11425
   -11.08193     7.08965
   -11.07093     6.55128
   -11.05993     5.57668
   -11.04893     4.35768
   -11.03793     3.12399
   -11.02593     2.06377
   -11.01493     1.28003
   -11.00393     0.79110
   -10.99293     0.55762
   -10.98193     0.51352
   -10.97093     0.58638
   -10.95993     0.70703
   -10.94793     0.81483
   -10.93693     0.86478
   -10.92593     0.83555
   -10.91493     0.73238
   -10.90393     0.58186
   -10.89293     0.41884
   -10.88093     0.27336
   -10.86993     0.16218
   -10.85893     0.08922
   -10.84793     0.05097
   -10.83693     0.04483
   -10.82593     0.07730
   -10.81493     0.17116
   -10.80293     0.37009
   -10.79193     0.73648
   -10.78093     1.33667
   -10.76993     2.21090
   -10.75893     3.33221
   -10.74793     4.58048
   -10.73593     5.74415
   -10.72493     6.57995
   -10.71393     6.89754
   -10.70293     6.64312
   -10.69193     5.92679
   -10.68093     4.98636
   -10.66893     4.10043
   -10.65793     3.50165
   -10.64693     3.32678
   -10.63593     3.60874
   -10.62493     4.30150
   -10.61393     5.31000
   -10.60293     6.51502
   -10.59093     7.78835
   -10.57993     8.99641
   -10.56893     9.99623
   -10.55793    10.63495
   -10.54693    10.76597
   -10.53593    10.29402
   -10.52393     9.22734
   -10.51293     7.69999
   -10.50193     5.94739
   -10.49093     4.23307
   -10.47993     2.76705
   -10.46893     1.65679
   -10.45793     0.90728
   -10.44593     0.45380
   -10.43493     0.20715
   -10.42393     0.08634
   -10.41293     0.03312
   -10.40193     0.01262
   -10.39093     0.00745
   -10.37893     0.01150
   -10.36793     0.02584
   -10.35693     0.05663
   -10.34593     0.11334
   -10.33493     0.20574
   -10.32393     0.33835
   -10.31293     0.50419
   -10.30093     0.68078
   -10.28993     0.83368
   -10.27893     0.92708
   -10.26793     0.94138
   -10.25693     0.88654
   -10.24593     0.80965
   -10.23393     0.79062
   -10.22293     0.93654
   -10.21193     1.36776
   -10.20093     2.19834
   -10.18993     3.50209
   -10.17893     5.26912
   -10.16693     7.36534
   -10.15593     9.52699
   -10.14493    11.40691
   -10.13393    12.67988
   -10.12293    13.15493
   -10.11193    12.84997
   -10.10093    11.99075
   -10.08893    10.91011
   -10.07793     9.91322
   -10.06693     9.17548
   -10.05593     8.71572
   -10.04493     8.44682
   -10.03393     8.24971
   -10.02193     8.02571
   -10.01093     7.70598
    -9.99993     7.24680
    -9.98893     6.62936
    -9.97793     5.87068
    -9.96693     5.02569
    -9.95593     4.17210
    -9.94393     3.37737
    -9.93293     2.68008
    -9.92193     2.08389
    -9.91093     1.57750
    -9.89993     1.14910
    -9.88893     0.79693
    -9.87693     0.52641
    -9.86593     0.34677
    -9.85493     0.27002
    -9.84393     0.31732
    -9.83293     0.52425
    -9.82193     0.93699
    -9.80993     1.59221
    -9.79893     2.48261
    -9.78793     3.52900
    -9.77693     4.57947
    -9.76593     5.45437
    -9.75493     6.02898
    -9.74393     6.30245
    -9.73193     6.41360
    -9.72093     6.57988
    -9.70993     6.98984
    -9.69893     7.70840
    -9.68793     8.64068
    -9.67693     9.57139
    -9.66493    10.25189
    -9.65393    10.49690
    -9.64293    10.24805
    -9.63193     9.59409
    -9.62093     8.73208
    -9.60993     7.89748
    -9.59893     7.27597
    -9.58693     6.94103
    -9.57593     6.83195
    -9.56493     6.78530
    -9.55393     6.62213
    -9.54293     6.21876
    -9.53193     5.56726
    -9.51993     4.77558
    -9.50893     3.99485
    -9.49793     3.35087
    -9.48693     2.88864
    -9.47593     2.56585
    -9.46493     2.29576
    -9.45293     2.00083
    -9.44193     1.65200
    -9.43093     1.27411
    -9.41993     0.92472
    -9.40893     0.66802
    -9.39793     0.55940
    -9.38693     0.64108
    -9.37493     0.94458
    -9.36393     1.48539
    -9.35293     2.25021
    -9.34193     3.18818
    -9.33093     4.21337
    -9.31993     5.22864
    -9.30793     6.15199
    -9.29693     6.92847
    -9.28593     7.51692
    -9.27493     7.86933
    -9.26393     7.92332
    -9.25293     7.61860
    -9.24193     6.93649
    -9.22993     5.93089
    -9.21893     4.72840
    -9.20793     3.49436
    -9.19693     2.38251
    -9.18593     1.49294
    -9.17493     0.85741
    -9.16293     0.45029
    -9.15193     0.21649
    -9.14093     0.09713
    -9.12993     0.04661
    -9.11893     0.03873
    -9.10793     0.06703
    -9.09693     0.14262
    -9.08493     0.29081
    -9.07393     0.54432
    -9.06293     0.93089
    -9.05193     1.45476
    -9.04093     2.08050
    -9.02993     2.72776
    -9.01793     3.28734
    -9.00693     3.65368
    -8.99593     3.76249
    -8.98493     3.61260
    -8.97393     3.25965
    -8.96293     2.78831
    -8.95093     2.27931
    -8.93993     1.78990
    -8.92893     1.35200
    -8.91793     0.98316
    -8.90693     0.69738
    -8.89593     0.51345
    -8.88493     0.45692
    -8.87293     0.55803
    -8.86193     0.84550
    -8.85093     1.32986
    -8.83993     1.98151
    -8.82893     2.71498
    -8.81793     3.39594
    -8.80593     3.87769
    -8.79493     4.05610
    -8.78393     3.90970
    -8.77293     3.50417
    -8.76193     2.95769
    -8.75093     2.39234
    -8.73993     1.90163
    -8.72793     1.54705
    -8.71693     1.37194
    -8.70593     1.41037
    -8.69493     1.67851
    -8.68393     2.15239
    -8.67293     2.75144
    -8.66093     3.34800
    -8.64993     3.80605
    -8.63893     4.03433
    -8.62793     4.01862
    -8.61693     3.81796
    -8.60593     3.52057
    -8.59393     3.19771
    -8.58293     2.88188
    -8.57193     2.57819
    -8.56093     2.28968
    -8.54993     2.03588
    -8.53893     1.84893
    -8.52793     1.76455
    -8.51593     1.81334
    -8.50493     2.02073
    -8.49393     2.40522
    -8.48293     2.95912
    -8.47193     3.62041
    -8.46093     4.26120
    -8.44893     4.71149
    -8.43793     4.82224
    -8.42693     4.53507
    -8.41593     3.91756
    -8.40493     3.14243
    -8.39393     2.42513
    -8.38293     1.95200
    -8.37093     1.82949
    -8.35993     2.06298
    -8.34893     2.56051
    -8.33793     3.15820
    -8.32693     3.66573
    -8.31593     3.92902
    -8.30393     3.88392
    -8.29293     3.57909
    -8.28193     3.14781
    -8.27093     2.74657
    -8.25993     2.49089
    -8.24893     2.42110
    -8.23793     2.50378
    -8.22593     2.66059
    -8.21493     2.80327
    -8.20393     2.86167
    -8.19293     2.79700
    -8.18193     2.60419
    -8.17093     2.30410
    -8.15893     1.93278
    -8.14793     1.53242
    -8.13693     1.14331
    -8.12593     0.79809
    -8.11493     0.51830
    -8.10393     0.31118
    -8.09193     0.17207
    -8.08093     0.08719
    -8.06993     0.04037
    -8.05893     0.01704
    -8.04793     0.00654
    -8.03693     0.00229
    -8.02593     0.00076
    -8.01393     0.00034
    -8.00293     0.00053
    -7.99193     0.00158
    -7.98093     0.00466
    -7.96993     0.01262
    -7.95893     0.03114
    -7.94693     0.07031
    -7.93593     0.14572
    -7.92493     0.27842
    -7.91393     0.49299
    -7.90293     0.81304
    -7.89193     1.25534
    -7.88093     1.81998
    -7.86893     2.47967
    -7.85793     3.16906
    -7.84693     3.78608
    -7.83593     4.20916
    -7.82493     4.33865
    -7.81393     4.14492
    -7.80193     3.69388
    -7.79093     3.14025
    -7.77993     2.67332
    -7.76893     2.45028
    -7.75793     2.53579
    -7.74693     2.87978
    -7.73493     3.33751
    -7.72393     3.72343
    -7.71293     3.88984
    -7.70193     3.77490
    -7.69093     3.41469
    -7.67993     2.90881
    -7.66893     2.37001
    -7.65693     1.87428
    -7.64593     1.45364
    -7.63493     1.11214
    -7.62393     0.85193
    -7.61293     0.68933
    -7.60193     0.66017
    -7.58993     0.81194
    -7.57893     1.19578
    -7.56793     1.85105
    -7.55693     2.78934
    -7.54593     3.97368
    -7.53493     5.30529
    -7.52393     6.62195
    -7.51193     7.72462
    -7.50093     8.42425
    -7.48993     8.59783
    -7.47893     8.23120
    -7.46793     7.42047
    -7.45693     6.33734
    -7.44493     5.18344
    -7.43393     4.14891
    -7.42293     3.39517
    -7.41193     3.04810
    -7.40093     3.18439
    -7.38993     3.81028
    -7.37893     4.83886
    -7.36693     6.08824
    -7.35593     7.31250
    -7.34493     8.26087
    -7.33393     8.74061
    -7.32293     8.66008
    -7.31193     8.04917
    -7.29993     7.04275
    -7.28893     5.84917
    -7.27793     4.69418
    -7.26693     3.76902
    -7.25593     3.18452
    -7.24493     2.96393
    -7.23293     3.06889
    -7.22193     3.44451
    -7.21093     4.05187
    -7.19993     4.86269
    -7.18893     5.82297
    -7.17793     6.81774
    -7.16693     7.67075
    -7.15493     8.19097
    -7.14393     8.24472
    -7.13293     7.81413
    -7.12193     7.01150
    -7.11093     6.04564
    -7.09993     5.16378
    -7.08793     4.58070
    -7.07693     4.42178
    -7.06593     4.67940
    -7.05493     5.21222
    -7.04393     5.78601
    -7.03293     6.15335
    -7.02193     6.14524
    -7.00993     5.72507
    -6.99893     4.98372
    -6.98793     4.08721
    -6.97693     3.20298
    -6.96593     2.45397
    -6.95493     1.90753
    -6.94293     1.58856
    -6.93193     1.49833
    -6.92093     1.62107
    -6.90993     1.92547
    -6.89893     2.36827
    -6.88793     2.90704
    -6.87593     3.51191
    -6.86493     4.16320
    -6.85393     4.83319
    -6.84293     5.46305
    -6.83193     5.96128
    -6.82093     6.22409
    -6.80993     6.17961
    -6.79793     5.82124
    -6.78693     5.22052
    -6.77593     4.51443
    -6.76493     3.86798
    -6.75393     3.42561
    -6.74293     3.26194
    -6.73093     3.34984
    -6.71993     3.56485
    -6.70893     3.73191
    -6.69793     3.69718
    -6.68693     3.39146
    -6.67593     2.85284
    -6.66493     2.20103
    -6.65293     1.58444
    -6.64193     1.13296
    -6.63093     0.93631
    -6.61993     1.04569
    -6.60893     1.48049
    -6.59793     2.22254
    -6.58593     3.19894
    -6.57493     4.26864
    -6.56393     5.23622
    -6.55293     5.89665
    -6.54193     6.10045
    -6.53093     5.80874
    -6.51893     5.10778
    -6.50793     4.18186
    -6.49693     3.25254
    -6.48593     2.51544
    -6.47493     2.09009
    -6.46393     1.99858
    -6.45293     2.17071
    -6.44093     2.47461
    -6.42993     2.76715
    -6.41893     2.94799
    -6.40793     2.99677
    -6.39693     2.97523
    -6.38593     2.98282
    -6.37393     3.09938
    -6.36293     3.34031
    -6.35193     3.65842
    -6.34093     3.98622
    -6.32993     4.28553
    -6.31893     4.56509
    -6.30793     4.85029
    -6.29593     5.12971
    -6.28493     5.32850
    -6.27393     5.33304
    -6.26293     5.06135
    -6.25193     4.52405
    -6.24093     3.83420
    -6.22893     3.15704
    -6.21793     2.63180
    -6.20693     2.31104
    -6.19593     2.15254
    -6.18493     2.05574
    -6.17393     1.91973
    -6.16293     1.69187
    -6.15093     1.37762
    -6.13993     1.02561
    -6.12893     0.69487
    -6.11793     0.42818
    -6.10693     0.24169
    -6.09593     0.13032
    -6.08393     0.08019
    -6.07293     0.08039
    -6.06193     0.13039
    -6.05093     0.24315
    -6.03993     0.44595
    -6.02893     0.78020
    -6.01693     1.29930
    -6.00593     2.05778
    -5.99493     3.09103
    -5.98393     4.37765
    -5.97293     5.81088
    -5.96193     7.19388
    -5.95093     8.28113
    -5.93893     8.86052
    -5.92793     8.82839
    -5.91693     8.22383
    -5.90593     7.19679
    -5.89493     5.94342
    -5.88393     4.64570
    -5.87193     3.43685
    -5.86093     2.39928
    -5.84993     1.57215
    -5.83893     0.96122
    -5.82793     0.54695
    -5.81693     0.29342
    -5.80593     0.16060
    -5.79393     0.11505
    -5.78293     0.13562
    -5.77193     0.21193
    -5.76093     0.33722
    -5.74993     0.49893
    -5.73893     0.67246
    -5.72693     0.82212
    -5.71593     0.91149
    -5.70493     0.91797
    -5.69393     0.84496
    -5.68293     0.72534
    -5.67193     0.61677
    -5.65993     0.59325
    -5.64893     0.73758
    -5.63793     1.13194
    -5.62693     1.83918
    -5.61593     2.87091
    -5.60493     4.15143
    -5.59393     5.50289
    -5.58193     6.67508
    -5.57093     7.42248
    -5.55993     7.59707
    -5.54893     7.20406
    -5.53793     6.39021
    -5.52693     5.36777
    -5.51493     4.32840
    -5.50393     3.38641
    -5.49293     2.57968
    -5.48193     1.90307
    -5.47093     1.34334
    -5.45993     0.89550
    -5.44893     0.55927
    -5.43693     0.33094
    -5.42593     0.20130
    -5.41493     0.15933
    -5.40393     0.19890
    -5.39293     0.31973
    -5.38193     0.52124
    -5.36993     0.79072
    -5.35893     1.09311
    -5.34793     1.37085
    -5.33693     1.55834
    -5.32593     1.60620
    -5.31493     1.50382
    -5.30393     1.28677
    -5.29193     1.02646
    -5.28093     0.80891
    -5.26993     0.71440
    -5.25893     0.80373
    -5.24793     1.10785
    -5.23693     1.61496
    -5.22493     2.25875
    -5.21393     2.92034
    -5.20293     3.45577
    -5.19193     3.75078
    -5.18093     3.77852
    -5.16993     3.62253
    -5.15793     3.44995
    -5.14693     3.43483
    -5.13593     3.67228
    -5.12493     4.12394
    -5.11393     4.62639
    -5.10293     4.96136
    -5.09193     4.95138
    -5.07993     4.53650
    -5.06893     3.79188
    -5.05793     2.88321
    -5.04693     1.99142
    -5.03593     1.24898
    -5.02493     0.71091
    -5.01293     0.36725
    -5.00193     0.17212
    -4.99093     0.07319
    -4.97993     0.02824
    -4.96893     0.00988
    -4.95793     0.00314
    -4.94693     0.00090
    -4.93493     0.00024
    -4.92393     0.00006
    -4.91293     0.00001
    -4.90193     0.00000
    -4.89093     0.00000
    -4.87993     0.00002
    -4.86793     0.00008
    -4.85693     0.00031
    -4.84593     0.00114
    -4.83493     0.00384
    -4.82393     0.01171
    -4.81293     0.03244
    -4.80093     0.08168
    -4.78993     0.18692
    -4.77893     0.38868
    -4.76793     0.73431
    -4.75693     1.26043
    -4.74593     1.96538
    -4.73493     2.78362
    -4.72293     3.58086
    -4.71193     4.18311
    -4.70093     4.43776
    -4.68993     4.27345
    -4.67893     3.73597
    -4.66793     2.96431
    -4.65593     2.13468
    -4.64493     1.39506
    -4.63393     0.82791
    -4.62293     0.44819
    -4.61193     0.22763
    -4.60093     0.12573
    -4.58993     0.11347
    -4.57793     0.18515
    -4.56693     0.35859
    -4.55593     0.66461
    -4.54493     1.12626
    -4.53393     1.73163
    -4.52293     2.41264
    -4.51093     3.04592
    -4.49993     3.48371
    -4.48893     3.60983
    -4.47793     3.38960
    -4.46693     2.88617
    -4.45593     2.23260
    -4.44393     1.58088
    -4.43293     1.05192
    -4.42193     0.71323
    -4.41093     0.58450
    -4.39993     0.65628
    -4.38893     0.90644
    -4.37793     1.30633
    -4.36593     1.82045
    -4.35493     2.40386
    -4.34393     2.99928
    -4.33293     3.53768
    -4.32193     3.93937
    -4.31093     4.12673
    -4.29893     4.04761
    -4.28793     3.69866
    -4.27693     3.14276
    -4.26593     2.49346
    -4.25493     1.88629
    -4.24393     1.44282
    -4.23293     1.24265
    -4.22093     1.31241
    -4.20993     1.62246
    -4.19893     2.09546
    -4.18793     2.62029
    -4.17693     3.08060
    -4.16593     3.38181
    -4.15393     3.47410
    -4.14293     3.35403
    -4.13193     3.05388
    -4.12093     2.62586
    -4.10993     2.12645
    -4.09893     1.61459
    -4.08793     1.14232
    -4.07593     0.74837
    -4.06493     0.45138
    -4.05393     0.24961
    -4.04293     0.12622
    -4.03193     0.05869
    -4.02093     0.02648
    -4.00893     0.01554
    -3.99793     0.01944
    -3.98693     0.03889
    -3.97593     0.08032
    -3.96493     0.15344
    -3.95393     0.26691
    -3.94193     0.42259
    -3.93093     0.61150
    -3.91993     0.81453
    -3.90893     1.01204
    -3.89793     1.19708
    -3.88693     1.38445
    -3.87593     1.60459
    -3.86393     1.88129
    -3.85293     2.20508
    -3.84193     2.52184
    -3.83093     2.75297
    -3.81993     2.83611
    -3.80893     2.76965
    -3.79693     2.62650
    -3.78593     2.53044
    -3.77493     2.60576
    -3.76393     2.92509
    -3.75293     3.48125
    -3.74193     4.18819
    -3.73093     4.90696
    -3.71893     5.48184
    -3.70793     5.77849
    -3.69693     5.71605
    -3.68593     5.28663
    -3.67493     4.55912
    -3.66393     3.66693
    -3.65193     2.77251
    -3.64093     2.03786
    -3.62993     1.59766
    -3.61893     1.54795
    -3.60793     1.93897
    -3.59693     2.76120
    -3.58493     3.92341
    -3.57393     5.24191
    -3.56293     6.46200
    -3.55193     7.32729
    -3.54093     7.66423
    -3.52993     7.44263
    -3.51893     6.78170
    -3.50693     5.88896
    -3.49593     4.97641
    -3.48493     4.19986
    -3.47393     3.64303
    -3.46293     3.33266
    -3.45193     3.26780
    -3.43993     3.43320
    -3.42893     3.79606
    -3.41793     4.29406
    -3.40693     4.83855
    -3.39593     5.32859
    -3.38493     5.67850
    -3.37393     5.84594
    -3.36193     5.84432
    -3.35093     5.74020
    -3.33993     5.62648
    -3.32893     5.58077
    -3.31793     5.62637
    -3.30693     5.72067
    -3.29493     5.76584
    -3.28393     5.65458
    -3.27293     5.31114
    -3.26193     4.72439
    -3.25093     3.94805
    -3.23993     3.08689
    -3.22893     2.26261
    -3.21693     1.58552
    -3.20593     1.14345
    -3.19493     1.00279
    -3.18393     1.22063
    -3.17293     1.84448
    -3.16193     2.88969
    -3.14993     4.29805
    -3.13893     5.90110
    -3.12793     7.42574
    -3.11693     8.55609
    -3.10593     9.04200
    -3.09493     8.79236
    -3.08293     7.90354
    -3.07193     6.60879
    -3.06093     5.18416
    -3.04993     3.85974
    -3.03893     2.78373
    -3.02793     2.03712
    -3.01693     1.66546
    -3.00493     1.70359
    -2.99393     2.17390
    -2.98293     3.06319
    -2.97193     4.29097
    -2.96093     5.69469
    -2.94993     7.04528
    -2.93793     8.10290
    -2.92693     8.69186
    -2.91593     8.76197
    -2.90493     8.40520
    -2.89393     7.81709
    -2.88293     7.22287
    -2.87193     6.81064
    -2.85993     6.69265
    -2.84893     6.90412
    -2.83793     7.42139
    -2.82693     8.18044
    -2.81593     9.07133
    -2.80493     9.93655
    -2.79293    10.58312
    -2.78193    10.81285
    -2.77093    10.48857
    -2.75993     9.59045
    -2.74893     8.24049
    -2.73793     6.67701
    -2.72593     5.17800
    -2.71493     3.97377
    -2.70393     3.18200
    -2.69293     2.79683
    -2.68193     2.72423
    -2.67093     2.84276
    -2.65993     3.05857
    -2.64793     3.33670
    -2.63693     3.69871
    -2.62593     4.19847
    -2.61493     4.87604
    -2.60393     5.72334
    -2.59293     6.65669
    -2.58093     7.52889
    -2.56993     8.17278
    -2.55893     8.45706
    -2.54793     8.34440
    -2.53693     7.90425
    -2.52593     7.28306
    -2.51493     6.64560
    -2.50293     6.10624
    -2.49193     5.70921
    -2.48093     5.44294
    -2.46993     5.29104
    -2.45893     5.25982
    -2.44793     5.37447
    -2.43593     5.63893
    -2.42493     6.00424
    -2.41393     6.37230
    -2.40293     6.62858
    -2.39193     6.70167
    -2.38093     6.59073
    -2.36993     6.35625
    -2.35793     6.07613
    -2.34693     5.80799
    -2.33593     5.57314
    -2.32493     5.38628
    -2.31393     5.27299
    -2.30293     5.27903
    -2.29093     5.43953
    -2.27993     5.75232
    -2.26893     6.16414
    -2.25793     6.59366
    -2.24693     6.96354
    -2.23593     7.22751
    -2.22393     7.37216
    -2.21293     7.41033
    -2.20193     7.36388
    -2.19093     7.25606
    -2.17993     7.10327
    -2.16893     6.92276
    -2.15793     6.74831
    -2.14593     6.64459
    -2.13493     6.70818
    -2.12393     7.04389
    -2.11293     7.72922
    -2.10193     8.77559
    -2.09093    10.10873
    -2.07893    11.56079
    -2.06793    12.88895
    -2.05693    13.81553
    -2.04593    14.09416
    -2.03493    13.60914
    -2.02393    12.44510
    -2.01293    10.89584
    -2.00093     9.37120
    -1.98993     8.25015
    -1.97893     7.73623
    -1.96793     7.79766
    -1.95693     8.20631
    -1.94593     8.64846
    -1.93393     8.84942
    -1.92293     8.65429
    -1.91193     8.05493
    -1.90093     7.16214
    -1.88993     6.14859
    -1.87893     5.19417
    -1.86693     4.43617
    -1.85593     3.94859
    -1.84493     3.74200
    -1.83393     3.77906
    -1.82293     3.99358
    -1.81193     4.30854
    -1.80093     4.65520
    -1.78893     4.98537
    -1.77793     5.27122
    -1.76693     5.48952
    -1.75593     5.60382
    -1.74493     5.55618
    -1.73393     5.29848
    -1.72193     4.82851
    -1.71093     4.21655
    -1.69993     3.60279
    -1.68893     3.15516
    -1.67793     3.01972
    -1.66693     3.27125
    -1.65593     3.88684
    -1.64393     4.74402
    -1.63293     5.65201
    -1.62193     6.39650
    -1.61093     6.79963
    -1.59993     6.76103
    -1.58893     6.28017
    -1.57693     5.45672
    -1.56593     4.46145
    -1.55493     3.50137
    -1.54393     2.77344
    -1.53293     2.42544
    -1.52193     2.52602
    -1.50993     3.05374
    -1.49893     3.90045
    -1.48793     4.89655
    -1.47693     5.85019
    -1.46593     6.58996
    -1.45493     7.00666
    -1.44393     7.06789
    -1.43193     6.81964
    -1.42093     6.37031
    -1.40993     5.86331
    -1.39893     5.43944
    -1.38793     5.20637
    -1.37693     5.21322
    -1.36493     5.44573
    -1.35393     5.85250
    -1.34293     6.37921
    -1.33193     6.99202
    -1.32093     7.67788
    -1.30993     8.41288
    -1.29893     9.13029
    -1.28693     9.70221
    -1.27593     9.96665
    -1.26493     9.78886
    -1.25393     9.13661
    -1.24293     8.10712
    -1.23193     6.90178
    -1.21993     5.74789
    -1.20893     4.81632
    -1.19793     4.17558
    -1.18693     3.79438
    -1.17593     3.58730
    -1.16493     3.45031
    -1.15393     3.29394
    -1.14193     3.05648
    -1.13093     2.71140
    -1.11993     2.27136
    -1.10893     1.78557
    -1.09793     1.32188
    -1.08693     0.94769
    -1.07493     0.71286
    -1.06393     0.64248
    -1.05293     0.73818
    -1.04193     0.98626
    -1.03093     1.36532
    -1.01993     1.85385
    -1.00793     2.43463
    -0.99693     3.09062
    -0.98593     3.79122
    -0.97493     4.47432
    -0.96393     5.03879
    -0.95293     5.36136
    -0.94193     5.34400
    -0.92993     4.96227
    -0.91893     4.29368
    -0.90793     3.50487
    -0.89693     2.80549
    -0.88593     2.38720
    -0.87493     2.37507
    -0.86293     2.79618
    -0.85193     3.56989
    -0.84093     4.52181
    -0.82993     5.42735
    -0.81893     6.07691
    -0.80793     6.34531
    -0.79693     6.22450
    -0.78493     5.80938
    -0.77393     5.23660
    -0.76293     4.62412
    -0.75193     4.03682
    -0.74093     3.49383
    -0.72993     3.00222
    -0.71793     2.58226
    -0.70693     2.27652
    -0.69593     2.13817
    -0.68493     2.21642
    -0.67393     2.54683
    -0.66293     3.14222
    -0.65093     3.98162
    -0.63993     4.99662
    -0.62893     6.06579
    -0.61793     7.02466
    -0.60693     7.69666
    -0.59593     7.93670
    -0.58493     7.67039
    -0.57293     6.92407
    -0.56193     5.82117
    -0.55093     4.55215
    -0.53993     3.32266
    -0.52893     2.29875
    -0.51793     1.57030
    -0.50593     1.14623
    -0.49493     0.97346
    -0.48393     0.97260
    -0.47293     1.07116
    -0.46193     1.22935
    -0.45093     1.45059
    -0.43993     1.77570
    -0.42793     2.26073
    -0.41693     2.94306
    -0.40593     3.80721
    -0.39493     4.76761
    -0.38393     5.68029
    -0.37293     6.39286
    -0.36093     6.81457
    -0.34993     6.96718
    -0.33893     6.98965
    -0.32793     7.07377
    -0.31693     7.36165
    -0.30593     7.86083
    -0.29493     8.42559
    -0.28293     8.81840
    -0.27193     8.82632
    -0.26093     8.36420
    -0.24993     7.51496
    -0.23893     6.48229
    -0.22793     5.49053
    -0.21593     4.68646
    -0.20493     4.09528
    -0.19393     3.64618
    -0.18293     3.24407
