     #Energy      Ge_all
    -0.17193     2.83665
    -0.16093     2.44078
    -0.14893     2.11782
    -0.13793     1.92345
    -0.12693     1.86703
    -0.11593     1.90383
    -0.10493     1.96372
    -0.09393     1.99189
    -0.08293     1.97840
    -0.07093     1.95847
    -0.05993     1.98057
    -0.04893     2.06744
    -0.03793     2.19395
    -0.02693     2.29752
    -0.01593     2.31747
    -0.00393     2.23827
     0.00707     2.11063
     0.01807     2.03656
     0.02907     2.12525
     0.04007     2.44546
     0.05107     2.99661
     0.06207     3.71055
     0.07407     4.48107
     0.08507     5.19596
     0.09607     5.75477
     0.10707     6.07271
     0.11807     6.08098
     0.12907     5.74227
     0.14107     5.07693
     0.15207     4.17928
     0.16307     3.19935
     0.17407     2.29949
     0.18507     1.60247
     0.19607     1.15881
     0.20807     0.94659
     0.21907     0.89375
     0.23007     0.91071
     0.24107     0.91960
     0.25207     0.87364
     0.26307     0.76304
     0.27407     0.60707
     0.28607     0.43844
     0.29707     0.28708
     0.30807     0.17034
     0.31907     0.09159
     0.33007     0.04465
     0.34107     0.01986
     0.35307     0.00849
     0.36407     0.00488
     0.37507     0.00697
     0.38607     0.01652
     0.39707     0.03964
     0.40807     0.08733
     0.41907     0.17458
     0.43107     0.31624
     0.44207     0.51904
     0.45307     0.77163
     0.46407     1.03939
     0.47507     1.26847
     0.48607     1.40233
     0.49807     1.40459
     0.50907     1.27482
     0.52007     1.04808
     0.53107     0.78069
     0.54207     0.52709
     0.55307     0.32317
     0.56507     0.18196
     0.57607     0.10009
     0.58707     0.06904
     0.59807     0.08561
     0.60907     0.15770
     0.62007     0.30397
     0.63107     0.54569
     0.64307     0.89189
     0.65407     1.32157
     0.66507     1.77413
     0.67607     2.15820
     0.68707     2.37856
     0.69807     2.37483
     0.71007     2.14841
     0.72107     1.76097
     0.73207     1.30881
     0.74307     0.88403
     0.75407     0.54884
     0.76507     0.32758
     0.77607     0.21805
     0.78807     0.20719
     0.79907     0.28140
     0.81007     0.42690
     0.82107     0.62289
     0.83207     0.83567
     0.84307     1.01890
     0.85507     1.12632
     0.86607     1.12839
     0.87707     1.02449
     0.88807     0.84397
     0.89907     0.63305
     0.91007     0.43874
     0.92107     0.29434
     0.93307     0.21717
     0.94407     0.21066
     0.95507     0.26882
     0.96607     0.37748
     0.97707     0.51346
     0.98807     0.64510
     1.00007     0.73814
     1.01107     0.76628
     1.02207     0.72095
     1.03307     0.61464
     1.04407     0.47488
     1.05507     0.33278
     1.06707     0.21249
     1.07807     0.12618
     1.08907     0.07599
     1.10007     0.05919
     1.11107     0.07312
     1.12207     0.11710
     1.13307     0.19044
     1.14507     0.28851
     1.15607     0.39912
     1.16707     0.50333
     1.17807     0.58083
     1.18907     0.61945
     1.20007     0.62144
     1.21207     0.60389
     1.22307     0.59021
     1.23407     0.59875
     1.24507     0.63450
     1.25607     0.68972
     1.26707     0.75163
     1.27807     0.81058
     1.29007     0.86263
     1.30107     0.90530
     1.31207     0.93100
     1.32307     0.92643
     1.33407     0.87956
     1.34507     0.79049
     1.35707     0.67870
     1.36807     0.58196
     1.37907     0.54737
     1.39007     0.61869
     1.40107     0.82362
     1.41207     1.16252
     1.42407     1.60208
     1.43507     2.07781
     1.44607     2.50922
     1.45707     2.82481
     1.46807     2.98726
     1.47907     3.00525
     1.49007     2.92986
     1.50207     2.83758
     1.51307     2.80763
     1.52407     2.90347
     1.53507     3.15737
     1.54607     3.55935
     1.55707     4.05560
     1.56907     4.55901
     1.58007     4.97546
     1.59107     5.23314
     1.60207     5.30072
     1.61307     5.18819
     1.62407     4.92763
     1.63507     4.55261
     1.64707     4.08686
     1.65807     3.54934
     1.66907     2.97175
     1.68007     2.41211
     1.69107     1.95445
     1.70207     1.69061
     1.71407     1.69674
     1.72507     2.01260
     1.73607     2.63012
     1.74707     3.49066
     1.75807     4.48394
     1.76907     5.45769
     1.78007     6.23156
     1.79207     6.63640
     1.80307     6.56433
     1.81407     6.01024
     1.82507     5.08405
     1.83607     3.97871
     1.84707     2.90316
     1.85907     2.01691
     1.87007     1.39349
     1.88107     1.02356
     1.89207     0.84618
     1.90307     0.79320
     1.91407     0.82299
     1.92607     0.93611
     1.93707     1.16973
     1.94807     1.57622
     1.95907     2.19550
     1.97007     3.03091
     1.98107     4.03751
     1.99207     5.12339
     2.00407     6.16652
     2.01507     7.04166
     2.02607     7.65170
     2.03707     7.96173
     2.04807     8.01778
     2.05907     7.94008
     2.07107     7.88534
     2.08207     7.98434
     2.09307     8.29092
     2.10407     8.76525
     2.11507     9.30646
     2.12607     9.81766
     2.13707    10.25583
     2.14907    10.63619
     2.16007    10.98467
     2.17107    11.27417
     2.18207    11.39021
     2.19307    11.17637
     2.20407    10.51472
     2.21607     9.41192
     2.22707     8.02102
     2.23807     6.58481
     2.24907     5.33772
     2.26007     4.42040
     2.27107     3.84457
     2.28307     3.51675
     2.29407     3.30355
     2.30507     3.10014
     2.31607     2.86573
     2.32707     2.62143
     2.33807     2.41622
     2.34907     2.28843
     2.36107     2.25237
     2.37207     2.31325
     2.38307     2.49589
     2.39407     2.86016
     2.40507     3.48795
     2.41607     4.44219
     2.42807     5.72080
     2.43907     7.21939
     2.45007     8.73681
     2.46107    10.02054
     2.47207    10.84776
     2.48307    11.10824
     2.49407    10.84508
     2.50607    10.21961
     2.51707     9.42259
     2.52807     8.58062
     2.53907     7.72254
     2.55007     6.82477
     2.56107     5.89107
     2.57307     5.00472
     2.58407     4.31727
     2.59507     3.97212
     2.60607     4.02244
     2.61707     4.38539
     2.62807     4.86505
     2.63907     5.22893
     2.65107     5.30766
     2.66207     5.05513
     2.67307     4.55959
     2.68407     3.99232
     2.69507     3.53031
     2.70607     3.29123
     2.71807     3.30572
     2.72907     3.53653
     2.74007     3.93004
     2.75107     4.46989
     2.76207     5.19467
     2.77307     6.15787
     2.78507     7.34516
     2.79607     8.60850
     2.80707     9.66274
     2.81807    10.18306
     2.82907     9.94774
     2.84007     8.94649
     2.85107     7.39481
     2.86307     5.64748
     2.87407     4.06587
     2.88507     2.91101
     2.89607     2.30038
     2.90707     2.21827
     2.91807     2.55347
     2.93007     3.13735
     2.94107     3.77458
     2.95207     4.27670
     2.96307     4.50093
     2.97407     4.38774
     2.98507     3.98345
     2.99607     3.42946
     3.00807     2.92435
     3.01907     2.66511
     3.03007     2.79711
     3.04107     3.38396
     3.05207     4.40477
     3.06307     5.77075
     3.07507     7.34818
     3.08607     8.96891
     3.09707    10.43451
     3.10807    11.52065
     3.11907    12.01083
     3.13007    11.75637
     3.14207    10.74942
     3.15307     9.14130
     3.16407     7.21343
     3.17507     5.28860
     3.18607     3.63178
     3.19707     2.38799
     3.20807     1.57544
     3.22007     1.12138
     3.23107     0.91812
     3.24207     0.87390
     3.25307     0.94291
     3.26407     1.12790
     3.27507     1.45837
     3.28707     1.94991
     3.29807     2.56873
     3.30907     3.21506
     3.32007     3.74663
     3.33107     4.03421
     3.34207     4.02264
     3.35307     3.76747
     3.36507     3.42109
     3.37607     3.17535
     3.38707     3.19026
     3.39807     3.54092
     3.40907     4.20319
     3.42007     5.07986
     3.43207     6.04342
     3.44307     6.97650
     3.45407     7.79112
     3.46507     8.42817
     3.47607     8.85064
     3.48707     9.03359
     3.49907     8.96632
     3.51007     8.66053
     3.52107     8.15580
     3.53207     7.52307
     3.54307     6.85598
     3.55407     6.24972
     3.56507     5.77536
     3.57707     5.46010
     3.58807     5.28369
     3.59907     5.19781
     3.61007     5.15080
     3.62107     5.10641
     3.63207     5.03894
     3.64407     4.91947
     3.65507     4.71393
     3.66607     4.39705
     3.67707     3.97673
     3.68807     3.50121
     3.69907     3.04261
     3.71007     2.66735
     3.72207     2.41585
     3.73307     2.30492
     3.74407     2.34597
     3.75507     2.56423
     3.76607     3.00206
     3.77707     3.70299
     3.78907     4.67948
     3.80007     5.88002
     3.81107     7.17434
     3.82207     8.37648
     3.83307     9.29751
     3.84407     9.82511
     3.85507     9.96872
     3.86707     9.86030
     3.87807     9.69395
     3.88907     9.62593
     3.90007     9.69373
     3.91107     9.78965
     3.92207     9.70708
     3.93407     9.24547
     3.94507     8.31415
     3.95607     6.98060
     3.96707     5.44621
     3.97807     3.96355
     3.98907     2.75076
     4.00107     1.94030
     4.01207     1.57610
     4.02307     1.64268
     4.03407     2.09532
     4.04507     2.87202
     4.05607     3.88651
     4.06707     5.01511
     4.07907     6.09412
     4.09007     6.94218
     4.10107     7.40277
     4.11207     7.38782
     4.12307     6.90826
     4.13407     6.07529
     4.14607     5.08028
     4.15707     4.14281
     4.16807     3.46334
     4.17907     3.17969
     4.19007     3.34361
     4.20107     3.92122
     4.21207     4.81024
     4.22407     5.86726
     4.23507     6.92908
     4.24607     7.83721
     4.25707     8.45117
     4.26807     8.66764
     4.27907     8.44205
     4.29107     7.80507
     4.30207     6.87166
     4.31307     5.82450
     4.32407     4.87581
     4.33507     4.20517
     4.34607     3.90059
     4.35807     3.93082
     4.36907     4.16391
     4.38007     4.42854
     4.39107     4.59404
     4.40207     4.63157
     4.41307     4.62473
     4.42407     4.72836
     4.43607     5.08904
     4.44707     5.76397
     4.45807     6.67338
     4.46907     7.60935
     4.48007     8.30081
     4.49107     8.51468
     4.50307     8.14498
     4.51407     7.24875
     4.52507     6.01282
     4.53607     4.68247
     4.54707     3.47889
     4.55807     2.56214
     4.56907     2.02823
     4.58107     1.92832
     4.59207     2.27893
     4.60307     3.04811
     4.61407     4.12939
     4.62507     5.32965
     4.63607     6.39711
     4.64807     7.09131
     4.65907     7.26513
     4.67007     6.91594
     4.68107     6.17349
     4.69207     5.23977
     4.70307     4.30325
     4.71407     3.48746
     4.72607     2.84191
     4.73707     2.37108
     4.74807     2.07347
     4.75907     1.96512
     4.77007     2.08057
     4.78107     2.45619
     4.79307     3.10221
     4.80407     3.97822
     4.81507     4.98057
     4.82607     5.95790
     4.83707     6.75027
     4.84807     7.24931
     4.86007     7.43271
     4.87107     7.36983
     4.88207     7.17918
     4.89307     6.96060
     4.90407     6.74824
     4.91507     6.51174
     4.92607     6.20123
     4.93807     5.81194
     4.94907     5.39966
     4.96007     5.05581
     4.97107     4.83929
     4.98207     4.73472
     4.99307     4.66834
     5.00507     4.57482
     5.01607     4.46762
     5.02707     4.46037
     5.03807     4.71164
     5.04907     5.32571
     5.06007     6.26309
     5.07107     7.31851
     5.08307     8.18982
     5.09407     8.60823
     5.10507     8.45884
     5.11607     7.82843
     5.12707     6.95886
     5.13807     6.13087
     5.15007     5.54922
     5.16107     5.28463
     5.17207     5.28790
     5.18307     5.45479
     5.19407     5.69320
     5.20507     5.96524
     5.21707     6.28132
     5.22807     6.66486
     5.23907     7.11199
     5.25007     7.57055
     5.26107     7.96028
     5.27207     8.20574
     5.28307     8.27384
     5.29507     8.17979
     5.30607     7.96113
     5.31707     7.65186
     5.32807     7.26378
     5.33907     6.79400
     5.35007     6.24605
     5.36207     5.64761
     5.37307     5.06056
     5.38407     4.57404
     5.39507     4.28689
     5.40607     4.27892
     5.41707     4.58140
     5.42807     5.14983
     5.44007     5.85826
     5.45107     6.51688
     5.46207     6.92697
     5.47307     6.94868
     5.48407     6.55457
     5.49507     5.83606
     5.50707     4.95710
     5.51807     4.08820
     5.52907     3.34863
     5.54007     2.79171
     5.55107     2.41769
     5.56207     2.19830
     5.57407     2.09590
     5.58507     2.07585
     5.59607     2.11839
     5.60707     2.22522
     5.61807     2.41461
     5.62907     2.70175
     5.64007     3.07514
     5.65207     3.48576
     5.66307     3.85850
     5.67407     4.11611
     5.68507     4.20189
     5.69607     4.08845
     5.70707     3.77790
     5.71907     3.29939
     5.73007     2.70725
     5.74107     2.07526
     5.75207     1.48212
     5.76307     0.99341
     5.77407     0.64812
     5.78507     0.45575
     5.79707     0.40234
     5.80807     0.45814
     5.81907     0.58269
     5.83007     0.72841
     5.84107     0.84672
     5.85207     0.89873
     5.86407     0.86618
     5.87507     0.75687
     5.88607     0.59928
     5.89707     0.42993
     5.90807     0.27941
     5.91907     0.16452
     5.93007     0.08777
     5.94207     0.04241
     5.95307     0.01857
     5.96407     0.00737
     5.97507     0.00265
     5.98607     0.00086
     5.99707     0.00025
     6.00907     0.00007
     6.02007     0.00002
     6.03107     0.00000
     6.04207     0.00000
     6.05307     0.00000
     6.06407     0.00000
     6.07607     0.00000
     6.08707     0.00000
     6.09807     0.00000
     6.10907     0.00000
     6.12007     0.00000
     6.13107     0.00000
     6.14207     0.00000
     6.15407     0.00000
     6.16507     0.00000
     6.17607     0.00000
     6.18707     0.00000
     6.19807     0.00000
     6.20907     0.00000
     6.22107     0.00000
     6.23207     0.00000
     6.24307     0.00000
     6.25407     0.00000
     6.26507     0.00000
     6.27607     0.00000
     6.28707     0.00000
     6.29907     0.00000
     6.31007     0.00000
     6.32107     0.00000
     6.33207     0.00000
     6.34307     0.00000
     6.35407     0.00000
     6.36607     0.00000
     6.37707     0.00000
     6.38807     0.00000
     6.39907     0.00000
     6.41007     0.00000
     6.42107     0.00000
     6.43307     0.00000
     6.44407     0.00000
     6.45507     0.00000
     6.46607     0.00000
     6.47707     0.00000
     6.48807     0.00000
     6.49907     0.00000
     6.51107     0.00000
     6.52207     0.00000
     6.53307     0.00000
     6.54407     0.00000
     6.55507     0.00000
     6.56607     0.00000
     6.57807     0.00000
     6.58907     0.00000
     6.60007     0.00000
     6.61107     0.00000
     6.62207     0.00000
     6.63307     0.00000
     6.64407     0.00000
     6.65607     0.00000
     6.66707     0.00000
     6.67807     0.00000
     6.68907     0.00000
     6.70007     0.00000
     6.71107     0.00000
     6.72307     0.00000
     6.73407     0.00000
     6.74507     0.00000
     6.75607     0.00000
     6.76707     0.00000
     6.77807     0.00000
     6.78907     0.00000
     6.80107     0.00000
     6.81207     0.00000
     6.82307     0.00000
     6.83407     0.00000
     6.84507     0.00000
     6.85607     0.00000
     6.86807     0.00000
     6.87907     0.00000
     6.89007     0.00000
     6.90107     0.00000
     6.91207     0.00000
     6.92307     0.00000
     6.93507     0.00000
     6.94607     0.00000
     6.95707     0.00000
     6.96807     0.00000
     6.97907     0.00000
     6.99007     0.00000
     7.00107     0.00000
     7.01307     0.00000
     7.02407     0.00000
     7.03507     0.00000
     7.04607     0.00000
     7.05707     0.00000
     7.06807     0.00000
     7.08007     0.00000
     7.09107     0.00000
     7.10207     0.00000
     7.11307     0.00000
     7.12407     0.00000
     7.13507     0.00000
     7.14607     0.00000
     7.15807     0.00000
     7.16907     0.00000
     7.18007     0.00000
     7.19107     0.00000
     7.20207     0.00000
     7.21307     0.00000
     7.22507     0.00000
     7.23607     0.00000
     7.24707     0.00000
     7.25807     0.00000
     7.26907     0.00000
     7.28007     0.00000
     7.29207     0.00000
     7.30307     0.00000
     7.31407     0.00000
     7.32507     0.00000
     7.33607     0.00000
     7.34707     0.00000
     7.35807     0.00000
     7.37007     0.00000
