#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 120  18
# Band-Index    1
   0.00000    -24.768252
   0.05845    -24.769150
   0.11690    -24.771053
   0.17536    -24.773372
   0.23381    -24.775569
   0.29226    -24.777327
   0.35071    -24.778465
   0.40916    -24.779927
   0.46762    -24.782706
   0.52607    -24.785518
   0.58452    -24.788293
   0.64297    -24.791062
   0.70142    -24.793473
   0.75987    -24.795792
   0.81833    -24.797818
   0.87678    -24.799513
   0.93523    -24.800860
   0.99368    -24.801812
   1.05213    -24.802392
   1.11059    -24.802593
   1.11059    -24.802593
   1.13125    -24.802712
   1.15192    -24.803066
   1.17258    -24.803638
   1.19325    -24.804436
   1.21392    -24.805366
   1.23458    -24.806421
   1.25525    -24.807481
   1.27591    -24.808706
   1.29658    -24.809964
   1.31724    -24.811228
   1.33791    -24.812535
   1.35858    -24.813742
   1.37924    -24.814897
   1.39991    -24.815976
   1.42057    -24.816983
   1.44124    -24.817881
   1.46191    -24.818677
   1.48257    -24.819328
   1.50324    -24.819911
   1.50324    -24.819911
   1.56524    -24.820947
   1.62723    -24.820889
   1.68923    -24.819758
   1.75123    -24.817694
   1.81323    -24.814724
   1.87522    -24.810992
   1.93722    -24.806806
   1.99922    -24.802171
   2.06122    -24.798479
   2.12321    -24.796320
   2.18521    -24.793745
   2.24721    -24.790736
   2.30921    -24.787361
   2.37120    -24.783659
   2.43320    -24.779768
   2.49520    -24.775806
   2.55720    -24.772161
   2.61919    -24.769398
   2.68119    -24.768252
   2.68119    -24.768252
   2.73181    -24.768906
   2.78243    -24.770413
   2.83305    -24.772546
   2.88368    -24.774991
   2.93430    -24.777560
   2.98492    -24.780033
   3.03554    -24.782306
   3.08616    -24.784404
   3.13678    -24.786255
   3.18740    -24.787916
   3.23802    -24.789283
   3.28864    -24.790376
   3.33926    -24.791240
   3.38988    -24.792027
   3.44050    -24.792582
   3.49113    -24.792938
   3.54175    -24.793174
   3.59237    -24.793269
   3.64299    -24.793314
   3.64299    -24.793314
   3.68432    -24.793928
   3.72565    -24.795716
   3.76698    -24.798146
   3.80831    -24.800962
   3.84965    -24.803890
   3.89098    -24.806677
   3.93231    -24.809279
   3.97364    -24.811656
   4.01497    -24.813725
   4.05631    -24.815491
   4.09764    -24.816832
   4.13897    -24.817881
   4.18030    -24.818580
   4.22163    -24.818891
   4.26296    -24.818958
   4.30430    -24.818773
   4.34563    -24.818279
   4.38696    -24.817617
   4.42829    -24.816765
   4.42829    -24.816765
   4.45752    -24.816687
   4.48674    -24.816394
   4.51597    -24.816012
   4.54519    -24.815505
   4.57442    -24.814839
   4.60365    -24.814044
   4.63287    -24.813128
   4.66210    -24.812121
   4.69132    -24.811095
   4.72055    -24.809951
   4.74978    -24.808727
   4.77900    -24.807556
   4.80823    -24.806438
   4.83745    -24.805382
   4.86668    -24.804484
   4.89591    -24.803673
   4.92513    -24.803084
   4.95436    -24.802717
   4.98358    -24.802593
 
# Band-Index    2
   4.98358    -24.802592
   4.95436    -24.802717
   4.92513    -24.803083
   4.89591    -24.803672
   4.86668    -24.804483
   4.83745    -24.805382
   4.80823    -24.806437
   4.77900    -24.807554
   4.74978    -24.808726
   4.72055    -24.809950
   4.69132    -24.811094
   4.66210    -24.812120
   4.63287    -24.813127
   4.60365    -24.814043
   4.57442    -24.814838
   4.54519    -24.815503
   4.51597    -24.816011
   4.48674    -24.816393
   4.45752    -24.816686
   4.42829    -24.816764
   4.42829    -24.816764
   4.38696    -24.815667
   4.34563    -24.814442
   4.30430    -24.813179
   4.26296    -24.811761
   4.22163    -24.810264
   4.18030    -24.808713
   4.13897    -24.807054
   4.09764    -24.805396
   4.05631    -24.803784
   4.01497    -24.802165
   3.97364    -24.800593
   3.93231    -24.799078
   3.89098    -24.797698
   3.84965    -24.796473
   3.80831    -24.795419
   3.76698    -24.794541
   3.72565    -24.793888
   3.68432    -24.793449
   3.64299    -24.793314
   3.64299    -24.793314
   3.59237    -24.793269
   3.54175    -24.793173
   3.49113    -24.792938
   3.44050    -24.792582
   3.38988    -24.792027
   3.33926    -24.791240
   3.28864    -24.790376
   3.23802    -24.789283
   3.18740    -24.787916
   3.13678    -24.786255
   3.08616    -24.784404
   3.03554    -24.782306
   2.98492    -24.780033
   2.93430    -24.777560
   2.88368    -24.774991
   2.83305    -24.772546
   2.78243    -24.770413
   2.73181    -24.768906
   2.68119    -24.768252
   2.68119    -24.768252
   2.61919    -24.768693
   2.55720    -24.769625
   2.49520    -24.771204
   2.43320    -24.773438
   2.37120    -24.776213
   2.30921    -24.779568
   2.24721    -24.783452
   2.18521    -24.787839
   2.12321    -24.792484
   2.06122    -24.797272
   1.99922    -24.800285
   1.93722    -24.801656
   1.87522    -24.802676
   1.81323    -24.803384
   1.75123    -24.803832
   1.68923    -24.804075
   1.62723    -24.804087
   1.56524    -24.803961
   1.50324    -24.803732
   1.50324    -24.803732
   1.48257    -24.803646
   1.46191    -24.803558
   1.44124    -24.803491
   1.42057    -24.803503
   1.39991    -24.803410
   1.37924    -24.803318
   1.35858    -24.803210
   1.33791    -24.803124
   1.31724    -24.803051
   1.29658    -24.802975
   1.27591    -24.802873
   1.25525    -24.802810
   1.23458    -24.802754
   1.21392    -24.802709
   1.19325    -24.802668
   1.17258    -24.802635
   1.15192    -24.802612
   1.13125    -24.802598
   1.11059    -24.802592
   1.11059    -24.802592
   1.05213    -24.802391
   0.99368    -24.801812
   0.93523    -24.800859
   0.87678    -24.799512
   0.81833    -24.797817
   0.75987    -24.795791
   0.70142    -24.793472
   0.64297    -24.791061
   0.58452    -24.788293
   0.52607    -24.785517
   0.46762    -24.782705
   0.40916    -24.779926
   0.35071    -24.777204
   0.29226    -24.774770
   0.23381    -24.772551
   0.17536    -24.770786
   0.11690    -24.769477
   0.05845    -24.768664
   0.00000    -24.768252
 
# Band-Index    3
   0.00000    -24.768251
   0.05845    -24.768663
   0.11690    -24.769476
   0.17536    -24.770785
   0.23381    -24.772550
   0.29226    -24.774770
   0.35071    -24.777204
   0.40916    -24.778898
   0.46762    -24.778502
   0.52607    -24.777268
   0.58452    -24.775173
   0.64297    -24.772214
   0.70142    -24.768402
   0.75987    -24.763732
   0.81833    -24.758107
   0.87678    -24.751722
   0.93523    -24.744531
   0.99368    -24.736507
   1.05213    -24.727837
   1.11059    -24.718499
   1.11059    -24.718499
   1.13125    -24.718489
   1.15192    -24.718460
   1.17258    -24.718411
   1.19325    -24.718353
   1.21392    -24.718268
   1.23458    -24.718166
   1.25525    -24.718026
   1.27591    -24.717893
   1.29658    -24.717746
   1.31724    -24.717586
   1.33791    -24.717400
   1.35858    -24.717223
   1.37924    -24.717067
   1.39991    -24.716878
   1.42057    -24.716694
   1.44124    -24.716503
   1.46191    -24.716314
   1.48257    -24.716123
   1.50324    -24.715956
   1.50324    -24.715956
   1.56524    -24.715609
   1.62723    -24.715499
   1.68923    -24.715861
   1.75123    -24.716966
   1.81323    -24.719230
   1.87522    -24.723110
   1.93722    -24.728775
   1.99922    -24.735555
   2.06122    -24.742481
   2.12321    -24.749222
   2.18521    -24.755080
   2.24721    -24.759907
   2.30921    -24.763631
   2.37120    -24.766214
   2.43320    -24.767780
   2.49520    -24.768449
   2.55720    -24.768600
   2.61919    -24.768475
   2.68119    -24.768251
   2.68119    -24.768251
   2.73181    -24.768242
   2.78243    -24.767904
   2.83305    -24.767345
   2.88368    -24.766669
   2.93430    -24.765768
   2.98492    -24.764672
   3.03554    -24.763428
   3.08616    -24.762087
   3.13678    -24.760686
   3.18740    -24.759177
   3.23802    -24.757856
   3.28864    -24.756488
   3.33926    -24.755291
   3.38988    -24.754166
   3.44050    -24.753167
   3.49113    -24.752067
   3.54175    -24.751475
   3.59237    -24.751137
   3.64299    -24.751014
   3.64299    -24.751014
   3.68432    -24.750277
   3.72565    -24.748231
   3.76698    -24.745230
   3.80831    -24.741675
   3.84965    -24.737860
   3.89098    -24.733952
   3.93231    -24.730104
