      #Energy        TDOS
     -30.16623       0.00000
     -30.12323       0.00000
     -30.08123       0.00000
     -30.03823       0.00000
     -29.99523       0.00000
     -29.95223       0.00000
     -29.90923       0.00000
     -29.86723       0.00000
     -29.82423       0.00000
     -29.78123       0.00000
     -29.73823       0.00000
     -29.69623       0.00000
     -29.65323       0.00000
     -29.61023       0.00000
     -29.56723       0.00000
     -29.52423       0.00000
     -29.48223       0.00000
     -29.43923       0.00000
     -29.39623       0.00000
     -29.35323       0.00000
     -29.31023       0.00000
     -29.26823       0.00000
     -29.22523       0.00000
     -29.18223       0.00000
     -29.13923       0.00000
     -29.09623       0.00000
     -29.05423       0.00000
     -29.01123       0.00000
     -28.96823       0.00000
     -28.92523       0.00000
     -28.88323       0.00000
     -28.84023       0.00000
     -28.79723       0.00000
     -28.75423       0.00000
     -28.71123       0.00000
     -28.66923       0.00000
     -28.62623       0.00000
     -28.58323       0.00000
     -28.54023       0.00000
     -28.49723       0.00000
     -28.45523       0.00000
     -28.41223       0.00000
     -28.36923       0.00032
     -28.32623       0.04121
     -28.28323       1.43100
     -28.24123      13.93000
     -28.19823      41.10000
     -28.15523      45.89000
     -28.11223      40.25000
     -28.07023      46.37000
     -28.02723      48.62000
     -27.98423      50.28000
     -27.94123      53.24000
     -27.89823      49.77000
     -27.85623      47.44000
     -27.81323      24.58000
     -27.77023       4.25000
     -27.72723       0.21330
     -27.68423       0.00292
     -27.64223       0.00001
     -27.59923       0.00000
     -27.55623       0.00000
     -27.51323       0.00000
     -27.47023       0.00000
     -27.42823       0.00000
     -27.38523       0.00000
     -27.34223       0.00000
     -27.29923       0.00000
     -27.25723       0.00000
     -27.21423       0.00000
     -27.17123       0.00000
     -27.12823       0.00000
     -27.08523       0.00000
     -27.04323       0.00000
     -27.00023       0.00000
     -26.95723       0.00000
     -26.91423       0.00000
     -26.87123       0.00000
     -26.82923       0.00000
     -26.78623       0.00000
     -26.74323       0.00000
     -26.70023       0.00000
     -26.65723       0.00000
     -26.61523       0.00000
     -26.57223       0.00000
     -26.52923       0.00000
     -26.48623       0.00000
     -26.44423       0.00000
     -26.40123       0.00000
     -26.35823       0.00000
     -26.31523       0.00000
     -26.27223       0.00000
     -26.23023       0.00000
     -26.18723       0.00000
     -26.14423       0.00000
     -26.10123       0.00000
     -26.05823       0.00000
     -26.01623       0.00000
     -25.97323       0.00000
     -25.93023       0.00000
     -25.88723       0.00000
     -25.84423       0.00000
     -25.80223       0.00000
     -25.75923       0.00000
     -25.71623       0.00000
     -25.67323       0.00000
     -25.63123       0.00000
     -25.58823       0.00000
     -25.54523       0.00000
     -25.50223       0.00000
     -25.45923       0.00000
     -25.41723       0.00000
     -25.37423       0.00000
     -25.33123       0.00000
     -25.28823       0.00000
     -25.24523       0.00000
     -25.20323       0.00000
     -25.16023       0.00000
     -25.11723       0.00000
     -25.07423       0.00000
     -25.03123       0.00000
     -24.98923       0.00000
     -24.94623       0.00000
     -24.90323       0.00000
     -24.86023       0.00000
     -24.81823       0.00000
     -24.77523       0.00000
     -24.73223       0.00000
     -24.68923       0.00000
     -24.64623       0.00000
     -24.60423       0.00000
     -24.56123       0.00000
     -24.51823       0.00000
     -24.47523       0.00000
     -24.43223       0.00000
     -24.39023       0.00000
     -24.34723       0.00000
     -24.30423       0.00000
     -24.26123       0.00000
     -24.21823       0.00000
