# E_raw(eV)  DOS(states/eV)  E_minus_Ef(eV)  E_minus_Evac_left(eV)  E_minus_Evac_right(eV)  E_minus_Vmid(eV)
-2.139199999999999946e+01 0.000000000000000000e+00 -2.086259340999999878e+01 -2.630633997477950459e+01 -2.555345695176216836e+01 -1.643386819937089527e+01
-2.137999999999999901e+01 0.000000000000000000e+00 -2.085059340999999833e+01 -2.629433997477950413e+01 -2.554145695176216790e+01 -1.642186819937089481e+01
-2.136700000000000088e+01 0.000000000000000000e+00 -2.083759341000000020e+01 -2.628133997477950601e+01 -2.552845695176216978e+01 -1.640886819937089669e+01
-2.135399999999999920e+01 0.000000000000000000e+00 -2.082459340999999853e+01 -2.626833997477950433e+01 -2.551545695176216810e+01 -1.639586819937089501e+01
-2.134199999999999875e+01 0.000000000000000000e+00 -2.081259340999999807e+01 -2.625633997477950388e+01 -2.550345695176216765e+01 -1.638386819937089456e+01
-2.132900000000000063e+01 0.000000000000000000e+00 -2.079959340999999995e+01 -2.624333997477950575e+01 -2.549045695176216952e+01 -1.637086819937089643e+01
-2.131700000000000017e+01 0.000000000000000000e+00 -2.078759340999999949e+01 -2.623133997477950530e+01 -2.547845695176216907e+01 -1.635886819937089598e+01
-2.130399999999999849e+01 0.000000000000000000e+00 -2.077459340999999782e+01 -2.621833997477950362e+01 -2.546545695176216739e+01 -1.634586819937089430e+01
-2.129200000000000159e+01 0.000000000000000000e+00 -2.076259341000000092e+01 -2.620633997477950672e+01 -2.545345695176217049e+01 -1.633386819937089740e+01
-2.127899999999999991e+01 0.000000000000000000e+00 -2.074959340999999924e+01 -2.619333997477950504e+01 -2.544045695176216881e+01 -1.632086819937089572e+01
-2.126599999999999824e+01 0.000000000000000000e+00 -2.073659340999999756e+01 -2.618033997477950336e+01 -2.542745695176216714e+01 -1.630786819937089405e+01
-2.125400000000000134e+01 0.000000000000000000e+00 -2.072459341000000066e+01 -2.616833997477950646e+01 -2.541545695176217023e+01 -1.629586819937089714e+01
-2.124099999999999966e+01 0.000000000000000000e+00 -2.071159340999999898e+01 -2.615533997477950479e+01 -2.540245695176216856e+01 -1.628286819937089547e+01
-2.122899999999999920e+01 0.000000000000000000e+00 -2.069959340999999853e+01 -2.614333997477950433e+01 -2.539045695176216810e+01 -1.627086819937089501e+01
-2.121600000000000108e+01 0.000000000000000000e+00 -2.068659341000000040e+01 -2.613033997477950621e+01 -2.537745695176216998e+01 -1.625786819937089689e+01
-2.120299999999999940e+01 0.000000000000000000e+00 -2.067359340999999873e+01 -2.611733997477950453e+01 -2.536445695176216830e+01 -1.624486819937089521e+01
-2.119099999999999895e+01 0.000000000000000000e+00 -2.066159340999999827e+01 -2.610533997477950408e+01 -2.535245695176216785e+01 -1.623286819937089476e+01
-2.117800000000000082e+01 0.000000000000000000e+00 -2.064859341000000015e+01 -2.609233997477950595e+01 -2.533945695176216972e+01 -1.621986819937089663e+01
-2.116600000000000037e+01 0.000000000000000000e+00 -2.063659340999999969e+01 -2.608033997477950550e+01 -2.532745695176216927e+01 -1.620786819937089618e+01
-2.115299999999999869e+01 0.000000000000000000e+00 -2.062359340999999802e+01 -2.606733997477950382e+01 -2.531445695176216759e+01 -1.619486819937089450e+01
-2.114099999999999824e+01 0.000000000000000000e+00 -2.061159340999999756e+01 -2.605533997477950336e+01 -2.530245695176216714e+01 -1.618286819937089405e+01
-2.112800000000000011e+01 0.000000000000000000e+00 -2.059859340999999944e+01 -2.604233997477950524e+01 -2.528945695176216901e+01 -1.616986819937089592e+01
-2.111499999999999844e+01 0.000000000000000000e+00 -2.058559340999999776e+01 -2.602933997477950356e+01 -2.527645695176216734e+01 -1.615686819937089425e+01
-2.110300000000000153e+01 0.000000000000000000e+00 -2.057359341000000086e+01 -2.601733997477950666e+01 -2.526445695176217043e+01 -1.614486819937089734e+01
-2.108999999999999986e+01 0.000000000000000000e+00 -2.056059340999999918e+01 -2.600433997477950498e+01 -2.525145695176216876e+01 -1.613186819937089567e+01
-2.107799999999999940e+01 0.000000000000000000e+00 -2.054859340999999873e+01 -2.599233997477950453e+01 -2.523945695176216830e+01 -1.611986819937089521e+01
-2.106500000000000128e+01 0.000000000000000000e+00 -2.053559341000000060e+01 -2.597933997477950641e+01 -2.522645695176217018e+01 -1.610686819937089709e+01
-2.105300000000000082e+01 0.000000000000000000e+00 -2.052359341000000015e+01 -2.596733997477950595e+01 -2.521445695176216972e+01 -1.609486819937089663e+01
-2.103999999999999915e+01 0.000000000000000000e+00 -2.051059340999999847e+01 -2.595433997477950427e+01 -2.520145695176216805e+01 -1.608186819937089496e+01
-2.102700000000000102e+01 0.000000000000000000e+00 -2.049759341000000035e+01 -2.594133997477950615e+01 -2.518845695176216992e+01 -1.606886819937089683e+01
-2.101500000000000057e+01 0.000000000000000000e+00 -2.048559340999999989e+01 -2.592933997477950570e+01 -2.517645695176216947e+01 -1.605686819937089638e+01
-2.100199999999999889e+01 0.000000000000000000e+00 -2.047259340999999822e+01 -2.591633997477950402e+01 -2.516345695176216779e+01 -1.604386819937089470e+01
-2.098999999999999844e+01 0.000000000000000000e+00 -2.046059340999999776e+01 -2.590433997477950356e+01 -2.515145695176216734e+01 -1.603186819937089425e+01
-2.097700000000000031e+01 0.000000000000000000e+00 -2.044759340999999964e+01 -2.589133997477950544e+01 -2.513845695176216921e+01 -1.601886819937089612e+01
-2.096399999999999864e+01 0.000000000000000000e+00 -2.043459340999999796e+01 -2.587833997477950376e+01 -2.512545695176216753e+01 -1.600586819937089444e+01
-2.095200000000000173e+01 0.000000000000000000e+00 -2.042259341000000106e+01 -2.586633997477950686e+01 -2.511345695176217063e+01 -1.599386819937089754e+01
-2.093900000000000006e+01 0.000000000000000000e+00 -2.040959340999999938e+01 -2.585333997477950518e+01 -2.510045695176216896e+01 -1.598086819937089587e+01
-2.092699999999999960e+01 0.000000000000000000e+00 -2.039759340999999893e+01 -2.584133997477950473e+01 -2.508845695176216850e+01 -1.596886819937089541e+01
-2.091400000000000148e+01 0.000000000000000000e+00 -2.038459341000000080e+01 -2.582833997477950660e+01 -2.507545695176217038e+01 -1.595586819937089729e+01
-2.090200000000000102e+01 0.000000000000000000e+00 -2.037259341000000035e+01 -2.581633997477950615e+01 -2.506345695176216992e+01 -1.594386819937089683e+01
-2.088899999999999935e+01 0.000000000000000000e+00 -2.035959340999999867e+01 -2.580333997477950447e+01 -2.505045695176216825e+01 -1.593086819937089516e+01
-2.087600000000000122e+01 0.000000000000000000e+00 -2.034659341000000055e+01 -2.579033997477950635e+01 -2.503745695176217012e+01 -1.591786819937089703e+01
-2.086400000000000077e+01 0.000000000000000000e+00 -2.033459341000000009e+01 -2.577833997477950589e+01 -2.502545695176216967e+01 -1.590586819937089658e+01
-2.085099999999999909e+01 0.000000000000000000e+00 -2.032159340999999841e+01 -2.576533997477950422e+01 -2.501245695176216799e+01 -1.589286819937089490e+01
-2.083899999999999864e+01 0.000000000000000000e+00 -2.030959340999999796e+01 -2.575333997477950376e+01 -2.500045695176216753e+01 -1.588086819937089444e+01
-2.082600000000000051e+01 0.000000000000000000e+00 -2.029659340999999984e+01 -2.574033997477950564e+01 -2.498745695176216941e+01 -1.586786819937089632e+01
-2.081299999999999883e+01 0.000000000000000000e+00 -2.028359340999999816e+01 -2.572733997477950396e+01 -2.497445695176216773e+01 -1.585486819937089464e+01
-2.080099999999999838e+01 0.000000000000000000e+00 -2.027159340999999770e+01 -2.571533997477950351e+01 -2.496245695176216728e+01 -1.584286819937089419e+01
-2.078800000000000026e+01 0.000000000000000000e+00 -2.025859340999999958e+01 -2.570233997477950538e+01 -2.494945695176216915e+01 -1.582986819937089606e+01
-2.077599999999999980e+01 0.000000000000000000e+00 -2.024659340999999912e+01 -2.569033997477950493e+01 -2.493745695176216870e+01 -1.581786819937089561e+01
-2.076300000000000168e+01 0.000000000000000000e+00 -2.023359341000000100e+01 -2.567733997477950680e+01 -2.492445695176217058e+01 -1.580486819937089749e+01
-2.075100000000000122e+01 0.000000000000000000e+00 -2.022159341000000055e+01 -2.566533997477950635e+01 -2.491245695176217012e+01 -1.579286819937089703e+01
-2.073799999999999955e+01 0.000000000000000000e+00 -2.020859340999999887e+01 -2.565233997477950467e+01 -2.489945695176216844e+01 -1.577986819937089535e+01
-2.072500000000000142e+01 0.000000000000000000e+00 -2.019559341000000074e+01 -2.563933997477950655e+01 -2.488645695176217032e+01 -1.576686819937089723e+01
-2.071300000000000097e+01 0.000000000000000000e+00 -2.018359341000000029e+01 -2.562733997477950609e+01 -2.487445695176216987e+01 -1.575486819937089678e+01
-2.069999999999999929e+01 0.000000000000000000e+00 -2.017059340999999861e+01 -2.561433997477950442e+01 -2.486145695176216819e+01 -1.574186819937089510e+01
-2.068799999999999883e+01 0.000000000000000000e+00 -2.015859340999999816e+01 -2.560233997477950396e+01 -2.484945695176216773e+01 -1.572986819937089464e+01
-2.067500000000000071e+01 0.000000000000000000e+00 -2.014559341000000003e+01 -2.558933997477950584e+01 -2.483645695176216961e+01 -1.571686819937089652e+01
-2.066199999999999903e+01 0.000000000000000000e+00 -2.013259340999999836e+01 -2.557633997477950416e+01 -2.482345695176216793e+01 -1.570386819937089484e+01
-2.064999999999999858e+01 0.000000000000000000e+00 -2.012059340999999790e+01 -2.556433997477950371e+01 -2.481145695176216748e+01 -1.569186819937089439e+01
-2.063700000000000045e+01 0.000000000000000000e+00 -2.010759340999999978e+01 -2.555133997477950558e+01 -2.479845695176216935e+01 -1.567886819937089626e+01
-2.062500000000000000e+01 0.000000000000000000e+00 -2.009559340999999932e+01 -2.553933997477950513e+01 -2.478645695176216890e+01 -1.566686819937089581e+01
-2.061199999999999832e+01 0.000000000000000000e+00 -2.008259340999999765e+01 -2.552633997477950345e+01 -2.477345695176216722e+01 -1.565386819937089413e+01
-2.060000000000000142e+01 0.000000000000000000e+00 -2.007059341000000074e+01 -2.551433997477950655e+01 -2.476145695176217032e+01 -1.564186819937089723e+01
-2.058699999999999974e+01 0.000000000000000000e+00 -2.005759340999999907e+01 -2.550133997477950487e+01 -2.474845695176216864e+01 -1.562886819937089555e+01
-2.057400000000000162e+01 0.000000000000000000e+00 -2.004459341000000094e+01 -2.548833997477950675e+01 -2.473545695176217052e+01 -1.561586819937089743e+01
-2.056200000000000117e+01 0.000000000000000000e+00 -2.003259341000000049e+01 -2.547633997477950629e+01 -2.472345695176217006e+01 -1.560386819937089697e+01
-2.054899999999999949e+01 0.000000000000000000e+00 -2.001959340999999881e+01 -2.546333997477950462e+01 -2.471045695176216839e+01 -1.559086819937089530e+01
-2.053699999999999903e+01 0.000000000000000000e+00 -2.000759340999999836e+01 -2.545133997477950416e+01 -2.469845695176216793e+01 -1.557886819937089484e+01
-2.052400000000000091e+01 0.000000000000000000e+00 -1.999459341000000023e+01 -2.543833997477950604e+01 -2.468545695176216981e+01 -1.556586819937089672e+01
-2.051099999999999923e+01 0.000000000000000000e+00 -1.998159340999999856e+01 -2.542533997477950436e+01 -2.467245695176216813e+01 -1.555286819937089504e+01
-2.049899999999999878e+01 0.000000000000000000e+00 -1.996959340999999810e+01 -2.541333997477950390e+01 -2.466045695176216768e+01 -1.554086819937089459e+01
-2.048600000000000065e+01 0.000000000000000000e+00 -1.995659340999999998e+01 -2.540033997477950578e+01 -2.464745695176216955e+01 -1.552786819937089646e+01
-2.047400000000000020e+01 0.000000000000000000e+00 -1.994459340999999952e+01 -2.538833997477950533e+01 -2.463545695176216910e+01 -1.551586819937089601e+01
-2.046099999999999852e+01 0.000000000000000000e+00 -1.993159340999999785e+01 -2.537533997477950365e+01 -2.462245695176216742e+01 -1.550286819937089433e+01
-2.044900000000000162e+01 0.000000000000000000e+00 -1.991959341000000094e+01 -2.536333997477950675e+01 -2.461045695176217052e+01 -1.549086819937089743e+01
-2.043599999999999994e+01 0.000000000000000000e+00 -1.990659340999999927e+01 -2.535033997477950507e+01 -2.459745695176216884e+01 -1.547786819937089575e+01
-2.042299999999999827e+01 0.000000000000000000e+00 -1.989359340999999759e+01 -2.533733997477950339e+01 -2.458445695176216717e+01 -1.546486819937089408e+01
-2.041100000000000136e+01 0.000000000000000000e+00 -1.988159341000000069e+01 -2.532533997477950649e+01 -2.457245695176217026e+01 -1.545286819937089717e+01
-2.039799999999999969e+01 0.000000000000000000e+00 -1.986859340999999901e+01 -2.531233997477950481e+01 -2.455945695176216859e+01 -1.543986819937089550e+01
-2.038599999999999923e+01 0.000000000000000000e+00 -1.985659340999999856e+01 -2.530033997477950436e+01 -2.454745695176216813e+01 -1.542786819937089504e+01
-2.037300000000000111e+01 0.000000000000000000e+00 -1.984359341000000043e+01 -2.528733997477950624e+01 -2.453445695176217001e+01 -1.541486819937089692e+01
-2.036100000000000065e+01 0.000000000000000000e+00 -1.983159340999999998e+01 -2.527533997477950578e+01 -2.452245695176216955e+01 -1.540286819937089646e+01
-2.034799999999999898e+01 0.000000000000000000e+00 -1.981859340999999830e+01 -2.526233997477950410e+01 -2.450945695176216788e+01 -1.538986819937089479e+01
-2.033500000000000085e+01 0.000000000000000000e+00 -1.980559341000000018e+01 -2.524933997477950598e+01 -2.449645695176216975e+01 -1.537686819937089666e+01
-2.032300000000000040e+01 0.000000000000000000e+00 -1.979359340999999972e+01 -2.523733997477950552e+01 -2.448445695176216930e+01 -1.536486819937089621e+01
-2.030999999999999872e+01 0.000000000000000000e+00 -1.978059340999999804e+01 -2.522433997477950385e+01 -2.447145695176216762e+01 -1.535186819937089453e+01
-2.029799999999999827e+01 0.000000000000000000e+00 -1.976859340999999759e+01 -2.521233997477950339e+01 -2.445945695176216717e+01 -1.533986819937089408e+01
-2.028500000000000014e+01 0.000000000000000000e+00 -1.975559340999999947e+01 -2.519933997477950527e+01 -2.444645695176216904e+01 -1.532686819937089595e+01
-2.027199999999999847e+01 0.000000000000000000e+00 -1.974259340999999779e+01 -2.518633997477950359e+01 -2.443345695176216736e+01 -1.531386819937089427e+01
-2.026000000000000156e+01 0.000000000000000000e+00 -1.973059341000000089e+01 -2.517433997477950669e+01 -2.442145695176217046e+01 -1.530186819937089737e+01
-2.024699999999999989e+01 0.000000000000000000e+00 -1.971759340999999921e+01 -2.516133997477950501e+01 -2.440845695176216879e+01 -1.528886819937089570e+01
-2.023499999999999943e+01 0.000000000000000000e+00 -1.970559340999999876e+01 -2.514933997477950456e+01 -2.439645695176216833e+01 -1.527686819937089524e+01
-2.022200000000000131e+01 0.000000000000000000e+00 -1.969259341000000063e+01 -2.513633997477950643e+01 -2.438345695176217021e+01 -1.526386819937089712e+01
-2.021000000000000085e+01 0.000000000000000000e+00 -1.968059341000000018e+01 -2.512433997477950598e+01 -2.437145695176216975e+01 -1.525186819937089666e+01
-2.019699999999999918e+01 0.000000000000000000e+00 -1.966759340999999850e+01 -2.511133997477950430e+01 -2.435845695176216807e+01 -1.523886819937089498e+01
-2.018400000000000105e+01 0.000000000000000000e+00 -1.965459341000000038e+01 -2.509833997477950618e+01 -2.434545695176216995e+01 -1.522586819937089686e+01
-2.017200000000000060e+01 0.000000000000000000e+00 -1.964259340999999992e+01 -2.508633997477950572e+01 -2.433345695176216950e+01 -1.521386819937089641e+01
-2.015899999999999892e+01 0.000000000000000000e+00 -1.962959340999999824e+01 -2.507333997477950405e+01 -2.432045695176216782e+01 -1.520086819937089473e+01
-2.014699999999999847e+01 0.000000000000000000e+00 -1.961759340999999779e+01 -2.506133997477950359e+01 -2.430845695176216736e+01 -1.518886819937089427e+01
-2.013400000000000034e+01 0.000000000000000000e+00 -1.960459340999999966e+01 -2.504833997477950547e+01 -2.429545695176216924e+01 -1.517586819937089615e+01
-2.012099999999999866e+01 0.000000000000000000e+00 -1.959159340999999799e+01 -2.503533997477950379e+01 -2.428245695176216756e+01 -1.516286819937089447e+01
-2.010900000000000176e+01 0.000000000000000000e+00 -1.957959341000000109e+01 -2.502333997477950689e+01 -2.427045695176217066e+01 -1.515086819937089757e+01
-2.009600000000000009e+01 0.000000000000000000e+00 -1.956659340999999941e+01 -2.501033997477950521e+01 -2.425745695176216898e+01 -1.513786819937089589e+01
-2.008399999999999963e+01 0.000000000000000000e+00 -1.955459340999999895e+01 -2.499833997477950476e+01 -2.424545695176216853e+01 -1.512586819937089544e+01
-2.007100000000000151e+01 0.000000000000000000e+00 -1.954159341000000083e+01 -2.498533997477950663e+01 -2.423245695176217041e+01 -1.511286819937089732e+01
-2.005900000000000105e+01 0.000000000000000000e+00 -1.952959341000000038e+01 -2.497333997477950618e+01 -2.422045695176216995e+01 -1.510086819937089686e+01
-2.004599999999999937e+01 0.000000000000000000e+00 -1.951659340999999870e+01 -2.496033997477950450e+01 -2.420745695176216827e+01 -1.508786819937089518e+01
-2.003300000000000125e+01 0.000000000000000000e+00 -1.950359341000000057e+01 -2.494733997477950638e+01 -2.419445695176217015e+01 -1.507486819937089706e+01
-2.002100000000000080e+01 0.000000000000000000e+00 -1.949159341000000012e+01 -2.493533997477950592e+01 -2.418245695176216969e+01 -1.506286819937089660e+01
-2.000799999999999912e+01 0.000000000000000000e+00 -1.947859340999999844e+01 -2.492233997477950425e+01 -2.416945695176216802e+01 -1.504986819937089493e+01
-1.999599999999999866e+01 0.000000000000000000e+00 -1.946659340999999799e+01 -2.491033997477950379e+01 -2.415745695176216756e+01 -1.503786819937089447e+01
-1.998300000000000054e+01 0.000000000000000000e+00 -1.945359340999999986e+01 -2.489733997477950567e+01 -2.414445695176216944e+01 -1.502486819937089635e+01
-1.996999999999999886e+01 0.000000000000000000e+00 -1.944059340999999819e+01 -2.488433997477950399e+01 -2.413145695176216776e+01 -1.501186819937089467e+01
-1.995799999999999841e+01 0.000000000000000000e+00 -1.942859340999999773e+01 -2.487233997477950354e+01 -2.411945695176216731e+01 -1.499986819937089422e+01
-1.994500000000000028e+01 0.000000000000000000e+00 -1.941559340999999961e+01 -2.485933997477950541e+01 -2.410645695176216918e+01 -1.498686819937089609e+01
-1.993299999999999983e+01 0.000000000000000000e+00 -1.940359340999999915e+01 -2.484733997477950496e+01 -2.409445695176216873e+01 -1.497486819937089564e+01
-1.992000000000000171e+01 0.000000000000000000e+00 -1.939059341000000103e+01 -2.483433997477950683e+01 -2.408145695176217060e+01 -1.496186819937089751e+01
-1.990800000000000125e+01 0.000000000000000000e+00 -1.937859341000000057e+01 -2.482233997477950638e+01 -2.406945695176217015e+01 -1.494986819937089706e+01
-1.989499999999999957e+01 0.000000000000000000e+00 -1.936559340999999890e+01 -2.480933997477950470e+01 -2.405645695176216847e+01 -1.493686819937089538e+01
-1.988200000000000145e+01 0.000000000000000000e+00 -1.935259341000000077e+01 -2.479633997477950658e+01 -2.404345695176217035e+01 -1.492386819937089726e+01
-1.987000000000000099e+01 0.000000000000000000e+00 -1.934059341000000032e+01 -2.478433997477950612e+01 -2.403145695176216989e+01 -1.491186819937089680e+01
-1.985699999999999932e+01 0.000000000000000000e+00 -1.932759340999999864e+01 -2.477133997477950444e+01 -2.401845695176216822e+01 -1.489886819937089513e+01
-1.984499999999999886e+01 0.000000000000000000e+00 -1.931559340999999819e+01 -2.475933997477950399e+01 -2.400645695176216776e+01 -1.488686819937089467e+01
-1.983200000000000074e+01 0.000000000000000000e+00 -1.930259341000000006e+01 -2.474633997477950587e+01 -2.399345695176216964e+01 -1.487386819937089655e+01
-1.982000000000000028e+01 0.000000000000000000e+00 -1.929059340999999961e+01 -2.473433997477950541e+01 -2.398145695176216918e+01 -1.486186819937089609e+01
-1.980699999999999861e+01 0.000000000000000000e+00 -1.927759340999999793e+01 -2.472133997477950373e+01 -2.396845695176216751e+01 -1.484886819937089442e+01
-1.979400000000000048e+01 0.000000000000000000e+00 -1.926459340999999981e+01 -2.470833997477950561e+01 -2.395545695176216938e+01 -1.483586819937089629e+01
-1.978200000000000003e+01 0.000000000000000000e+00 -1.925259340999999935e+01 -2.469633997477950516e+01 -2.394345695176216893e+01 -1.482386819937089584e+01
-1.976899999999999835e+01 0.000000000000000000e+00 -1.923959340999999768e+01 -2.468333997477950348e+01 -2.393045695176216725e+01 -1.481086819937089416e+01
-1.975700000000000145e+01 0.000000000000000000e+00 -1.922759341000000077e+01 -2.467133997477950658e+01 -2.391845695176217035e+01 -1.479886819937089726e+01
-1.974399999999999977e+01 0.000000000000000000e+00 -1.921459340999999910e+01 -2.465833997477950490e+01 -2.390545695176216867e+01 -1.478586819937089558e+01
-1.973100000000000165e+01 0.000000000000000000e+00 -1.920159341000000097e+01 -2.464533997477950678e+01 -2.389245695176217055e+01 -1.477286819937089746e+01
-1.971900000000000119e+01 0.000000000000000000e+00 -1.918959341000000052e+01 -2.463333997477950632e+01 -2.388045695176217009e+01 -1.476086819937089700e+01
-1.970599999999999952e+01 0.000000000000000000e+00 -1.917659340999999884e+01 -2.462033997477950464e+01 -2.386745695176216842e+01 -1.474786819937089533e+01
-1.969399999999999906e+01 0.000000000000000000e+00 -1.916459340999999839e+01 -2.460833997477950419e+01 -2.385545695176216796e+01 -1.473586819937089487e+01
-1.968100000000000094e+01 0.000000000000000000e+00 -1.915159341000000026e+01 -2.459533997477950606e+01 -2.384245695176216984e+01 -1.472286819937089675e+01
-1.966900000000000048e+01 0.000000000000000000e+00 -1.913959340999999981e+01 -2.458333997477950561e+01 -2.383045695176216938e+01 -1.471086819937089629e+01
-1.965599999999999881e+01 0.000000000000000000e+00 -1.912659340999999813e+01 -2.457033997477950393e+01 -2.381745695176216771e+01 -1.469786819937089462e+01
-1.964300000000000068e+01 0.000000000000000000e+00 -1.911359341000000001e+01 -2.455733997477950581e+01 -2.380445695176216958e+01 -1.468486819937089649e+01
-1.963100000000000023e+01 0.000000000000000000e+00 -1.910159340999999955e+01 -2.454533997477950535e+01 -2.379245695176216913e+01 -1.467286819937089604e+01
-1.961799999999999855e+01 0.000000000000000000e+00 -1.908859340999999787e+01 -2.453233997477950368e+01 -2.377945695176216745e+01 -1.465986819937089436e+01
-1.960600000000000165e+01 0.000000000000000000e+00 -1.907659341000000097e+01 -2.452033997477950678e+01 -2.376745695176217055e+01 -1.464786819937089746e+01
-1.959299999999999997e+01 0.000000000000000000e+00 -1.906359340999999930e+01 -2.450733997477950510e+01 -2.375445695176216887e+01 -1.463486819937089578e+01
-1.957999999999999829e+01 0.000000000000000000e+00 -1.905059340999999762e+01 -2.449433997477950342e+01 -2.374145695176216719e+01 -1.462186819937089410e+01
-1.956800000000000139e+01 0.000000000000000000e+00 -1.903859341000000072e+01 -2.448233997477950652e+01 -2.372945695176217029e+01 -1.460986819937089720e+01
-1.955499999999999972e+01 0.000000000000000000e+00 -1.902559340999999904e+01 -2.446933997477950484e+01 -2.371645695176216861e+01 -1.459686819937089552e+01
-1.954299999999999926e+01 0.000000000000000000e+00 -1.901359340999999858e+01 -2.445733997477950439e+01 -2.370445695176216816e+01 -1.458486819937089507e+01
-1.953000000000000114e+01 0.000000000000000000e+00 -1.900059341000000046e+01 -2.444433997477950626e+01 -2.369145695176217004e+01 -1.457186819937089695e+01
-1.951800000000000068e+01 0.000000000000000000e+00 -1.898859341000000001e+01 -2.443233997477950581e+01 -2.367945695176216958e+01 -1.455986819937089649e+01
-1.950499999999999901e+01 0.000000000000000000e+00 -1.897559340999999833e+01 -2.441933997477950413e+01 -2.366645695176216790e+01 -1.454686819937089481e+01
-1.949200000000000088e+01 0.000000000000000000e+00 -1.896259341000000020e+01 -2.440633997477950601e+01 -2.365345695176216978e+01 -1.453386819937089669e+01
-1.948000000000000043e+01 0.000000000000000000e+00 -1.895059340999999975e+01 -2.439433997477950555e+01 -2.364145695176216933e+01 -1.452186819937089624e+01
-1.946699999999999875e+01 0.000000000000000000e+00 -1.893759340999999807e+01 -2.438133997477950388e+01 -2.362845695176216765e+01 -1.450886819937089456e+01
-1.945499999999999829e+01 0.000000000000000000e+00 -1.892559340999999762e+01 -2.436933997477950342e+01 -2.361645695176216719e+01 -1.449686819937089410e+01
-1.944200000000000017e+01 0.000000000000000000e+00 -1.891259340999999949e+01 -2.435633997477950530e+01 -2.360345695176216907e+01 -1.448386819937089598e+01
-1.942899999999999849e+01 0.000000000000000000e+00 -1.889959340999999782e+01 -2.434333997477950362e+01 -2.359045695176216739e+01 -1.447086819937089430e+01
-1.941700000000000159e+01 0.000000000000000000e+00 -1.888759341000000092e+01 -2.433133997477950672e+01 -2.357845695176217049e+01 -1.445886819937089740e+01
-1.940399999999999991e+01 0.000000000000000000e+00 -1.887459340999999924e+01 -2.431833997477950504e+01 -2.356545695176216881e+01 -1.444586819937089572e+01
-1.939199999999999946e+01 0.000000000000000000e+00 -1.886259340999999878e+01 -2.430633997477950459e+01 -2.355345695176216836e+01 -1.443386819937089527e+01
-1.937900000000000134e+01 0.000000000000000000e+00 -1.884959341000000066e+01 -2.429333997477950646e+01 -2.354045695176217023e+01 -1.442086819937089714e+01
-1.936700000000000088e+01 0.000000000000000000e+00 -1.883759341000000020e+01 -2.428133997477950601e+01 -2.352845695176216978e+01 -1.440886819937089669e+01
-1.935399999999999920e+01 0.000000000000000000e+00 -1.882459340999999853e+01 -2.426833997477950433e+01 -2.351545695176216810e+01 -1.439586819937089501e+01
-1.934100000000000108e+01 0.000000000000000000e+00 -1.881159341000000040e+01 -2.425533997477950621e+01 -2.350245695176216998e+01 -1.438286819937089689e+01
-1.932900000000000063e+01 0.000000000000000000e+00 -1.879959340999999995e+01 -2.424333997477950575e+01 -2.349045695176216952e+01 -1.437086819937089643e+01
-1.931599999999999895e+01 0.000000000000000000e+00 -1.878659340999999827e+01 -2.423033997477950408e+01 -2.347745695176216785e+01 -1.435786819937089476e+01
-1.930399999999999849e+01 0.000000000000000000e+00 -1.877459340999999782e+01 -2.421833997477950362e+01 -2.346545695176216739e+01 -1.434586819937089430e+01
-1.929100000000000037e+01 0.000000000000000000e+00 -1.876159340999999969e+01 -2.420533997477950550e+01 -2.345245695176216927e+01 -1.433286819937089618e+01
-1.927799999999999869e+01 0.000000000000000000e+00 -1.874859340999999802e+01 -2.419233997477950382e+01 -2.343945695176216759e+01 -1.431986819937089450e+01
-1.926599999999999824e+01 0.000000000000000000e+00 -1.873659340999999756e+01 -2.418033997477950336e+01 -2.342745695176216714e+01 -1.430786819937089405e+01
-1.925300000000000011e+01 0.000000000000000000e+00 -1.872359340999999944e+01 -2.416733997477950524e+01 -2.341445695176216901e+01 -1.429486819937089592e+01
-1.924099999999999966e+01 0.000000000000000000e+00 -1.871159340999999898e+01 -2.415533997477950479e+01 -2.340245695176216856e+01 -1.428286819937089547e+01
-1.922800000000000153e+01 0.000000000000000000e+00 -1.869859341000000086e+01 -2.414233997477950666e+01 -2.338945695176217043e+01 -1.426986819937089734e+01
-1.921600000000000108e+01 0.000000000000000000e+00 -1.868659341000000040e+01 -2.413033997477950621e+01 -2.337745695176216998e+01 -1.425786819937089689e+01
-1.920299999999999940e+01 0.000000000000000000e+00 -1.867359340999999873e+01 -2.411733997477950453e+01 -2.336445695176216830e+01 -1.424486819937089521e+01
-1.919000000000000128e+01 0.000000000000000000e+00 -1.866059341000000060e+01 -2.410433997477950641e+01 -2.335145695176217018e+01 -1.423186819937089709e+01
-1.917800000000000082e+01 0.000000000000000000e+00 -1.864859341000000015e+01 -2.409233997477950595e+01 -2.333945695176216972e+01 -1.421986819937089663e+01
-1.916499999999999915e+01 0.000000000000000000e+00 -1.863559340999999847e+01 -2.407933997477950427e+01 -2.332645695176216805e+01 -1.420686819937089496e+01
-1.915299999999999869e+01 0.000000000000000000e+00 -1.862359340999999802e+01 -2.406733997477950382e+01 -2.331445695176216759e+01 -1.419486819937089450e+01
-1.914000000000000057e+01 0.000000000000000000e+00 -1.861059340999999989e+01 -2.405433997477950570e+01 -2.330145695176216947e+01 -1.418186819937089638e+01
