# E_raw(eV)  DOS(states/eV)  E_minus_Ef(eV)  E_minus_Evac_left(eV)  E_minus_Evac_right(eV)  E_minus_Vmid(eV)
-1.184299999999999997e+01 1.393999999999999950e+01 -1.131359340999999930e+01 -1.675733997477950510e+01 -1.600445695176216887e+01 -6.884868199370894892e+00
-1.183000000000000007e+01 1.584999999999999964e+01 -1.130059340999999939e+01 -1.674433997477950697e+01 -1.599145695176216719e+01 -6.871868199370894992e+00
-1.181799999999999962e+01 1.669999999999999929e+01 -1.128859340999999894e+01 -1.673233997477950652e+01 -1.597945695176216674e+01 -6.859868199370894537e+00
-1.180499999999999972e+01 1.664999999999999858e+01 -1.127559340999999904e+01 -1.671933997477950484e+01 -1.596645695176216861e+01 -6.846868199370894637e+00
-1.179199999999999982e+01 1.610000000000000142e+01 -1.126259340999999914e+01 -1.670633997477950672e+01 -1.595345695176216694e+01 -6.833868199370894736e+00
-1.177999999999999936e+01 1.535999999999999943e+01 -1.125059340999999868e+01 -1.669433997477950626e+01 -1.594145695176216648e+01 -6.821868199370894281e+00
-1.176699999999999946e+01 1.450999999999999979e+01 -1.123759340999999878e+01 -1.668133997477950459e+01 -1.592845695176216836e+01 -6.808868199370894381e+00
-1.175500000000000078e+01 1.346000000000000085e+01 -1.122559341000000011e+01 -1.666933997477950768e+01 -1.591645695176216790e+01 -6.796868199370895702e+00
-1.174200000000000088e+01 1.218999999999999950e+01 -1.121259341000000020e+01 -1.665633997477950601e+01 -1.590345695176216978e+01 -6.783868199370895802e+00
-1.172899999999999920e+01 1.083999999999999986e+01 -1.119959340999999853e+01 -1.664333997477950433e+01 -1.589045695176216810e+01 -6.770868199370894125e+00
-1.171700000000000053e+01 9.739000000000000767e+00 -1.118759340999999985e+01 -1.663133997477950743e+01 -1.587845695176216765e+01 -6.758868199370895447e+00
-1.170400000000000063e+01 9.195000000000000284e+00 -1.117459340999999995e+01 -1.661833997477950575e+01 -1.586545695176216952e+01 -6.745868199370895546e+00
-1.169200000000000017e+01 9.297000000000000597e+00 -1.116259340999999949e+01 -1.660633997477950530e+01 -1.585345695176216907e+01 -6.733868199370895091e+00
-1.167900000000000027e+01 9.849000000000000199e+00 -1.114959340999999959e+01 -1.659333997477950717e+01 -1.584045695176216739e+01 -6.720868199370895191e+00
-1.166699999999999982e+01 1.046000000000000085e+01 -1.113759340999999914e+01 -1.658133997477950672e+01 -1.582845695176216694e+01 -6.708868199370894736e+00
-1.165399999999999991e+01 1.073000000000000043e+01 -1.112459340999999924e+01 -1.656833997477950504e+01 -1.581545695176216881e+01 -6.695868199370894835e+00
-1.164100000000000001e+01 1.039000000000000057e+01 -1.111159340999999934e+01 -1.655533997477950692e+01 -1.580245695176216714e+01 -6.682868199370894935e+00
-1.162899999999999956e+01 9.387999999999999901e+00 -1.109959340999999888e+01 -1.654333997477950646e+01 -1.579045695176216668e+01 -6.670868199370894480e+00
-1.161599999999999966e+01 7.863000000000000433e+00 -1.108659340999999898e+01 -1.653033997477950479e+01 -1.577745695176216856e+01 -6.657868199370894580e+00
-1.160399999999999920e+01 6.067000000000000171e+00 -1.107459340999999853e+01 -1.651833997477950433e+01 -1.576545695176216810e+01 -6.645868199370894125e+00
-1.159099999999999930e+01 4.285999999999999588e+00 -1.106159340999999863e+01 -1.650533997477950621e+01 -1.575245695176216643e+01 -6.632868199370894224e+00
-1.157799999999999940e+01 2.754000000000000004e+00 -1.104859340999999873e+01 -1.649233997477950453e+01 -1.573945695176216830e+01 -6.619868199370894324e+00
-1.156600000000000072e+01 1.602000000000000091e+00 -1.103659341000000005e+01 -1.648033997477950763e+01 -1.572745695176216785e+01 -6.607868199370895645e+00
-1.155300000000000082e+01 8.458999999999999853e-01 -1.102359341000000015e+01 -1.646733997477950595e+01 -1.571445695176216972e+01 -6.594868199370895745e+00
-1.154100000000000037e+01 4.274999999999999911e-01 -1.101159340999999969e+01 -1.645533997477950550e+01 -1.570245695176216927e+01 -6.582868199370895290e+00
-1.152800000000000047e+01 2.715000000000000191e-01 -1.099859340999999979e+01 -1.644233997477950737e+01 -1.568945695176216759e+01 -6.569868199370895390e+00
-1.151600000000000001e+01 3.377000000000000002e-01 -1.098659340999999934e+01 -1.643033997477950692e+01 -1.567745695176216714e+01 -6.557868199370894935e+00
-1.150300000000000011e+01 6.415999999999999481e-01 -1.097359340999999944e+01 -1.641733997477950524e+01 -1.566445695176216901e+01 -6.544868199370895034e+00
-1.149000000000000021e+01 1.235000000000000098e+00 -1.096059340999999954e+01 -1.640433997477950712e+01 -1.565145695176216734e+01 -6.531868199370895134e+00
-1.147799999999999976e+01 2.146999999999999797e+00 -1.094859340999999908e+01 -1.639233997477950666e+01 -1.563945695176216688e+01 -6.519868199370894679e+00
-1.146499999999999986e+01 3.314000000000000057e+00 -1.093559340999999918e+01 -1.637933997477950498e+01 -1.562645695176216876e+01 -6.506868199370894779e+00
-1.145299999999999940e+01 4.540000000000000036e+00 -1.092359340999999873e+01 -1.636733997477950453e+01 -1.561445695176216830e+01 -6.494868199370894324e+00
-1.143999999999999950e+01 5.554999999999999716e+00 -1.091059340999999883e+01 -1.635433997477950641e+01 -1.560145695176216663e+01 -6.481868199370894423e+00
-1.142699999999999960e+01 6.147999999999999687e+00 -1.089759340999999893e+01 -1.634133997477950473e+01 -1.558845695176216850e+01 -6.468868199370894523e+00
-1.141499999999999915e+01 6.315000000000000391e+00 -1.088559340999999847e+01 -1.632933997477950427e+01 -1.557645695176216805e+01 -6.456868199370894068e+00
-1.140199999999999925e+01 6.285000000000000142e+00 -1.087259340999999857e+01 -1.631633997477950615e+01 -1.556345695176216637e+01 -6.443868199370894168e+00
-1.139000000000000057e+01 6.397999999999999687e+00 -1.086059340999999989e+01 -1.630433997477950570e+01 -1.555145695176216947e+01 -6.431868199370895489e+00
-1.137700000000000067e+01 6.916999999999999815e+00 -1.084759340999999999e+01 -1.629133997477950757e+01 -1.553845695176216779e+01 -6.418868199370895589e+00
-1.136500000000000021e+01 7.895999999999999908e+00 -1.083559340999999954e+01 -1.627933997477950712e+01 -1.552645695176216734e+01 -6.406868199370895134e+00
-1.135200000000000031e+01 9.194000000000000838e+00 -1.082259340999999964e+01 -1.626633997477950544e+01 -1.551345695176216921e+01 -6.393868199370895233e+00
-1.133900000000000041e+01 1.058000000000000007e+01 -1.080959340999999974e+01 -1.625333997477950732e+01 -1.550045695176216753e+01 -6.380868199370895333e+00
-1.132699999999999996e+01 1.186999999999999922e+01 -1.079759340999999928e+01 -1.624133997477950686e+01 -1.548845695176216708e+01 -6.368868199370894878e+00
-1.131400000000000006e+01 1.292999999999999972e+01 -1.078459340999999938e+01 -1.622833997477950518e+01 -1.547545695176216896e+01 -6.355868199370894978e+00
-1.130199999999999960e+01 1.371000000000000085e+01 -1.077259340999999893e+01 -1.621633997477950473e+01 -1.546345695176216850e+01 -6.343868199370894523e+00
-1.128899999999999970e+01 1.417999999999999972e+01 -1.075959340999999903e+01 -1.620333997477950660e+01 -1.545045695176216682e+01 -6.330868199370894622e+00
-1.127699999999999925e+01 1.435999999999999943e+01 -1.074759340999999857e+01 -1.619133997477950615e+01 -1.543845695176216637e+01 -6.318868199370894168e+00
-1.126399999999999935e+01 1.434999999999999964e+01 -1.073459340999999867e+01 -1.617833997477950447e+01 -1.542545695176216825e+01 -6.305868199370894267e+00
-1.125099999999999945e+01 1.428999999999999915e+01 -1.072159340999999877e+01 -1.616533997477950635e+01 -1.541245695176216657e+01 -6.292868199370894366e+00
-1.123900000000000077e+01 1.433000000000000007e+01 -1.070959341000000009e+01 -1.615333997477950589e+01 -1.540045695176216967e+01 -6.280868199370895688e+00
-1.122600000000000087e+01 1.441999999999999993e+01 -1.069659341000000019e+01 -1.614033997477950777e+01 -1.538745695176216799e+01 -6.267868199370895788e+00
-1.121400000000000041e+01 1.430000000000000071e+01 -1.068459340999999974e+01 -1.612833997477950732e+01 -1.537545695176216753e+01 -6.255868199370895333e+00
-1.120100000000000051e+01 1.358000000000000007e+01 -1.067159340999999984e+01 -1.611533997477950564e+01 -1.536245695176216941e+01 -6.242868199370895432e+00
-1.118800000000000061e+01 1.203999999999999915e+01 -1.065859340999999993e+01 -1.610233997477950751e+01 -1.534945695176216773e+01 -6.229868199370895532e+00
-1.117600000000000016e+01 9.773999999999999133e+00 -1.064659340999999948e+01 -1.609033997477950706e+01 -1.533745695176216728e+01 -6.217868199370895077e+00
-1.116300000000000026e+01 7.222999999999999865e+00 -1.063359340999999958e+01 -1.607733997477950538e+01 -1.532445695176216915e+01 -6.204868199370895177e+00
-1.115099999999999980e+01 4.940000000000000391e+00 -1.062159340999999912e+01 -1.606533997477950493e+01 -1.531245695176216870e+01 -6.192868199370894722e+00
-1.113799999999999990e+01 3.330999999999999961e+00 -1.060859340999999922e+01 -1.605233997477950680e+01 -1.529945695176216702e+01 -6.179868199370894821e+00
-1.112599999999999945e+01 2.520999999999999908e+00 -1.059659340999999877e+01 -1.604033997477950635e+01 -1.528745695176216657e+01 -6.167868199370894366e+00
-1.111299999999999955e+01 2.366000000000000103e+00 -1.058359340999999887e+01 -1.602733997477950467e+01 -1.527445695176216844e+01 -6.154868199370894466e+00
-1.109999999999999964e+01 2.568000000000000060e+00 -1.057059340999999897e+01 -1.601433997477950655e+01 -1.526145695176216677e+01 -6.141868199370894565e+00
-1.108799999999999919e+01 2.798999999999999932e+00 -1.055859340999999851e+01 -1.600233997477950609e+01 -1.524945695176216631e+01 -6.129868199370894111e+00
-1.107499999999999929e+01 2.821000000000000174e+00 -1.054559340999999861e+01 -1.598933997477950442e+01 -1.523645695176216819e+01 -6.116868199370894210e+00
-1.106300000000000061e+01 2.548000000000000043e+00 -1.053359340999999993e+01 -1.597733997477950751e+01 -1.522445695176216773e+01 -6.104868199370895532e+00
-1.105000000000000071e+01 2.048000000000000043e+00 -1.052059341000000003e+01 -1.596433997477950584e+01 -1.521145695176216961e+01 -6.091868199370895631e+00
-1.103700000000000081e+01 1.479000000000000092e+00 -1.050759341000000013e+01 -1.595133997477950771e+01 -1.519845695176216793e+01 -6.078868199370895731e+00
-1.102500000000000036e+01 1.014000000000000012e+00 -1.049559340999999968e+01 -1.593933997477950726e+01 -1.518645695176216748e+01 -6.066868199370895276e+00
-1.101200000000000045e+01 7.892000000000000126e-01 -1.048259340999999978e+01 -1.592633997477950558e+01 -1.517345695176216935e+01 -6.053868199370895375e+00
-1.100000000000000000e+01 8.998000000000000442e-01 -1.047059340999999932e+01 -1.591433997477950513e+01 -1.516145695176216890e+01 -6.041868199370894921e+00
-1.098700000000000010e+01 1.407999999999999918e+00 -1.045759340999999942e+01 -1.590133997477950700e+01 -1.514845695176216722e+01 -6.028868199370895020e+00
-1.097499999999999964e+01 2.331999999999999851e+00 -1.044559340999999897e+01 -1.588933997477950655e+01 -1.513645695176216677e+01 -6.016868199370894565e+00
-1.096199999999999974e+01 3.615000000000000213e+00 -1.043259340999999907e+01 -1.587633997477950487e+01 -1.512345695176216864e+01 -6.003868199370894665e+00
-1.094899999999999984e+01 5.110999999999999766e+00 -1.041959340999999917e+01 -1.586333997477950675e+01 -1.511045695176216697e+01 -5.990868199370894764e+00
-1.093699999999999939e+01 6.637999999999999901e+00 -1.040759340999999871e+01 -1.585133997477950629e+01 -1.509845695176216651e+01 -5.978868199370894310e+00
-1.092399999999999949e+01 8.067999999999999616e+00 -1.039459340999999881e+01 -1.583833997477950462e+01 -1.508545695176216839e+01 -5.965868199370894409e+00
-1.091200000000000081e+01 9.381999999999999673e+00 -1.038259341000000013e+01 -1.582633997477950771e+01 -1.507345695176216793e+01 -5.953868199370895731e+00
-1.089899999999999913e+01 1.059999999999999964e+01 -1.036959340999999846e+01 -1.581333997477950604e+01 -1.506045695176216626e+01 -5.940868199370894054e+00
-1.088599999999999923e+01 1.161999999999999922e+01 -1.035659340999999856e+01 -1.580033997477950436e+01 -1.504745695176216813e+01 -5.927868199370894153e+00
-1.087400000000000055e+01 1.219999999999999929e+01 -1.034459340999999988e+01 -1.578833997477950746e+01 -1.503545695176216768e+01 -5.915868199370895475e+00
-1.086100000000000065e+01 1.200000000000000000e+01 -1.033159340999999998e+01 -1.577533997477950578e+01 -1.502245695176216955e+01 -5.902868199370895574e+00
-1.084900000000000020e+01 1.083999999999999986e+01 -1.031959340999999952e+01 -1.576333997477950533e+01 -1.501045695176216910e+01 -5.890868199370895120e+00
-1.083600000000000030e+01 8.868999999999999773e+00 -1.030659340999999962e+01 -1.575033997477950720e+01 -1.499745695176216742e+01 -5.877868199370895219e+00
-1.082399999999999984e+01 6.519000000000000128e+00 -1.029459340999999917e+01 -1.573833997477950675e+01 -1.498545695176216697e+01 -5.865868199370894764e+00
-1.081099999999999994e+01 4.280000000000000249e+00 -1.028159340999999927e+01 -1.572533997477950507e+01 -1.497245695176216884e+01 -5.852868199370894864e+00
-1.079800000000000004e+01 2.503000000000000114e+00 -1.026859340999999937e+01 -1.571233997477950695e+01 -1.495945695176216717e+01 -5.839868199370894963e+00
-1.078599999999999959e+01 1.304999999999999938e+00 -1.025659340999999891e+01 -1.570033997477950649e+01 -1.494745695176216671e+01 -5.827868199370894509e+00
-1.077299999999999969e+01 6.172999999999999599e-01 -1.024359340999999901e+01 -1.568733997477950481e+01 -1.493445695176216859e+01 -5.814868199370894608e+00
-1.076099999999999923e+01 2.965999999999999748e-01 -1.023159340999999856e+01 -1.567533997477950436e+01 -1.492245695176216813e+01 -5.802868199370894153e+00
-1.074799999999999933e+01 2.202999999999999958e-01 -1.021859340999999866e+01 -1.566233997477950624e+01 -1.490945695176216645e+01 -5.789868199370894253e+00
-1.073499999999999943e+01 3.247999999999999776e-01 -1.020559340999999876e+01 -1.564933997477950456e+01 -1.489645695176216833e+01 -5.776868199370894352e+00
-1.072300000000000075e+01 5.976000000000000201e-01 -1.019359341000000008e+01 -1.563733997477950766e+01 -1.488445695176216788e+01 -5.764868199370895674e+00
-1.071000000000000085e+01 1.036999999999999922e+00 -1.018059341000000018e+01 -1.562433997477950598e+01 -1.487145695176216975e+01 -5.751868199370895773e+00
-1.069800000000000040e+01 1.604999999999999982e+00 -1.016859340999999972e+01 -1.561233997477950552e+01 -1.485945695176216930e+01 -5.739868199370895319e+00
-1.068500000000000050e+01 2.197000000000000064e+00 -1.015559340999999982e+01 -1.559933997477950740e+01 -1.484645695176216762e+01 -5.726868199370895418e+00
-1.067300000000000004e+01 2.662999999999999812e+00 -1.014359340999999937e+01 -1.558733997477950695e+01 -1.483445695176216717e+01 -5.714868199370894963e+00
-1.066000000000000014e+01 2.874000000000000110e+00 -1.013059340999999947e+01 -1.557433997477950527e+01 -1.482145695176216904e+01 -5.701868199370895063e+00
-1.064700000000000024e+01 2.802000000000000046e+00 -1.011759340999999957e+01 -1.556133997477950714e+01 -1.480845695176216736e+01 -5.688868199370895162e+00
-1.063499999999999979e+01 2.548999999999999932e+00 -1.010559340999999911e+01 -1.554933997477950669e+01 -1.479645695176216691e+01 -5.676868199370894708e+00
-1.062199999999999989e+01 2.307999999999999829e+00 -1.009259340999999921e+01 -1.553633997477950501e+01 -1.478345695176216879e+01 -5.663868199370894807e+00
-1.060999999999999943e+01 2.258000000000000007e+00 -1.008059340999999876e+01 -1.552433997477950456e+01 -1.477145695176216833e+01 -5.651868199370894352e+00
-1.059699999999999953e+01 2.467999999999999972e+00 -1.006759340999999885e+01 -1.551133997477950643e+01 -1.475845695176216665e+01 -5.638868199370894452e+00
-1.058500000000000085e+01 2.866000000000000103e+00 -1.005559341000000018e+01 -1.549933997477950598e+01 -1.474645695176216975e+01 -5.626868199370895773e+00
-1.057199999999999918e+01 3.282000000000000028e+00 -1.004259340999999850e+01 -1.548633997477950430e+01 -1.473345695176216807e+01 -5.613868199370894096e+00
-1.055899999999999928e+01 3.543000000000000149e+00 -1.002959340999999860e+01 -1.547333997477950618e+01 -1.472045695176216640e+01 -5.600868199370894196e+00
-1.054700000000000060e+01 3.544999999999999929e+00 -1.001759340999999992e+01 -1.546133997477950572e+01 -1.470845695176216950e+01 -5.588868199370895518e+00
-1.053400000000000070e+01 3.281000000000000139e+00 -1.000459341000000002e+01 -1.544833997477950760e+01 -1.469545695176216782e+01 -5.575868199370895617e+00
-1.052200000000000024e+01 2.818999999999999950e+00 -9.992593409999999565e+00 -1.543633997477950714e+01 -1.468345695176216736e+01 -5.563868199370895162e+00
-1.050900000000000034e+01 2.250000000000000000e+00 -9.979593409999999665e+00 -1.542333997477950547e+01 -1.467045695176216924e+01 -5.550868199370895262e+00
-1.049600000000000044e+01 1.663000000000000034e+00 -9.966593409999999764e+00 -1.541033997477950734e+01 -1.465745695176216756e+01 -5.537868199370895361e+00
-1.048399999999999999e+01 1.131999999999999895e+00 -9.954593409999999309e+00 -1.539833997477950689e+01 -1.464545695176216711e+01 -5.525868199370894907e+00
-1.047100000000000009e+01 7.048999999999999710e-01 -9.941593409999999409e+00 -1.538533997477950521e+01 -1.463245695176216898e+01 -5.512868199370895006e+00
-1.045899999999999963e+01 4.020000000000000240e-01 -9.929593409999998954e+00 -1.537333997477950476e+01 -1.462045695176216853e+01 -5.500868199370894551e+00
-1.044599999999999973e+01 2.232000000000000095e-01 -9.916593409999999054e+00 -1.536033997477950663e+01 -1.460745695176216685e+01 -5.487868199370894651e+00
-1.043399999999999928e+01 1.622000000000000108e-01 -9.904593409999998599e+00 -1.534833997477950618e+01 -1.459545695176216640e+01 -5.475868199370894196e+00
-1.042099999999999937e+01 2.303999999999999937e-01 -9.891593409999998698e+00 -1.533533997477950450e+01 -1.458245695176216827e+01 -5.462868199370894295e+00
-1.040799999999999947e+01 4.747000000000000108e-01 -9.878593409999998798e+00 -1.532233997477950638e+01 -1.456945695176216660e+01 -5.449868199370894395e+00
-1.039600000000000080e+01 9.744000000000000439e-01 -9.866593410000000119e+00 -1.531033997477950592e+01 -1.455745695176216969e+01 -5.437868199370895717e+00
-1.038299999999999912e+01 1.804999999999999938e+00 -9.853593409999998443e+00 -1.529733997477950425e+01 -1.454445695176216802e+01 -5.424868199370894040e+00
-1.037100000000000044e+01 2.970000000000000195e+00 -9.841593409999999764e+00 -1.528533997477950734e+01 -1.453245695176216756e+01 -5.412868199370895361e+00
-1.035800000000000054e+01 4.334999999999999964e+00 -9.828593409999999864e+00 -1.527233997477950567e+01 -1.451945695176216944e+01 -5.399868199370895461e+00
-1.034500000000000064e+01 5.618000000000000327e+00 -9.815593409999999963e+00 -1.525933997477950754e+01 -1.450645695176216776e+01 -5.386868199370895560e+00
-1.033300000000000018e+01 6.475999999999999979e+00 -9.803593409999999508e+00 -1.524733997477950709e+01 -1.449445695176216731e+01 -5.374868199370895105e+00
-1.032000000000000028e+01 6.653999999999999915e+00 -9.790593409999999608e+00 -1.523433997477950541e+01 -1.448145695176216918e+01 -5.361868199370895205e+00
-1.030799999999999983e+01 6.113999999999999879e+00 -9.778593409999999153e+00 -1.522233997477950496e+01 -1.446945695176216873e+01 -5.349868199370894750e+00
-1.029499999999999993e+01 5.052999999999999936e+00 -9.765593409999999253e+00 -1.520933997477950683e+01 -1.445645695176216705e+01 -5.336868199370894850e+00
-1.028299999999999947e+01 3.818999999999999950e+00 -9.753593409999998798e+00 -1.519733997477950638e+01 -1.444445695176216660e+01 -5.324868199370894395e+00
-1.026999999999999957e+01 2.769000000000000128e+00 -9.740593409999998897e+00 -1.518433997477950470e+01 -1.443145695176216847e+01 -5.311868199370894494e+00
-1.025699999999999967e+01 2.173000000000000043e+00 -9.727593409999998997e+00 -1.517133997477950658e+01 -1.441845695176216680e+01 -5.298868199370894594e+00
-1.024499999999999922e+01 2.166999999999999815e+00 -9.715593409999998542e+00 -1.515933997477950612e+01 -1.440645695176216634e+01 -5.286868199370894139e+00
-1.023199999999999932e+01 2.732000000000000206e+00 -9.702593409999998642e+00 -1.514633997477950444e+01 -1.439345695176216822e+01 -5.273868199370894239e+00
-1.022000000000000064e+01 3.692000000000000171e+00 -9.690593409999999963e+00 -1.513433997477950754e+01 -1.438145695176216776e+01 -5.261868199370895560e+00
-1.020700000000000074e+01 4.724999999999999645e+00 -9.677593410000000063e+00 -1.512133997477950587e+01 -1.436845695176216964e+01 -5.248868199370895660e+00
-1.019400000000000084e+01 5.455000000000000071e+00 -9.664593410000000162e+00 -1.510833997477950774e+01 -1.435545695176216796e+01 -5.235868199370895759e+00
-1.018200000000000038e+01 5.592999999999999972e+00 -9.652593409999999707e+00 -1.509633997477950729e+01 -1.434345695176216751e+01 -5.223868199370895304e+00
-1.016900000000000048e+01 5.073000000000000398e+00 -9.639593409999999807e+00 -1.508333997477950561e+01 -1.433045695176216938e+01 -5.210868199370895404e+00
-1.015700000000000003e+01 4.072000000000000064e+00 -9.627593409999999352e+00 -1.507133997477950516e+01 -1.431845695176216893e+01 -5.198868199370894949e+00
-1.014400000000000013e+01 2.911999999999999922e+00 -9.614593409999999452e+00 -1.505833997477950703e+01 -1.430545695176216725e+01 -5.185868199370895049e+00
-1.013199999999999967e+01 1.911000000000000032e+00 -9.602593409999998997e+00 -1.504633997477950658e+01 -1.429345695176216680e+01 -5.173868199370894594e+00
-1.011899999999999977e+01 1.270000000000000018e+00 -9.589593409999999096e+00 -1.503333997477950490e+01 -1.428045695176216867e+01 -5.160868199370894693e+00
-1.010599999999999987e+01 1.056999999999999940e+00 -9.576593409999999196e+00 -1.502033997477950678e+01 -1.426745695176216699e+01 -5.147868199370894793e+00
-1.009399999999999942e+01 1.235000000000000098e+00 -9.564593409999998741e+00 -1.500833997477950632e+01 -1.425545695176216654e+01 -5.135868199370894338e+00
-1.008099999999999952e+01 1.697999999999999954e+00 -9.551593409999998840e+00 -1.499533997477950464e+01 -1.424245695176216842e+01 -5.122868199370894438e+00
-1.006900000000000084e+01 2.294000000000000039e+00 -9.539593410000000162e+00 -1.498333997477950774e+01 -1.423045695176216796e+01 -5.110868199370895759e+00
-1.005599999999999916e+01 2.861000000000000210e+00 -9.526593409999998485e+00 -1.497033997477950606e+01 -1.421745695176216628e+01 -5.097868199370894082e+00
-1.004400000000000048e+01 3.281000000000000139e+00 -9.514593409999999807e+00 -1.495833997477950561e+01 -1.420545695176216938e+01 -5.085868199370895404e+00
-1.003100000000000058e+01 3.545999999999999819e+00 -9.501593409999999906e+00 -1.494533997477950749e+01 -1.419245695176216771e+01 -5.072868199370895503e+00
-1.001800000000000068e+01 3.766000000000000014e+00 -9.488593410000000006e+00 -1.493233997477950581e+01 -1.417945695176216958e+01 -5.059868199370895603e+00
-1.000600000000000023e+01 4.108999999999999986e+00 -9.476593409999999551e+00 -1.492033997477950535e+01 -1.416745695176216913e+01 -5.047868199370895148e+00
-9.993000000000000327e+00 4.682999999999999829e+00 -9.463593409999999650e+00 -1.490733997477950723e+01 -1.415445695176216745e+01 -5.034868199370895248e+00
-9.980999999999999872e+00 5.447000000000000064e+00 -9.451593409999999196e+00 -1.489533997477950678e+01 -1.414245695176216699e+01 -5.022868199370894793e+00
-9.967999999999999972e+00 6.192000000000000171e+00 -9.438593409999999295e+00 -1.488233997477950510e+01 -1.412945695176216887e+01 -5.009868199370894892e+00
-9.955000000000000071e+00 6.636999999999999567e+00 -9.425593409999999395e+00 -1.486933997477950697e+01 -1.411645695176216719e+01 -4.996868199370894992e+00
-9.942999999999999616e+00 6.572000000000000064e+00 -9.413593409999998940e+00 -1.485733997477950652e+01 -1.410445695176216674e+01 -4.984868199370894537e+00
-9.929999999999999716e+00 5.979000000000000092e+00 -9.400593409999999039e+00 -1.484433997477950484e+01 -1.409145695176216861e+01 -4.971868199370894637e+00
-9.917999999999999261e+00 5.041999999999999815e+00 -9.388593409999998585e+00 -1.483233997477950439e+01 -1.407945695176216816e+01 -4.959868199370894182e+00
-9.904999999999999361e+00 4.038999999999999702e+00 -9.375593409999998684e+00 -1.481933997477950626e+01 -1.406645695176216648e+01 -4.946868199370894281e+00
-9.893000000000000682e+00 3.201000000000000068e+00 -9.363593410000000006e+00 -1.480733997477950581e+01 -1.405445695176216958e+01 -4.934868199370895603e+00
-9.880000000000000782e+00 2.640000000000000124e+00 -9.350593410000000105e+00 -1.479433997477950768e+01 -1.404145695176216790e+01 -4.921868199370895702e+00
-9.867000000000000881e+00 2.387000000000000011e+00 -9.337593410000000205e+00 -1.478133997477950601e+01 -1.402845695176216978e+01 -4.908868199370895802e+00
-9.855000000000000426e+00 2.455999999999999961e+00 -9.325593409999999750e+00 -1.476933997477950555e+01 -1.401645695176216933e+01 -4.896868199370895347e+00
-9.842000000000000526e+00 2.873000000000000220e+00 -9.312593409999999849e+00 -1.475633997477950743e+01 -1.400345695176216765e+01 -4.883868199370895447e+00
-9.830000000000000071e+00 3.617999999999999883e+00 -9.300593409999999395e+00 -1.474433997477950697e+01 -1.399145695176216719e+01 -4.871868199370894992e+00
-9.817000000000000171e+00 4.546999999999999709e+00 -9.287593409999999494e+00 -1.473133997477950530e+01 -1.397845695176216907e+01 -4.858868199370895091e+00
-9.804000000000000270e+00 5.391000000000000014e+00 -9.274593409999999594e+00 -1.471833997477950717e+01 -1.396545695176216739e+01 -4.845868199370895191e+00
-9.791999999999999815e+00 5.857999999999999652e+00 -9.262593409999999139e+00 -1.470633997477950672e+01 -1.395345695176216694e+01 -4.833868199370894736e+00
-9.778999999999999915e+00 5.802999999999999936e+00 -9.249593409999999238e+00 -1.469333997477950504e+01 -1.394045695176216881e+01 -4.820868199370894835e+00
-9.766999999999999460e+00 5.312999999999999723e+00 -9.237593409999998784e+00 -1.468133997477950459e+01 -1.392845695176216836e+01 -4.808868199370894381e+00
-9.753999999999999559e+00 4.658999999999999808e+00 -9.224593409999998883e+00 -1.466833997477950646e+01 -1.391545695176216668e+01 -4.795868199370894480e+00
-9.742000000000000881e+00 4.118000000000000327e+00 -9.212593410000000205e+00 -1.465633997477950601e+01 -1.390345695176216978e+01 -4.783868199370895802e+00
-9.728999999999999204e+00 3.823999999999999844e+00 -9.199593409999998528e+00 -1.464333997477950433e+01 -1.389045695176216810e+01 -4.770868199370894125e+00
-9.715999999999999304e+00 3.722999999999999865e+00 -9.186593409999998627e+00 -1.463033997477950621e+01 -1.387745695176216643e+01 -4.757868199370894224e+00
-9.704000000000000625e+00 3.666999999999999815e+00 -9.174593409999999949e+00 -1.461833997477950575e+01 -1.386545695176216952e+01 -4.745868199370895546e+00
-9.691000000000000725e+00 3.524000000000000021e+00 -9.161593410000000048e+00 -1.460533997477950763e+01 -1.385245695176216785e+01 -4.732868199370895645e+00
-9.679000000000000270e+00 3.254000000000000004e+00 -9.149593409999999594e+00 -1.459333997477950717e+01 -1.384045695176216739e+01 -4.720868199370895191e+00
-9.666000000000000369e+00 2.891000000000000014e+00 -9.136593409999999693e+00 -1.458033997477950550e+01 -1.382745695176216927e+01 -4.707868199370895290e+00
-9.653000000000000469e+00 2.504000000000000004e+00 -9.123593409999999793e+00 -1.456733997477950737e+01 -1.381445695176216759e+01 -4.694868199370895390e+00
-9.641000000000000014e+00 2.161999999999999922e+00 -9.111593409999999338e+00 -1.455533997477950692e+01 -1.380245695176216714e+01 -4.682868199370894935e+00
-9.628000000000000114e+00 1.913999999999999924e+00 -9.098593409999999437e+00 -1.454233997477950524e+01 -1.378945695176216901e+01 -4.669868199370895034e+00
-9.615999999999999659e+00 1.774000000000000021e+00 -9.086593409999998983e+00 -1.453033997477950479e+01 -1.377745695176216856e+01 -4.657868199370894580e+00
-9.602999999999999758e+00 1.709999999999999964e+00 -9.073593409999999082e+00 -1.451733997477950666e+01 -1.376445695176216688e+01 -4.644868199370894679e+00
-9.590999999999999304e+00 1.651000000000000023e+00 -9.061593409999998627e+00 -1.450533997477950621e+01 -1.375245695176216643e+01 -4.632868199370894224e+00
